cycle_id,mode,entry_date,entry_index,entry_origin,entry_quantity,entry_cost_cny,exit_date,exit_origin,exit_reasons,holding_intervals,dividend_cny,net_profit_cny
36,1,2026-07-23,3439,2026-07-22,124600,595333.2428400001,,,截至收盘仍持仓，按原规则继续,,,
