date,ENTRY_VINTAGE_EXIT__BASE,ENTRY_VINTAGE_EXIT__STRESS,VINTAGE_REFERENCE_RISK__BASE,DOWNSIDE_REFERENCE_RISK__BASE,VINTAGE_REFERENCE_RISK__STRESS,DOWNSIDE_REFERENCE_RISK__STRESS,PANIC_ONLY__BASE,REARM_RIDGE_CONTINUOUS__BASE,CONTINUOUS_REFERENCE_MIN_VARIANCE__BASE,CONTINUOUS_REFERENCE_MIN_VARIANCE__STRESS,JOINT_DOWNSIDE_REFERENCE_PAIR__BASE,MODEL_SUPPORT_REFERENCE_ROUTER__BASE,TREND_NOISE_REFERENCE_BLEND__BASE,JOINT_DOWNSIDE_REFERENCE_PAIR__STRESS,MODEL_SUPPORT_REFERENCE_ROUTER__STRESS,TREND_NOISE_REFERENCE_BLEND__STRESS,RETURN_RUNS_STATE__BASE,RETURN_RUNS_STATE__STRESS,RETURN_LAG_STATE__BASE,RETURN_LAG_STATE__STRESS,RETURN_SIGN_BALANCE__BASE,RETURN_SIGN_BALANCE__STRESS,EITHER_CONFIRMED_RUNS_AUXILIARY__BASE,ACCOUNT_VOLATILITY_EXPOSURE__BASE,RISK_EPISODE_30_10__BASE,TWO_CLOSE_ZERO_EXIT__BASE,CONFIRMED_RISK_EPISODE_30_10__BASE,R2_Z_CONFIRM__BASE,MEAN_REBOUND_AUX_50__BASE,INTENT_MIX_80_15_05__BASE,INTENT_MIX_BAND_20__BASE,ADD_GATE_EXPOSURE_115__BASE,RUNS_OPPORTUNITY_CAPPED_SUM__BASE,SELECTED_MIX_BAND10_SIMPLE2__BASE,EITHER_CONFIRMED_RUNS_AUXILIARY__STRESS,ACCOUNT_VOLATILITY_EXPOSURE__STRESS,RISK_EPISODE_30_10__STRESS,TWO_CLOSE_ZERO_EXIT__STRESS,CONFIRMED_RISK_EPISODE_30_10__STRESS,R2_Z_CONFIRM__STRESS,MEAN_REBOUND_AUX_50__STRESS,INTENT_MIX_80_15_05__STRESS,INTENT_MIX_BAND_20__STRESS,ADD_GATE_EXPOSURE_115__STRESS,RUNS_OPPORTUNITY_CAPPED_SUM__STRESS,SELECTED_MIX_BAND10_SIMPLE2__STRESS
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7201788565233296,0.7201788565233296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,1.0,1.0,0.7040601680275043,1.0,0.7040601680275043,1.0,0.0,1.0,0.0004100447818541353,0.0004100447818541353,0.5002050223909271,0.5002050223909271,0.5767908587043085,0.5002050223909271,0.5002050223909271,0.5767908587043085,0.0,0.0,0.0,0.0,0.7040601680275043,0.7040601680275043,0.5767908587043085,0.5767908587043085,0.5767908587043085,0.5767908587043085,0.5767908587043085,0.0,0.5767908587043085,0.5756278207288211,0.5756278207288211,0.6619719938381442,0.5767908587043085,0.6482320140216096,0.5767908587043085,0.5767908587043085,0.5767908587043085,0.5767908587043085,0.5767908587043085,0.0,0.5767908587043085,0.5749397412243408,0.5749397412243408,0.6611807024079919,0.5767908587043085,0.6478042503007988
2020-07-01,1.0,1.0,0.7426038019967184,1.0,0.7426038019967184,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.6135653598431193,0.5,0.5,0.6135653598431193,0.0,0.0,0.0,0.0,0.7426038019967184,0.7426038019967184,0.6135653598431193,1.0,0.6135653598431193,1.0,0.6135653598431193,0.0,1.0,0.9367660758525295,0.9367660758525295,1.0,0.6135653598431193,0.9373049860266273,0.6135653598431193,1.0,0.6135653598431193,1.0,0.6135653598431193,0.0,1.0,0.937168177012258,0.937168177012258,1.0,0.6135653598431193,0.9362671162848829
2020-07-02,1.0,1.0,0.6657573849242383,1.0,0.6657573849242383,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5835964060661007,0.5,0.5,0.5835964060661007,0.0,0.0,0.0,0.0,0.6657573849242383,0.6657573849242383,0.5835964060661007,1.0,0.5835964060661007,1.0,0.5835964060661007,0.0,1.0,0.937661874221454,0.937661874221454,1.0,0.5835964060661007,0.9365755553080056,0.5835964060661007,1.0,0.5835964060661007,1.0,0.5835964060661007,0.0,1.0,0.9366875647943408,0.9366875647943408,1.0,0.5835964060661007,0.937419358050261
2020-07-03,1.0,1.0,0.633533161286312,1.0,0.633533161286312,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5716798086260451,0.5,0.5,0.5716798086260451,0.0,0.0,0.0,0.0,0.633533161286312,0.633533161286312,0.5716798086260451,1.0,0.5716798086260451,1.0,0.5716798086260451,0.0,1.0,0.9383864800953374,0.9383864800953374,1.0,0.5716798086260451,0.9373218030744769,0.5716798086260451,1.0,0.5716798086260451,1.0,0.5716798086260451,0.0,1.0,0.9374299472111915,0.9374299472111915,1.0,0.5716798086260451,0.9381480231483209
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3548451196205702,0.3548451196205702,0.3548451196205702,0.3548451196205702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.891048524695218,0.891048524695218,1.0,0.0,0.8485430696663121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901403050177483,0.8901403050177483,1.0,0.0,0.849380277184719
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34523894646347114,0.34523894646347114,0.34523894646347114,0.34523894646347114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34519176153469894,0.34519176153469894,0.34519176153469894,0.34519176153469894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3443593677091554,0.3443593677091554,0.3443593677091554,0.3443593677091554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7002759092972657,0.7002759092972657,0.7002759092972657,0.7002759092972657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
