date,ENTRY_VINTAGE_EXIT__BASE,ENTRY_VINTAGE_EXIT__STRESS,VINTAGE_REFERENCE_RISK__BASE,DOWNSIDE_REFERENCE_RISK__BASE,VINTAGE_REFERENCE_RISK__STRESS,DOWNSIDE_REFERENCE_RISK__STRESS,PANIC_ONLY__BASE,REARM_RIDGE_CONTINUOUS__BASE,CONTINUOUS_REFERENCE_MIN_VARIANCE__BASE,CONTINUOUS_REFERENCE_MIN_VARIANCE__STRESS,JOINT_DOWNSIDE_REFERENCE_PAIR__BASE,MODEL_SUPPORT_REFERENCE_ROUTER__BASE,TREND_NOISE_REFERENCE_BLEND__BASE,JOINT_DOWNSIDE_REFERENCE_PAIR__STRESS,MODEL_SUPPORT_REFERENCE_ROUTER__STRESS,TREND_NOISE_REFERENCE_BLEND__STRESS,RETURN_RUNS_STATE__BASE,RETURN_RUNS_STATE__STRESS,RETURN_LAG_STATE__BASE,RETURN_LAG_STATE__STRESS,RETURN_SIGN_BALANCE__BASE,RETURN_SIGN_BALANCE__STRESS,EITHER_CONFIRMED_RUNS_AUXILIARY__BASE,ACCOUNT_VOLATILITY_EXPOSURE__BASE,RISK_EPISODE_30_10__BASE,TWO_CLOSE_ZERO_EXIT__BASE,CONFIRMED_RISK_EPISODE_30_10__BASE,R2_Z_CONFIRM__BASE,MEAN_REBOUND_AUX_50__BASE,INTENT_MIX_80_15_05__BASE,INTENT_MIX_BAND_20__BASE,ADD_GATE_EXPOSURE_115__BASE,RUNS_OPPORTUNITY_CAPPED_SUM__BASE,SELECTED_MIX_BAND10_SIMPLE2__BASE,EITHER_CONFIRMED_RUNS_AUXILIARY__STRESS,ACCOUNT_VOLATILITY_EXPOSURE__STRESS,RISK_EPISODE_30_10__STRESS,TWO_CLOSE_ZERO_EXIT__STRESS,CONFIRMED_RISK_EPISODE_30_10__STRESS,R2_Z_CONFIRM__STRESS,MEAN_REBOUND_AUX_50__STRESS,INTENT_MIX_80_15_05__STRESS,INTENT_MIX_BAND_20__STRESS,ADD_GATE_EXPOSURE_115__STRESS,RUNS_OPPORTUNITY_CAPPED_SUM__STRESS,SELECTED_MIX_BAND10_SIMPLE2__STRESS
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7082581398919966,0.7082581398919966,0.7082581398919966,0.7082581398919966,0.0,0.0,0.7082581398919966,1.0,0.7082581398919966,1.0,0.7082581398919966,0.0,1.0,0.9559234629877068,0.9559234629877068,1.0,0.7082581398919966,0.9549849868065472,0.7082581398919966,1.0,0.7082581398919966,1.0,0.7082581398919966,0.0,1.0,0.9544840005014185,0.9544840005014185,1.0,0.7082581398919966,0.9548373687127555
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7078541789964476,0.7078541789964476,0.7078541789964476,0.7078541789964476,0.0,0.0,0.7078541789964476,1.0,0.7078541789964476,1.0,0.7078541789964476,0.0,1.0,0.9550188477784446,0.9550188477784446,1.0,0.7078541789964476,0.9558184520900788,0.7078541789964476,1.0,0.7078541789964476,1.0,0.7078541789964476,0.0,1.0,0.9557719314631022,0.9557719314631022,1.0,0.7078541789964476,0.9562246035393681
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083516406054013,0.7083516406054013,0.7083516406054013,0.7083516406054013,0.0,0.0,0.7083516406054013,1.0,0.7083516406054013,1.0,0.7083516406054013,0.0,1.0,0.9550829656681321,0.9550829656681321,1.0,0.7083516406054013,0.9558811142088697,0.7083516406054013,1.0,0.7083516406054013,1.0,0.7083516406054013,0.0,1.0,0.955834656025197,0.955834656025197,1.0,0.7083516406054013,0.9562865773418091
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6829682060789759,0.6829682060789759,0.6829682060789759,0.6829682060789759,0.0,0.0,0.6829682060789759,1.0,0.6829682060789759,1.0,0.6829682060789759,0.0,1.0,0.9555329778614415,0.9555329778614415,1.0,0.6829682060789759,0.9563209460620242,0.6829682060789759,1.0,0.6829682060789759,1.0,0.6829682060789759,0.0,1.0,0.9562749260925449,0.9562749260925449,1.0,0.6829682060789759,0.9567215922306475
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756363195851889,0.6756363195851889,0.6756363195851889,0.6756363195851889,0.6756363195851889,0.6756363195851889,0.6756363195851889,1.0,0.6756363195851889,1.0,0.6756363195851889,0.0,1.0,0.9553502683926762,0.9553502683926762,1.0,0.6756363195851889,0.95614236212694,0.6756363195851889,1.0,0.6756363195851889,1.0,0.6756363195851889,0.0,1.0,0.9560961642468159,0.9560961642468159,1.0,0.6756363195851889,0.9565449610889578
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6861469260016916,0.6861469260016916,0.6861469260016916,0.6861469260016916,0.6861469260016916,0.6861469260016916,0.6861469260016916,1.0,0.6861469260016916,1.0,0.6861469260016916,0.0,1.0,0.9556331418567257,0.9556331418567257,1.0,0.6861469260016916,0.9564188528731374,0.6861469260016916,1.0,0.6861469260016916,1.0,0.6861469260016916,0.0,1.0,0.9563729304325397,0.9563729304325397,1.0,0.6861469260016916,0.956818430188315
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6499913604242169,0.6499913604242169,0.6499913604242169,0.6499913604242169,0.6499913604242169,0.6499913604242169,0.6499913604242169,1.0,0.6499913604242169,1.0,0.6499913604242169,0.0,1.0,0.9551469002632171,0.9551469002632171,1.0,0.6499913604242169,0.9559435985090251,0.6499913604242169,1.0,0.6499913604242169,1.0,0.6499913604242169,0.0,1.0,0.9558972025884113,0.9558972025884113,1.0,0.6499913604242169,0.9563483757906281
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6691569511113057,0.6691569511113057,0.6691569511113057,0.6691569511113057,0.6691569511113057,0.6691569511113057,0.6691569511113057,1.0,0.6691569511113057,1.0,0.6691569511113057,0.0,1.0,0.9554071324629998,0.9554071324629998,1.0,0.6691569511113057,0.9561979410835317,0.6691569511113057,1.0,0.6691569511113057,1.0,0.6691569511113057,0.0,1.0,0.9561517985751243,0.9561517985751243,1.0,0.6691569511113057,0.9565999318544987
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6690169457262148,0.6690169457262148,0.6690169457262148,0.6690169457262148,0.6690169457262148,0.6690169457262148,0.6690169457262148,1.0,0.6690169457262148,1.0,0.6690169457262148,0.0,1.0,0.9554071324629998,0.9554071324629998,1.0,0.6690169457262148,0.9561979410835317,0.6690169457262148,1.0,0.6690169457262148,1.0,0.6690169457262148,0.0,1.0,0.9561517985751243,0.9561517985751243,1.0,0.6690169457262148,0.9565999318544987
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6942162152468899,0.6942162152468899,0.6942162152468899,0.6942162152468899,0.6942162152468899,0.6942162152468899,0.6942162152468899,1.0,0.6942162152468899,1.0,0.6942162152468899,0.0,1.0,0.9556705866477756,0.9556705866477756,1.0,0.6942162152468899,0.9564554546647848,0.6942162152468899,1.0,0.6942162152468899,1.0,0.6942162152468899,0.0,1.0,0.9564095686831702,0.9564095686831702,1.0,0.6942162152468899,0.9568546327126779
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7006100298697658,0.7006100298697658,0.7006100298697658,0.7006100298697658,0.7006100298697658,0.7006100298697658,0.7006100298697658,1.0,0.7006100298697658,1.0,0.7006100298697658,0.0,1.0,0.9557577115292609,0.9557577115292609,1.0,0.7006100298697658,0.9565406198048352,0.7006100298697658,1.0,0.7006100298697658,1.0,0.7006100298697658,0.0,1.0,0.9564948186529854,0.9564948186529854,1.0,0.7006100298697658,0.9569388695010433
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8292119030114986,0.8292119030114986,0.8292119030114986,0.8292119030114986,0.8292119030114986,0.8292119030114986,0.8292119030114986,1.0,0.8292119030114986,1.0,0.8292119030114986,0.0,1.0,0.9731741361104365,0.9731741361104365,1.0,0.8292119030114986,0.9735920041591387,0.8292119030114986,1.0,0.8292119030114986,1.0,0.8292119030114986,0.0,1.0,0.9736395936728114,0.9736395936728114,1.0,0.8292119030114986,0.9740619285501445
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7800488910005585,0.7800488910005585,0.7800488910005585,0.7800488910005585,0.7800488910005585,0.7800488910005585,0.7800488910005585,1.0,0.7800488910005585,1.0,0.7800488910005585,0.0,1.0,0.973452005377041,0.973452005377041,1.0,0.7800488910005585,0.9738636564595202,0.7800488910005585,1.0,0.7800488910005585,1.0,0.7800488910005585,0.0,1.0,0.9739220813440137,0.9739220813440137,1.0,0.7800488910005585,0.9743396389466503
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6817222233325146,0.6817222233325146,0.6817222233325146,0.6817222233325146,0.6817222233325146,0.6817222233325146,0.6817222233325146,1.0,0.6817222233325146,1.0,0.6817222233325146,0.0,1.0,0.9511166466412333,0.9511166466412333,1.0,0.6817222233325146,0.9516566804893016,0.6817222233325146,1.0,0.6817222233325146,1.0,0.6817222233325146,0.0,1.0,0.9514804518224708,0.9514804518224708,1.0,0.6817222233325146,0.9520296922747041
2021-01-04,1.0,1.0,0.6716392072078905,0.815899676399381,0.6716392072078905,0.815899676399381,0.0,1.0,0.000884365421071065,0.000884365421071065,0.03377689775284721,0.03377689775284721,0.3378699114020286,0.03377689775284721,0.03377689775284721,0.3378699114020286,0.6716392072078905,0.6716392072078905,0.6716392072078905,0.6716392072078905,0.6716392072078905,0.6716392072078905,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9985660551646752,0.9985660551646752,1.0,1.0,0.9994721458540703,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9994886255289154,0.9994886255289154,1.0,1.0,0.9997169670992094
2021-01-05,1.0,1.0,0.6476195110439649,0.8687901995971802,0.6476195110439649,0.8687901995971802,0.0,1.0,0.000884365421071065,0.000884365421071065,0.035911462859654714,0.035911462859654714,0.3498259937729864,0.035911462859654714,0.035911462859654714,0.3498259937729864,0.6476195110439649,0.6476195110439649,0.0,0.0,0.6476195110439649,0.6476195110439649,0.9974455048169513,1.0,0.9974455048169513,1.0,0.9974455048169513,0.0,1.0,0.9985148545415017,0.9985148545415017,1.0,0.9974455048169513,0.9994037271952811,0.9974455048169513,1.0,0.9974455048169513,1.0,0.9974455048169513,0.0,1.0,0.9994552330731221,0.9994552330731221,1.0,0.9974455048169513,0.9996797230009008
2021-01-06,1.0,1.0,0.6502345429150227,0.8767193244214473,0.6502345429150227,0.8767193244214473,0.0,1.0,0.000884365421071065,0.000884365421071065,0.03623146788426196,0.03623146788426196,0.3634014732382553,0.03623146788426196,0.03623146788426196,0.3634014732382553,0.6502345429150227,0.6502345429150227,0.0,0.0,0.6502345429150227,0.6502345429150227,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9985281075053402,0.9985281075053402,1.0,1.0,0.9994090535559037,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9994600990689346,0.9994600990689346,1.0,1.0,0.9996825842018067
2021-01-07,1.0,1.0,0.6493608475027773,1.0,0.6493608475027773,1.0,0.0,1.0,0.000884365421071065,0.000884365421071065,0.0412068512331751,0.0412068512331751,0.39019200797321296,0.0412068512331751,0.0412068512331751,0.39019200797321296,0.6493608475027773,0.6493608475027773,0.6493608475027773,0.6493608475027773,0.6493608475027773,0.6493608475027773,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9985588156332497,0.9985588156332497,1.0,1.0,0.9994213947648435,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9994713736289023,0.9994713736289023,1.0,1.0,0.9996892136042361
2021-01-08,1.0,1.0,0.6401776898069471,0.9929098527018919,0.6401776898069471,0.9929098527018919,0.0,1.0,0.000884365421071065,0.000884365421071065,0.040920705812225726,0.040920705812225726,0.3751971021083817,0.040920705812225726,0.040920705812225726,0.3751971021083817,0.6401776898069471,0.6401776898069471,0.6401776898069471,0.6401776898069471,0.6401776898069471,0.6401776898069471,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9985515838939331,0.9985515838939331,1.0,1.0,0.9994184884672451,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9994687185198107,0.9994687185198107,1.0,1.0,0.9996876524127688
2021-01-11,1.0,1.0,0.6394523270570653,0.9894412995970574,0.6394523270570653,0.9894412995970574,0.0,1.0,0.000884365421071065,0.000884365421071065,0.040780721331433206,0.040780721331433206,0.3579351277276358,0.040780721331433206,0.040780721331433206,0.3579351277276358,0.6394523270570653,0.6394523270570653,0.6394523270570653,0.6394523270570653,0.6394523270570653,0.6394523270570653,0.9973874547847011,1.0,0.9973874547847011,1.0,0.9973874547847011,0.0,1.0,0.9985350440923886,0.9985350440923886,1.0,0.9973874547847011,0.9994118413284518,0.9973874547847011,1.0,0.9973874547847011,1.0,0.9973874547847011,0.0,1.0,0.9994626458923677,0.9994626458923677,1.0,0.9973874547847011,0.9996840817286459
2021-01-12,1.0,1.0,0.5662737811691655,0.9894412995970574,0.5662737811691655,0.9894412995970574,0.0,1.0,0.000884365421071065,0.000884365421071065,0.040780721331433206,0.040780721331433206,0.3320401658081768,0.040780721331433206,0.040780721331433206,0.3320401658081768,0.5662737811691655,0.5662737811691655,0.5662737811691655,0.5662737811691655,0.5662737811691655,0.5662737811691655,0.8983139469773422,0.8897330898595683,0.8983139469773422,0.8897330898595683,0.8983139469773422,0.0,0.8897330898595683,0.9042696642426027,0.9042696642426027,1.0,0.8983139469773422,0.9841706518266773,0.8983139469773422,0.8913127293287503,0.8983139469773422,0.8913127293287503,0.8983139469773422,0.0,0.8913127293287503,0.8913152285213313,0.8913152285213313,1.0,0.8983139469773422,0.984366177675604
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000884365421071065,0.000884365421071065,0.0008486740447081257,0.0008486740447081257,0.00039085053584761773,0.0008486740447081257,0.0008486740447081257,0.00039085053584761773,0.5559931433001749,0.5559931433001749,0.0,0.0,0.5559931433001749,0.5559931433001749,0.5563839938360226,0.5485718599484362,0.5563839938360226,0.5485718599484362,0.5563839938360226,0.0,0.5485718599484362,0.5488235554298136,0.5488235554298136,0.6311470887442856,0.5563839938360226,0.6191505677220998,0.5563839938360226,0.5494664443280214,0.5563839938360226,0.5494664443280214,0.5563839938360226,0.0,0.5494664443280214,0.5498024570440136,0.5498024570440136,0.6322728256006156,0.5563839938360226,0.6198445786257326
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000884365421071065,0.000884365421071065,0.0008486740447081257,0.0008486740447081257,0.0004465029300362924,0.0008486740447081257,0.0008486740447081257,0.0004465029300362924,0.5038999389844288,0.5038999389844288,0.0,0.0,0.5038999389844288,0.5038999389844288,0.5043464419144651,0.4836117048225326,0.5043464419144651,0.4836117048225326,0.5043464419144651,0.0,0.4836117048225326,0.5444034889798322,0.5444034889798322,0.626064012326807,0.5043464419144651,0.6149790003131704,0.5043464419144651,0.48382324884909145,0.5043464419144651,0.48382324884909145,0.5043464419144651,0.0,0.48382324884909145,0.545516113906608,0.545516113906608,0.6273435309925992,0.5043464419144651,0.6158423604200007
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000884365421071065,0.000884365421071065,0.0008486740447081257,0.0008486740447081257,0.0004536788392687893,0.0008486740447081257,0.0008486740447081257,0.0004536788392687893,0.5065830491671243,0.5065830491671243,0.0,0.0,0.5065830491671243,0.5065830491671243,0.5070367280063931,0.4854293990346252,0.5070367280063931,0.4854293990346252,0.5070367280063931,0.0,0.4854293990346252,0.5436415467750935,0.5436415467750935,0.6251877787913575,0.5070367280063931,0.6142536399828268,0.5070367280063931,0.4856461965445525,0.5070367280063931,0.4856461965445525,0.5070367280063931,0.0,0.4856461965445525,0.5447544835848976,0.5447544835848976,0.6264676561226322,0.5070367280063931,0.615117640957137
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000884365421071065,0.000884365421071065,0.0008486740447081257,0.0008486740447081257,0.00043385078397426534,0.0008486740447081257,0.0008486740447081257,0.00043385078397426534,0.5122938220403124,0.5122938220403124,0.0,0.0,0.5122938220403124,0.5122938220403124,0.5127276728242867,0.48948869674831874,0.5127276728242867,0.48948869674831874,0.5127276728242867,0.0,0.48948869674831874,0.5392326709429235,0.5392326709429235,0.620117571584362,0.5127276728242867,0.6088083398005171,0.5127276728242867,0.48968198837659555,0.5127276728242867,0.48968198837659555,0.5127276728242867,0.0,0.48968198837659555,0.5403301742626772,0.5403301742626772,0.6213797004020787,0.5127276728242867,0.6096590011518206
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000884365421071065,0.000884365421071065,0.0008486740447081257,0.0008486740447081257,0.00047365058297574016,0.0008486740447081257,0.0008486740447081257,0.00047365058297574016,0.0,0.0,0.0,0.0,0.48805529648105633,0.48805529648105633,0.00047365058297574016,0.0004456055198307841,0.00047365058297574016,0.0004456055198307841,0.00047365058297574016,0.0,0.0004456055198307841,0.0,0.0,0.0,0.00047365058297574016,0.0,0.00047365058297574016,0.0004457910293563651,0.00047365058297574016,0.0004457910293563651,0.00047365058297574016,0.0,0.0004457910293563651,0.0,0.0,0.0,0.00047365058297574016,0.0
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5185486320379755,0.5185486320379755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5068085974522384,0.5068085974522384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-24,1.0,1.0,0.5208927446417562,0.7774445058509956,0.5208927446417562,0.7774445058509956,0.0,1.0,0.3191876984547226,0.3191876984547226,0.3191876984547226,0.3191876984547226,0.3191876984547226,0.3191876984547226,0.3191876984547226,0.3191876984547226,0.0,0.0,0.0,0.0,0.0,0.0,0.3191876984547226,1.0,1.0,1.0,1.0,0.0,1.0,0.9990459676492284,0.9990459676492284,1.0,0.3191876984547226,0.8966898839913104,0.3191876984547226,1.0,1.0,1.0,1.0,0.0,1.0,0.9996138357970714,0.9996138357970714,1.0,0.3191876984547226,0.8971501704717051
