period,cost,cash_close_days,cash_close_fraction,held_close_days,mean_exposure_held,maximum_exposure,above80_days,worst_high_exposure_day_return,maximum_target
main,BASE,997,0.6139162561576355,627,0.45936190273964156,0.9988743937881515,231,-0.019595549228253017,0.9994721458540703
main,STRESS,997,0.6139162561576355,627,0.4585905678982945,0.9987497893911782,230,-0.01958513792912231,0.9997169670992094
earlier,BASE,693,0.5684987694831829,526,0.6453038972405015,0.9999969010495345,237,-0.031738524724476136,0.9997456252613026
earlier,STRESS,687,0.5635767022149303,532,0.6430672173727735,0.9995375198342464,246,-0.031708739859126145,0.9998929949258161
