origin,execution_date,origin_index,simulation_only,requested_quantity,reference_weight,action,output_candidate,budget_source,used_band,exposure_multiplier,filter_direction,return_threshold,observed_daily_return,addition_allowed,normal_requested_quantity,addition_suppressed,own_close_equity,own_close_shares,signal_state,decision_time,source_model,source_cost,node,cost,used_zero_count,waiting_zero_confirmation,exit_policy,entry_mode,exit_reasons,entry_rearmed,learning_cycle_id,learning_status,continuation_prediction,learning_fit_origin,model_selection_index,model_selection_origin,fixed_prediction_identity,negative_confirmation_count,learned_exit_requested,log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20
2020-12-16,2020-12-17,2083,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-16 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-17,2020-12-18,2084,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-17 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-18,2020-12-21,2085,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-18 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-21,2020-12-22,2086,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-21 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-22,2020-12-23,2087,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-22 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-23,2020-12-24,2088,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-23 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-24,2020-12-25,2089,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-24 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-25,2020-12-28,2090,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-25 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-28,2020-12-29,2091,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-28 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-29,2020-12-30,2092,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-29 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-30,2020-12-31,2093,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-30 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,2021-01-04,2094,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2020-12-31 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,2021-01-05,2095,True,34900,0.815899676399381,调整到中文方案所定仓位,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-04 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,2021-01-06,2096,True,0,0.8687901995971802,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-05 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,2021-01-07,2097,True,0,0.8767193244214473,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-06 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,2021-01-08,2098,True,7600,1.0,调整到中文方案所定仓位,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-07 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-08,2021-01-11,2099,True,0,0.9929098527018919,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-08 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-11,2021-01-12,2100,True,0,0.9894412995970574,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-11 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-12,2021-01-13,2101,True,0,0.9894412995970574,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-12 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-13,2021-01-14,2102,True,-42400,0.0,调整到中文方案所定仓位,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-13 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-14,2021-01-15,2103,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-14 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-15,2021-01-18,2104,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-15 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-18,2021-01-19,2105,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-18 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-19,2021-01-20,2106,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-19 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-20,2021-01-21,2107,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-20 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2021-01-21,2021-01-22,2108,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2021-01-21 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-24,2997,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2024-09-23 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,2024-09-25,2998,True,52700,0.7774445058509956,调整到中文方案所定仓位,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2024-09-24 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,2024-09-26,2999,True,0,0.7774445058509956,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2024-09-25 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2024-09-26,2024-09-27,3000,True,0,0.7921143842834228,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2024-09-26 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,2024-09-30,3001,True,-52700,0.0,调整到中文方案所定仓位,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2024-09-27 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,2024-10-08,3002,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2024-09-30 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2024-10-08,2024-10-09,3003,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2024-10-08 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2024-10-09,2024-10-10,3004,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2024-10-09 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-07,2025-04-08,3124,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-07 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-08,2025-04-09,3125,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-08 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-09,2025-04-10,3126,True,19900,0.2900220316399675,调整到中文方案所定仓位,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-09 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-10,2025-04-11,3127,True,0,0.2902034990845614,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-10 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-11,2025-04-14,3128,True,0,0.29093643225471433,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-11 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-14,2025-04-15,3129,True,0,0.29093643225471433,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-14 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-15,2025-04-16,3130,True,0,0.291191276384361,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-15 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-16,2025-04-17,3131,True,0,0.291191276384361,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-16 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-17,2025-04-18,3132,True,0,0.291191276384361,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-17 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-18,2025-04-21,3133,True,0,0.2931375924770701,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-18 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-21,2025-04-22,3134,True,0,0.3014713042591909,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-21 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-22,2025-04-23,3135,True,0,0.3014713042591909,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-22 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-23,2025-04-24,3136,True,0,0.3014713042591909,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-23 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-24,2025-04-25,3137,True,0,0.30199550826097366,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-24 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-04-25,2025-04-28,3138,True,0,0.30199550826097366,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-04-25 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-05-29,2025-05-30,3159,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-05-29 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-05-30,2025-06-03,3160,True,66000,1.0,调整到中文方案所定仓位,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-05-30 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-03,2025-06-04,3161,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-03 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-04,2025-06-05,3162,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-04 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-05,2025-06-06,3163,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-05 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-06,2025-06-09,3164,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-06 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-09,2025-06-10,3165,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-09 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-10,2025-06-11,3166,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-10 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-11,2025-06-12,3167,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-11 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-12,2025-06-13,3168,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-12 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-13,2025-06-16,3169,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-13 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-16,2025-06-17,3170,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-16 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,2025-06-18,3171,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-17 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,2025-06-19,3172,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-18 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,2025-06-20,3173,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-19 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,2025-06-23,3174,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-20 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,2025-06-24,3175,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-23 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,2025-06-25,3176,True,0,1.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-24 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,2025-06-26,3177,True,-66000,0.0,调整到中文方案所定仓位,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-25 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-26,2025-06-27,3178,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-26 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-27,2025-06-30,3179,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-27 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,2025-07-01,3180,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-06-30 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-07-02,3181,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-01 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-02,2025-07-03,3182,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-02 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,2025-07-04,3183,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-03 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-04,2025-07-07,3184,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-04 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-07,2025-07-08,3185,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-07 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-08,2025-07-09,3186,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-08 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-09,2025-07-10,3187,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-09 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-10,2025-07-11,3188,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-10 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-11,2025-07-14,3189,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-11 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-14,2025-07-15,3190,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-14 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-15,2025-07-16,3191,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-15 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-16,2025-07-17,3192,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-16 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-17,2025-07-18,3193,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-17 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-18,2025-07-21,3194,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-18 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-21,2025-07-22,3195,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-21 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-22,2025-07-23,3196,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-22 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-23,2025-07-24,3197,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-23 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-24,2025-07-25,3198,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-24 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-25,2025-07-28,3199,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-25 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-28,2025-07-29,3200,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-28 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-29,2025-07-30,3201,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-29 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
2025-07-30,2025-07-31,3202,True,0,0.0,维持当前份额,,,,,,,,,,,,,MODEL_VIEW_AVAILABLE,2025-07-30 15:05:00,DOWNSIDE_REFERENCE_RISK,BASE,DOWNSIDE_REFERENCE_RISK,BASE,,,,,,,,,,,,,,,,,,,,,,
