date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after,node,cost,cycle_id,mode,execution_reasons
2025-06-25,3.939,4.001,CLOSE,240682.57506000015,0,316.79999999999995,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-24,False,0.0,0,0,3.939,,0.0,0.0,0.0,NO_TRADE,240682.57506000015,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-06-26,3.995,3.986,CLOSE,240682.57506000015,0,316.79999999999995,240999.37506000014,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2025-06-25,False,0.0,0,0,3.995,,0.0,0.0,0.0,NO_TRADE,240682.57506000015,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-06-27,3.99,3.963,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,316.79999999999995,0.0,0.0,2025-06-26,False,0.0,0,0,3.99,,0.0,0.0,0.0,NO_TRADE,240682.57506000015,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-06-30,3.961,3.982,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-27,False,0.0,0,0,3.961,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-01,3.98,3.988,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30,False,0.0,0,0,3.98,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-02,3.985,3.992,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01,False,0.0,0,0,3.985,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-03,3.994,4.015,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-02,False,0.0,0,0,3.994,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-04,4.011,4.032,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-03,False,0.0,0,0,4.011,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-07,4.026,4.014,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2025-07-04,False,0.0,0,0,4.026,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-08,4.016,4.048,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-07,False,0.0,0,0,4.016,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-09,4.048,4.045,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-08,False,0.0,0,0,4.048,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-10,4.045,4.065,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-09,False,0.0,0,0,4.045,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-11,4.066,4.079,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-10,False,0.0,0,0,4.066,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-14,4.078,4.078,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-11,False,0.0,0,0,4.078,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-15,4.082,4.078,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-14,False,0.0,0,0,4.082,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-16,4.079,4.069,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-15,False,0.0,0,0,4.079,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-17,4.069,4.102,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-16,False,0.0,0,0,4.069,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-18,4.108,4.132,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17,False,0.0,0,0,4.108,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-21,4.137,4.157,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18,False,0.0,0,0,4.137,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-22,4.159,4.201,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-21,False,0.0,0,0,4.159,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-23,4.204,4.199,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-22,False,0.0,0,0,4.204,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-24,4.195,4.225,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-23,False,0.0,0,0,4.195,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-25,4.225,4.203,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-24,False,0.0,0,0,4.225,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-28,4.203,4.214,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-25,False,0.0,0,0,4.203,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-29,4.208,4.235,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-28,False,0.0,0,0,4.208,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-30,4.227,4.232,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-29,False,0.0,0,0,4.227,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2025-07-31,4.221,4.155,CLOSE,240999.37506000014,0,0.0,240999.37506000014,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2025-07-30,False,0.0,0,0,4.221,,0.0,0.0,0.0,NO_TRADE,240999.37506000014,0,,,CONTINUOUS_REFERENCE_MIN_VARIANCE,BASE,,,
2020-06-29,4.15,4.128,CLOSE,203856.05808,0,0.0,203856.05808,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2020-06-24,False,0.0,0,0,4.15,,0.0,0.0,0.0,NO_TRADE,203856.05808,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-06-30,4.148,4.178,CLOSE,203856.05808,0,0.0,203856.05808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-29,False,0.0,0,0,4.148,,0.0,0.0,0.0,NO_TRADE,203856.05808,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-07-01,4.187,4.272,CLOSE,181.33127999995486,48600,0.0,207800.53127999997,0.019349305765796965,3944.4731999999785,4130.999999999998,0.0,0.0,0.9991273781694253,-1.4125589586910792e-11,2020-06-30,False,0.9989107114005275,48700,48600,4.187,4.19,40.726800000000004,145.80000000000553,203634.00000000003,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,203856.05808,0,181.33127999995486,48600.0,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-07-02,4.27,4.37,CLOSE,181.33127999995486,48600,0.0,212563.33127999995,0.022920056896208685,4762.799999999988,4762.799999999993,0.0,0.0,0.999146930569313,-4.547473508864641e-12,2020-07-01,False,0.0,0,0,4.27,,0.0,0.0,0.0,NO_TRADE,181.33127999995486,48600,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-07-03,4.386,4.457,CLOSE,181.33127999995486,48600,0.0,216791.53127999994,0.01989148351476655,4228.1999999999825,4228.199999999987,0.0,0.0,0.999163568434019,-4.547473508864641e-12,2020-07-02,False,0.0,0,0,4.386,,0.0,0.0,0.0,NO_TRADE,181.33127999995486,48600,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-07-06,4.527,4.784,CLOSE,181.33127999995486,48600,0.0,232683.73127999995,0.07330636905495269,15892.200000000012,15892.199999999997,0.0,0.0,0.9992206963546508,1.4551915228366852e-11,2020-07-03,False,0.0,0,0,4.527,,0.0,0.0,0.0,NO_TRADE,181.33127999995486,48600,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-07-07,4.821,4.736,CLOSE,234289.30031999998,0,0.0,234289.30031999998,0.006900220445871907,1605.5690400000312,1798.1999999999962,0.0,0.0,0.0,-2.5863755581667647e-12,2020-07-06,False,0.9986048763833778,-48600,-48600,4.821,4.8180000000000005,46.830960000000005,145.79999999996235,234154.80000000002,FILLED,181.33127999995486,48600,234289.30031999998,0.0,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-07-08,4.734,4.798,CLOSE,234289.30031999998,0,0.0,234289.30031999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-07,False,0.0,0,0,4.734,,0.0,0.0,0.0,NO_TRADE,234289.30031999998,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-07-09,4.796,4.872,CLOSE,234289.30031999998,0,0.0,234289.30031999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-08,False,0.0,0,0,4.796,,0.0,0.0,0.0,NO_TRADE,234289.30031999998,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-11,5.02,4.954,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-10,False,0.0,0,0,5.02,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-14,4.959,4.998,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-11,False,0.0,0,0,4.959,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-15,4.998,5.013,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-14,False,0.0,0,0,4.998,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-16,5.02,5.023,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-15,False,0.0,0,0,5.02,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-17,5.022,5.094,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-16,False,0.0,0,0,5.022,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-18,5.09,5.065,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2020-12-17,False,0.0,0,0,5.09,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-21,5.062,5.11,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-18,False,0.0,0,0,5.062,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-22,5.099,5.033,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2020-12-21,False,0.0,0,0,5.099,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-23,5.04,5.074,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-22,False,0.0,0,0,5.04,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-24,5.074,5.074,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-23,False,0.0,0,0,5.074,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-25,5.054,5.116,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-24,False,0.0,0,0,5.054,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-28,5.112,5.13,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-25,False,0.0,0,0,5.112,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-29,5.138,5.114,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-28,False,0.0,0,0,5.138,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-30,5.11,5.178,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-29,False,0.0,0,0,5.11,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2020-12-31,5.188,5.287,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-30,False,0.0,0,0,5.188,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-04,5.28,5.334,CLOSE,228431.26724000002,0,0.0,228431.26724000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,False,0.0,0,0,5.28,,0.0,0.0,0.0,NO_TRADE,228431.26724000002,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-05,5.321,5.433,CLOSE,42586.505720000016,34900,0.0,232198.20572,0.01649046790097386,3766.9384799999825,3908.8000000000034,0.0,0.0,0.8165941653685573,-1.688249540165998e-11,2021-01-04,False,0.8134070359325298,34900,34900,5.321,5.324,37.16152,104.70000000000397,185807.6,FILLED,228431.26724000002,0,42586.505720000016,34900.0,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-06,5.447,5.482,CLOSE,42586.505720000016,34900,0.0,233908.30572000003,0.0073648286587630896,1710.100000000035,1710.100000000013,0.0,0.0,0.8179350425846862,2.1827872842550278e-11,2021-01-05,False,0.0,0,0,5.447,,0.0,0.0,0.0,NO_TRADE,42586.505720000016,34900,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-07,5.49,5.599,CLOSE,42586.505720000016,34900,0.0,237991.60572000002,0.017456840565926335,4083.2999999999884,4083.2999999999997,0.0,0.0,0.8210587907453192,-1.1368683772161603e-11,2021-01-06,False,0.0,0,0,5.49,,0.0,0.0,0.0,NO_TRADE,42586.505720000016,34900,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-08,5.608,5.571,CLOSE,495.5892200000162,42400,0.0,236705.98922000002,-0.005401940526896354,-1285.6165000000037,-1254.7000000000157,0.0,0.0,0.9979063089124482,1.2860823517257813e-11,2021-01-07,False,0.17659040043902816,7600,7500,5.608,5.611,8.416500000000001,22.500000000000853,42082.5,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,42586.505720000016,34900,495.5892200000162,42400.0,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-11,5.572,5.508,CLOSE,495.5892200000162,42400,0.0,234034.78922000004,-0.011284885561206881,-2671.1999999999825,-2671.199999999988,0.0,0.0,0.9978824121761908,5.4569682106375694e-12,2021-01-08,False,0.0,0,0,5.572,,0.0,0.0,0.0,NO_TRADE,495.5892200000162,42400,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-12,5.496,5.668,CLOSE,495.5892200000162,42400,0.0,240818.78922000004,0.028987143418335304,6784.0,6784.0000000000055,0.0,0.0,0.9979420658097102,-5.4569682106375694e-12,2021-01-11,False,0.0,0,0,5.496,,0.0,0.0,0.0,NO_TRADE,495.5892200000162,42400,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-13,5.684,5.646,CLOSE,495.5892200000162,42400,0.0,239885.98922000002,-0.0038734519138697854,-932.8000000000175,-932.8000000000102,0.0,0.0,0.997934063504036,-7.275957614183426e-12,2021-01-12,False,0.0,0,0,5.684,,0.0,0.0,0.0,NO_TRADE,495.5892200000162,42400,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-14,5.646,5.543,CLOSE,239710.93658,0,0.0,239710.93658,-0.0007297326557886841,-175.05264000000898,0.0,0.0,0.0,0.0,-4.149569576838985e-12,2021-01-13,False,0.9974038116105695,-42400,-42400,5.646,5.643,47.85264,127.20000000000482,239263.19999999998,FILLED,495.5892200000162,42400,239710.93658,0.0,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-15,5.543,5.526,CLOSE,239710.93658,0,0.0,239710.93658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-14,False,0.0,0,0,5.543,,0.0,0.0,0.0,NO_TRADE,239710.93658,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-18,5.451,5.513,CLOSE,239710.93658,0,0.0,239710.93658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-15,False,0.0,0,0,5.451,,0.0,0.0,0.0,NO_TRADE,239710.93658,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-19,5.518,5.438,CLOSE,239710.93658,0,0.0,239710.93658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-18,False,0.0,0,0,5.518,,0.0,0.0,0.0,NO_TRADE,239710.93658,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-20,5.436,5.468,CLOSE,239710.93658,0,0.0,239710.93658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-19,False,0.0,0,0,5.436,,0.0,0.0,0.0,NO_TRADE,239710.93658,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2021-01-21,5.483,5.562,CLOSE,239710.93658,0,0.0,239710.93658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-20,False,0.0,0,0,5.483,,0.0,0.0,0.0,NO_TRADE,239710.93658,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2024-09-23,3.269,3.283,CLOSE,232500.38688000006,0,0.0,232500.38688000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-20,False,0.0,0,0,3.269,,0.0,0.0,0.0,NO_TRADE,232500.38688000006,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2024-09-24,3.314,3.427,CLOSE,232500.38688000006,0,0.0,232500.38688000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-23,False,0.0,0,0,3.314,,0.0,0.0,0.0,NO_TRADE,232500.38688000006,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2024-09-25,3.489,3.474,CLOSE,48487.89174000005,52700,0.0,231567.69174000007,-0.004011585324722011,-932.6951399999962,-790.4999999999832,0.0,0.0,0.7906102903403236,-1.1937117960769683e-12,2024-09-24,False,0.7912920166234175,52700,52700,3.489,3.491,36.79514,105.4000000000118,183975.7,FILLED,232500.38688000006,0,48487.89174000005,52700.0,DOWNSIDE_REFERENCE_RISK,BASE,,,
2024-09-26,3.468,3.64,CLOSE,48487.89174000005,52700,0.0,240315.89174000005,0.037778154345565085,8748.199999999983,8748.199999999997,0.0,0.0,0.7982326870315363,-1.4551915228366852e-11,2024-09-25,False,0.0,0,0,3.468,,0.0,0.0,0.0,NO_TRADE,48487.89174000005,52700,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2024-09-27,3.7,3.869,CLOSE,48487.89174000005,52700,0.0,252384.19174000007,0.05021848498083026,12068.300000000017,12068.300000000007,0.0,0.0,0.8078806306935774,1.0913936421275139e-11,2024-09-26,False,0.0,0,0,3.7,,0.0,0.0,0.0,NO_TRADE,48487.89174000005,52700,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2024-09-30,4.007,4.233,CLOSE,259456.48958000008,0,0.0,259456.48958000008,0.02802195252896711,7072.297840000014,7272.599999999971,0.0,0.0,0.0,1.7337242752546445e-12,2024-09-27,False,0.8126527274175431,-52700,-52700,4.007,4.0040000000000004,42.202160000000006,158.09999999995918,211010.80000000002,FILLED,48487.89174000005,52700,259456.48958000008,0.0,DOWNSIDE_REFERENCE_RISK,BASE,,,
2024-10-08,4.656,4.412,CLOSE,259456.48958000008,0,0.0,259456.48958000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-30,False,0.0,0,0,4.656,,0.0,0.0,0.0,NO_TRADE,259456.48958000008,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2024-10-09,4.285,4.022,CLOSE,259456.48958000008,0,0.0,259456.48958000008,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2024-10-08,False,0.0,0,0,4.285,,0.0,0.0,0.0,NO_TRADE,259456.48958000008,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2025-04-07,3.8,3.695,CLOSE,259456.48958000008,0,0.0,259456.48958000008,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2025-04-03,False,0.0,0,0,3.8,,0.0,0.0,0.0,NO_TRADE,259456.48958000008,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2025-04-08,3.698,3.73,CLOSE,259456.48958000008,0,0.0,259456.48958000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07,False,0.0,0,0,3.698,,0.0,0.0,0.0,NO_TRADE,259456.48958000008,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2025-04-09,3.695,3.766,CLOSE,259456.48958000008,0,0.0,259456.48958000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-08,False,0.0,0,0,3.695,,0.0,0.0,0.0,NO_TRADE,259456.48958000008,0,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2025-04-10,3.817,3.829,CLOSE,183443.18996000008,19900,0.0,259640.28996000008,0.0007084054066157641,183.8003800000006,238.8000000000002,0.0,0.0,0.2934717874939165,-4.000355602329364e-12,2025-04-09,False,0.29291269654894087,19900,19900,3.817,3.819,15.199620000000001,39.79999999999562,75998.1,FILLED,259456.48958000008,0,183443.18996000008,19900.0,DOWNSIDE_REFERENCE_RISK,BASE,,,
2025-04-11,3.81,3.84,CLOSE,183443.18996000008,19900,0.0,259859.18996000008,0.0008430894913640241,218.89999999999418,218.8999999999936,0.0,0.0,0.2940669522280996,5.684341886080801e-13,2025-04-10,False,0.0,0,0,3.81,,0.0,0.0,0.0,NO_TRADE,183443.18996000008,19900,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2025-04-14,3.859,3.848,CLOSE,183443.18996000008,19900,0.0,260018.38996000006,0.0006126394838084082,159.19999999998254,159.20000000000013,0.0,0.0,0.29449916989248315,-1.759303813742008e-11,2025-04-11,False,0.0,0,0,3.859,,0.0,0.0,0.0,NO_TRADE,183443.18996000008,19900,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2025-04-15,3.844,3.851,CLOSE,183443.18996000008,19900,0.0,260078.08996000007,0.0002295991449265955,59.70000000001164,59.70000000000228,0.0,0.0,0.2946611150973403,9.36495325731812e-12,2025-04-14,False,0.0,0,0,3.844,,0.0,0.0,0.0,NO_TRADE,183443.18996000008,19900,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2025-04-16,3.841,3.86,CLOSE,183443.18996000008,19900,0.0,260257.18996000008,0.0006886393237799382,179.10000000000582,179.09999999999795,0.0,0.0,0.29514650493154804,7.87281351222191e-12,2025-04-15,False,0.0,0,0,3.841,,0.0,0.0,0.0,NO_TRADE,183443.18996000008,19900,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2025-04-17,3.842,3.863,CLOSE,183443.18996000008,19900,0.0,260316.88996000006,0.00022938847533526818,59.69999999998254,59.70000000000226,0.0,0.0,0.2953081531198852,-1.972466634470038e-11,2025-04-16,False,0.0,0,0,3.842,,0.0,0.0,0.0,NO_TRADE,183443.18996000008,19900,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
2025-04-18,3.857,3.873,CLOSE,183443.18996000008,19900,0.0,260515.8899600001,0.0007644528944341644,199.0000000000291,199.00000000000458,0.0,0.0,0.2958464453428689,2.452793523843866e-11,2025-04-17,False,0.0,0,0,3.857,,0.0,0.0,0.0,NO_TRADE,183443.18996000008,19900,,,DOWNSIDE_REFERENCE_RISK,BASE,,,
