cycle_id,entry,natural_exit,cost,variant,mature_model_at_entry,entry_model_fit,entry_quantity,actual_exit,cycle_return,profit,entry_period,exit_reason
3,2015-01-23,2015-02-03,BASE,PRICE_ORIGINAL,False,2015-01-05,56000,2015-02-03,-0.05330925600000014,-10661.851200000034,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,BASE,RIDGE_MONTHLY,False,2015-01-05,56000,2015-02-03,-0.05330925600000014,-10661.851200000034,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,BASE,WITHIN_MONTHLY,False,2015-01-05,56000,2015-02-03,-0.05330925600000014,-10661.851200000034,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,BASE,WITHIN_ENTRY_FIXED,False,2015-01-05,56000,2015-02-03,-0.05330925600000014,-10661.851200000034,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,BASE,TIME20,False,2015-01-05,56000,2015-02-03,-0.05330925600000014,-10661.851200000034,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,BASE,PROFIT08,False,2015-01-05,56000,2015-02-03,-0.05330925600000014,-10661.851200000034,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,STRESS,PRICE_ORIGINAL,False,2015-01-05,55900,2015-02-03,-0.054720621800000036,-10944.124360000016,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,STRESS,RIDGE_MONTHLY,False,2015-01-05,55900,2015-02-03,-0.054720621800000036,-10944.124360000016,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,STRESS,WITHIN_MONTHLY,False,2015-01-05,55900,2015-02-03,-0.054720621800000036,-10944.124360000016,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,STRESS,WITHIN_ENTRY_FIXED,False,2015-01-05,55900,2015-02-03,-0.054720621800000036,-10944.124360000016,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,STRESS,TIME20,False,2015-01-05,55900,2015-02-03,-0.054720621800000036,-10944.124360000016,earlier,研究终点统一退出
3,2015-01-23,2015-02-03,STRESS,PROFIT08,False,2015-01-05,55900,2015-02-03,-0.054720621800000036,-10944.124360000016,earlier,研究终点统一退出
4,2015-02-06,2015-05-12,BASE,PRICE_ORIGINAL,False,2015-02-02,59700,2015-05-12,0.39503388510000015,79006.77702000004,earlier,研究终点统一退出
4,2015-02-06,2015-05-12,BASE,RIDGE_MONTHLY,False,2015-02-02,59700,2015-05-12,0.39503388510000015,79006.77702000004,earlier,研究终点统一退出
4,2015-02-06,2015-05-12,BASE,WITHIN_MONTHLY,False,2015-02-02,59700,2015-05-12,0.39503388510000015,79006.77702000004,earlier,研究终点统一退出
4,2015-02-06,2015-05-12,BASE,WITHIN_ENTRY_FIXED,False,2015-02-02,59700,2015-05-12,0.39503388510000015,79006.77702000004,earlier,研究终点统一退出
4,2015-02-06,2015-05-12,BASE,TIME20,False,2015-02-02,59700,2015-03-13,0.07062927900000004,14125.85580000002,earlier,预定最长持有交易日到期
4,2015-02-06,2015-05-12,BASE,PROFIT08,False,2015-02-02,59700,2015-03-17,0.1091280777000001,21825.61554,earlier,持仓含分红收益达到预定止盈
4,2015-02-06,2015-05-12,STRESS,PRICE_ORIGINAL,False,2015-02-02,59700,2015-05-12,0.3933612702000002,78672.25404000003,earlier,研究终点统一退出
4,2015-02-06,2015-05-12,STRESS,RIDGE_MONTHLY,False,2015-02-02,59700,2015-05-12,0.3933612702000002,78672.25404000003,earlier,研究终点统一退出
4,2015-02-06,2015-05-12,STRESS,WITHIN_MONTHLY,False,2015-02-02,59700,2015-05-12,0.3933612702000002,78672.25404000003,earlier,研究终点统一退出
4,2015-02-06,2015-05-12,STRESS,WITHIN_ENTRY_FIXED,False,2015-02-02,59700,2015-05-12,0.3933612702000002,78672.25404000003,earlier,研究终点统一退出
4,2015-02-06,2015-05-12,STRESS,TIME20,False,2015-02-02,59700,2015-03-13,0.06902155799999998,13804.311600000015,earlier,预定最长持有交易日到期
4,2015-02-06,2015-05-12,STRESS,PROFIT08,False,2015-02-02,59700,2015-03-17,0.10751265539999988,21502.531079999986,earlier,持仓含分红收益达到预定止盈
5,2015-05-15,2015-06-23,BASE,PRICE_ORIGINAL,False,2015-05-04,42700,2015-06-23,-0.012779426800000104,-2555.8853600000148,earlier,研究终点统一退出
5,2015-05-15,2015-06-23,BASE,RIDGE_MONTHLY,False,2015-05-04,42700,2015-06-23,-0.012779426800000104,-2555.8853600000148,earlier,研究终点统一退出
5,2015-05-15,2015-06-23,BASE,WITHIN_MONTHLY,False,2015-05-04,42700,2015-06-23,-0.012779426800000104,-2555.8853600000148,earlier,研究终点统一退出
5,2015-05-15,2015-06-23,BASE,WITHIN_ENTRY_FIXED,False,2015-05-04,42700,2015-06-23,-0.012779426800000104,-2555.8853600000148,earlier,研究终点统一退出
5,2015-05-15,2015-06-23,BASE,TIME20,False,2015-05-04,42700,2015-06-12,0.12916967769999999,25833.935539999977,earlier,预定最长持有交易日到期
5,2015-05-15,2015-06-23,BASE,PROFIT08,False,2015-05-04,42700,2015-05-26,0.09053390639999992,18106.781279999996,earlier,持仓含分红收益达到预定止盈
5,2015-05-15,2015-06-23,STRESS,PRICE_ORIGINAL,False,2015-05-04,42700,2015-06-23,-0.014029853600000197,-2805.970720000041,earlier,研究终点统一退出
5,2015-05-15,2015-06-23,STRESS,RIDGE_MONTHLY,False,2015-05-04,42700,2015-06-23,-0.014029853600000197,-2805.970720000041,earlier,研究终点统一退出
5,2015-05-15,2015-06-23,STRESS,WITHIN_MONTHLY,False,2015-05-04,42700,2015-06-23,-0.014029853600000197,-2805.970720000041,earlier,研究终点统一退出
5,2015-05-15,2015-06-23,STRESS,WITHIN_ENTRY_FIXED,False,2015-05-04,42700,2015-06-23,-0.014029853600000197,-2805.970720000041,earlier,研究终点统一退出
5,2015-05-15,2015-06-23,STRESS,TIME20,False,2015-05-04,42700,2015-06-12,0.1276774408000001,25535.488160000008,earlier,预定最长持有交易日到期
5,2015-05-15,2015-06-23,STRESS,PROFIT08,False,2015-05-04,42700,2015-05-26,0.08904939820000002,17809.87964,earlier,持仓含分红收益达到预定止盈
6,2015-09-29,2015-12-29,BASE,PRICE_ORIGINAL,False,2015-09-01,61200,2015-12-29,0.16572990600000015,33145.98120000001,earlier,研究终点统一退出
6,2015-09-29,2015-12-29,BASE,RIDGE_MONTHLY,False,2015-09-01,61200,2015-12-29,0.16572990600000015,33145.98120000001,earlier,研究终点统一退出
6,2015-09-29,2015-12-29,BASE,WITHIN_MONTHLY,False,2015-09-01,61200,2015-12-29,0.16572990600000015,33145.98120000001,earlier,研究终点统一退出
6,2015-09-29,2015-12-29,BASE,WITHIN_ENTRY_FIXED,False,2015-09-01,61200,2015-12-29,0.16572990600000015,33145.98120000001,earlier,研究终点统一退出
6,2015-09-29,2015-12-29,BASE,TIME20,False,2015-09-01,61200,2015-11-03,0.09230459400000002,18460.918799999985,earlier,预定最长持有交易日到期
6,2015-09-29,2015-12-29,BASE,PROFIT08,False,2015-09-01,61200,2015-10-13,0.0776195315999999,15523.90631999998,earlier,持仓含分红收益达到预定止盈
6,2015-09-29,2015-12-29,STRESS,PRICE_ORIGINAL,False,2015-09-01,61200,2015-12-29,0.16407781199999993,32815.562399999966,earlier,研究终点统一退出
6,2015-09-29,2015-12-29,STRESS,RIDGE_MONTHLY,False,2015-09-01,61200,2015-12-29,0.16407781199999993,32815.562399999966,earlier,研究终点统一退出
6,2015-09-29,2015-12-29,STRESS,WITHIN_MONTHLY,False,2015-09-01,61200,2015-12-29,0.16407781199999993,32815.562399999966,earlier,研究终点统一退出
6,2015-09-29,2015-12-29,STRESS,WITHIN_ENTRY_FIXED,False,2015-09-01,61200,2015-12-29,0.16407781199999993,32815.562399999966,earlier,研究终点统一退出
6,2015-09-29,2015-12-29,STRESS,TIME20,False,2015-09-01,61200,2015-11-03,0.09066718799999984,18133.437599999976,earlier,预定最长持有交易日到期
6,2015-09-29,2015-12-29,STRESS,PROFIT08,False,2015-09-01,61200,2015-10-13,0.07598506320000009,15197.01264,earlier,持仓含分红收益达到预定止盈
7,2016-01-04,2016-01-05,BASE,PRICE_ORIGINAL,False,2016-01-04,52800,2016-01-05,-0.08301443039999978,-16602.886079999967,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,BASE,RIDGE_MONTHLY,False,2016-01-04,52800,2016-01-05,-0.08301443039999978,-16602.886079999967,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,BASE,WITHIN_MONTHLY,False,2016-01-04,52800,2016-01-05,-0.08301443039999978,-16602.886079999967,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,BASE,WITHIN_ENTRY_FIXED,False,2016-01-04,52800,2016-01-05,-0.08301443039999978,-16602.886079999967,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,BASE,TIME20,False,2016-01-04,52800,2016-01-05,-0.08301443039999978,-16602.886079999967,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,BASE,PROFIT08,False,2016-01-04,52800,2016-01-05,-0.08301443039999978,-16602.886079999967,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,STRESS,PRICE_ORIGINAL,False,2016-01-04,52800,2016-01-05,-0.08445286080000003,-16890.57216000001,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,STRESS,RIDGE_MONTHLY,False,2016-01-04,52800,2016-01-05,-0.08445286080000003,-16890.57216000001,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,STRESS,WITHIN_MONTHLY,False,2016-01-04,52800,2016-01-05,-0.08445286080000003,-16890.57216000001,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,STRESS,WITHIN_ENTRY_FIXED,False,2016-01-04,52800,2016-01-05,-0.08445286080000003,-16890.57216000001,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,STRESS,TIME20,False,2016-01-04,52800,2016-01-05,-0.08445286080000003,-16890.57216000001,earlier,研究终点统一退出
7,2016-01-04,2016-01-05,STRESS,PROFIT08,False,2016-01-04,52800,2016-01-05,-0.08445286080000003,-16890.57216000001,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,BASE,PRICE_ORIGINAL,False,2016-01-04,57300,2016-01-12,-0.06599498850000007,-13198.997700000007,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,BASE,RIDGE_MONTHLY,False,2016-01-04,57300,2016-01-12,-0.06599498850000007,-13198.997700000007,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,BASE,WITHIN_MONTHLY,False,2016-01-04,57300,2016-01-12,-0.06599498850000007,-13198.997700000007,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,BASE,WITHIN_ENTRY_FIXED,False,2016-01-04,57300,2016-01-12,-0.06599498850000007,-13198.997700000007,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,BASE,TIME20,False,2016-01-04,57300,2016-01-12,-0.06599498850000007,-13198.997700000007,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,BASE,PROFIT08,False,2016-01-04,57300,2016-01-12,-0.06599498850000007,-13198.997700000007,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,STRESS,PRICE_ORIGINAL,False,2016-01-04,57300,2016-01-12,-0.06752747699999995,-13505.495399999985,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,STRESS,RIDGE_MONTHLY,False,2016-01-04,57300,2016-01-12,-0.06752747699999995,-13505.495399999985,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,STRESS,WITHIN_MONTHLY,False,2016-01-04,57300,2016-01-12,-0.06752747699999995,-13505.495399999985,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,STRESS,WITHIN_ENTRY_FIXED,False,2016-01-04,57300,2016-01-12,-0.06752747699999995,-13505.495399999985,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,STRESS,TIME20,False,2016-01-04,57300,2016-01-12,-0.06752747699999995,-13505.495399999985,earlier,研究终点统一退出
8,2016-01-08,2016-01-12,STRESS,PROFIT08,False,2016-01-04,57300,2016-01-12,-0.06752747699999995,-13505.495399999985,earlier,研究终点统一退出
9,2016-05-03,2016-07-28,BASE,PRICE_ORIGINAL,False,2016-05-03,63200,2016-07-28,0.02613939359999984,5227.878719999979,earlier,研究终点统一退出
9,2016-05-03,2016-07-28,BASE,RIDGE_MONTHLY,False,2016-05-03,63200,2016-07-28,0.02613939359999984,5227.878719999979,earlier,研究终点统一退出
9,2016-05-03,2016-07-28,BASE,WITHIN_MONTHLY,False,2016-05-03,63200,2016-07-28,0.02613939359999984,5227.878719999979,earlier,研究终点统一退出
9,2016-05-03,2016-07-28,BASE,WITHIN_ENTRY_FIXED,False,2016-05-03,63200,2016-07-28,0.02613939359999984,5227.878719999979,earlier,研究终点统一退出
9,2016-05-03,2016-07-28,BASE,TIME20,False,2016-05-03,63200,2016-05-31,-0.03136110400000025,-6272.220800000039,earlier,预定最长持有交易日到期
9,2016-05-03,2016-07-28,BASE,PROFIT08,False,2016-05-03,63200,2016-07-28,0.02613939359999984,5227.878719999979,earlier,研究终点统一退出
9,2016-05-03,2016-07-28,STRESS,PRICE_ORIGINAL,False,2016-05-03,63200,2016-07-28,0.024470787200000066,4894.15744000001,earlier,研究终点统一退出
9,2016-05-03,2016-07-28,STRESS,RIDGE_MONTHLY,False,2016-05-03,63200,2016-07-28,0.024470787200000066,4894.15744000001,earlier,研究终点统一退出
9,2016-05-03,2016-07-28,STRESS,WITHIN_MONTHLY,False,2016-05-03,63200,2016-07-28,0.024470787200000066,4894.15744000001,earlier,研究终点统一退出
9,2016-05-03,2016-07-28,STRESS,WITHIN_ENTRY_FIXED,False,2016-05-03,63200,2016-07-28,0.024470787200000066,4894.15744000001,earlier,研究终点统一退出
9,2016-05-03,2016-07-28,STRESS,TIME20,False,2016-05-03,63200,2016-05-31,-0.03301820799999999,-6603.641600000003,earlier,预定最长持有交易日到期
9,2016-05-03,2016-07-28,STRESS,PROFIT08,False,2016-05-03,63200,2016-07-28,0.024470787200000066,4894.15744000001,earlier,研究终点统一退出
