cost,scenario,days,end_equity,profit,annual_return,sharpe,volatility,max_drawdown,fills,commission,slippage,mean_exposure,max_accounting_error,variant,capital
BASE,ORIGINAL_STATE_SAME_2021_INTERVAL,1381,400689.26602000016,157548.6613400002,0.09148392546788409,1.119942132713796,0.08101846677739392,-0.06404028297935171,106,2750.03866,8207.499999999753,0.172345368765603,8.469669410260394e-11,,
BASE,CASH_RESET_2021,1381,319035.29862000025,119035.29862000025,0.08527364849441343,1.0101999492754998,0.0844518373127173,-0.06444135096304271,105,2242.9013800000002,6583.899999999796,0.19843150681580182,5.942979441897478e-11,RESET_2021,200000.0
STRESS,ORIGINAL_STATE_SAME_2021_INTERVAL,1381,386452.42188,144458.13335999995,0.08548481481080894,1.0520789400415091,0.08100345715453593,-0.06508596549013435,106,5220.566640000001,14315.200000000023,0.17200506419332565,7.702283255639486e-11,,
STRESS,CASH_RESET_2021,1381,310217.77588,110217.77587999997,0.07995655177524763,0.951490013747156,0.08450446146047648,-0.06639778726966539,104,4219.12412,11482.800000000041,0.19832721592804,5.729816621169448e-11,RESET_2021,200000.0
