period,origin,base_target,stress_target,target_difference,base_request,stress_request
main,2020-01-02,0.9625021023939977,0.9631347934557988,0.0006326910618010828,0,0
main,2020-01-03,0.9624199039163341,0.9630540221814978,0.0006341182651636856,0,0
main,2020-01-06,0.9622876305054576,0.9629240457990689,0.0006364152936112477,0,0
main,2020-01-07,0.9625512482854574,0.9631830861187287,0.0006318378332713648,0,0
main,2020-01-08,0.9622128147159854,0.9628505294499312,0.0006377147339458045,0,0
main,2020-01-09,0.9455445071390012,0.9461660225795665,0.0006215154405653234,0,0
main,2020-01-10,0.9455245121051103,0.9461545260832585,0.0006300139781481029,0,0
main,2020-01-13,0.9459979637260895,0.946621845679952,0.0006238819538625373,0,0
main,2020-01-14,0.9458095917522584,0.9464359118643838,0.0006263201121253781,0,0
main,2020-01-15,0.9454713841440632,0.9461020870495018,0.0006307029054386515,0,0
main,2020-01-16,0.9605681573580773,0.9612096610861094,0.0006415037280320668,0,0
main,2020-01-17,0.9606415950061757,0.9612905625891032,0.0006489675829274288,0,0
main,2020-01-20,0.8344611650862118,0.8350151288043768,0.0005539637181649626,-6200,-6200
main,2020-02-04,0.7060016806106924,0.7050537400285393,-0.000947940582153084,37200,37100
main,2020-02-05,0.7102294845823646,0.7096452620193117,-0.0005842225630529052,0,0
main,2020-02-06,0.7149767435619653,0.7143981066580964,-0.0005786369038688344,0,0
main,2020-02-07,0.7145090569824089,0.7139298640672654,-0.0005791929151434116,0,0
main,2020-02-10,0.7151841107960637,0.7146057208224066,-0.0005783899736571119,0,0
main,2020-02-11,0.7173433159157357,0.7167675117274368,-0.0005758041882989451,0,0
main,2020-02-12,0.7187646186534089,0.7181905311415742,-0.0005740875118347422,0,0
main,2020-02-13,0.7176999920247499,0.7171246175487999,-0.000575374475950019,0,0
main,2020-02-14,0.7190673186119542,0.7184935982020404,-0.0005737204099137694,0,0
main,2020-02-17,0.18934908078074916,0.18971022268105678,0.0003611419003076155,-27500,-27400
main,2020-02-18,0.1886731746267158,0.18910304895554675,0.0004298743288309592,0,0
main,2020-02-19,0.18871105569160398,0.1891409961146696,0.00042994042306562785,0,0
main,2020-02-20,0.1921434598617012,0.19257935546742855,0.00043589560572734887,0,0
main,2020-02-21,0.1726298699612231,0.1730244630721602,0.00039459311093711924,0,0
main,2020-02-24,0.17152092180916276,0.17191412557844735,0.0003932037692845891,0,0
main,2020-02-25,0.1712503877493823,0.1716431168476003,0.0003927290982179976,0,0
main,2020-02-26,0.17009839877607155,0.1704891015429998,0.0003907027669282359,0,0
main,2020-02-27,0.1701323321883661,0.17052309476140748,0.00039076257304138107,0,0
main,2020-02-28,0.159811507366302,0.16018153536316132,0.0003700279968593123,0,0
main,2020-03-20,0.023725895112170086,0.023783548290466902,5.765317829681607e-05,1300,1300
main,2020-03-23,0.022960966926208404,0.02301712307612435,5.615614991594589e-05,0,0
main,2020-03-24,0.023499176174091297,0.023556611141830473,5.743496773917556e-05,0,0
main,2020-03-25,0.02409987579762051,0.024158736036158923,5.88602385384121e-05,0,0
main,2020-03-26,0.023954523380883493,0.024013038940156974,5.851555927348026e-05,0,0
main,2020-03-27,0.02406196270765776,0.024120733053635397,5.8770345977635086e-05,0,0
main,2020-03-30,0.023847056098717494,0.023905316736532418,5.8260637814923355e-05,0,0
main,2020-03-31,0.02386602294505993,0.023924328578809943,5.830563375001235e-05,0,0
main,2020-04-01,0.023891310718851155,0.023949676340650303,5.836562179914809e-05,0,0
main,2020-04-02,0.024207277319753123,0.024266392162807193,5.911484305407e-05,0,0
main,2020-06-30,0.6482320140216096,0.6478042503007988,-0.00042776372081076985,32400,32300
main,2020-07-01,0.9373049860266273,0.9362671162848829,-0.0010378697417443572,14100,14000
main,2020-07-02,0.9365755553080056,0.937419358050261,0.0008438027422553729,0,0
main,2020-07-03,0.9373218030744769,0.9381480231483209,0.0008262200738440306,0,0
main,2020-07-06,0.8485430696663121,0.849380277184719,0.0008372075184068795,0,0
main,2020-08-18,0.370599935630445,0.37015269076698537,-0.0004472448634596504,17700,17600
main,2020-08-19,0.3669738713265145,0.36661166286547003,-0.00036220846104445537,0,0
main,2020-08-20,0.3644981182431626,0.36413667759264884,-0.00036144065051374463,0,0
main,2020-08-21,0.3901194120691328,0.3898348536131033,-0.00028455845602948227,0,0
main,2020-08-24,0.391661447184582,0.39138353826581895,-0.000277908918763059,0,0
main,2020-08-25,0.39210445256310883,0.3918263291873752,-0.0002781233757336299,0,0
main,2020-08-26,0.389188418644112,0.3889117144407257,-0.0002767042033863243,0,0
main,2020-08-27,0.39097103399412914,0.39069346012024025,-0.0002775738738888811,0,0
main,2020-08-28,0.39674130681083974,0.39646096354186144,-0.0002803432689783003,0,0
main,2020-08-31,0.3946513730738323,0.39437202474245137,-0.0002793483313809353,0,0
main,2020-09-01,0.3963050818606991,0.39602494549729045,-0.0002801363634086784,0,0
main,2020-09-02,0.39611100016684275,0.39583095598801216,-0.0002800441788305963,0,0
main,2020-09-03,0.39513870411641433,0.3948591229586454,-0.00027958115776893777,0,0
main,2020-09-04,0.39244856342286494,0.3921702737484084,-0.0002782896744565333,0,0
main,2020-09-07,0.3876449470809397,0.3873690012143019,-0.00027594586663781673,0,0
main,2020-09-08,0.38884057804460015,0.3885640443105576,-0.0002765337340425722,0,0
main,2020-09-09,0.36460533388948796,0.3642677163289167,-0.00033761756057126835,0,0
main,2020-09-10,0.3647567861107934,0.364422806073301,-0.00033398003749235405,0,0
main,2020-09-11,0.36654515976552215,0.36621058568406706,-0.0003345740814550968,0,0
main,2020-09-14,0.3678798403593404,0.3675448292361871,-0.00033501112315331705,0,0
main,2020-09-15,0.3696016268823251,0.3692660599064108,-0.0003355669759143032,0,0
main,2020-09-16,0.3682249503035833,0.36788982704963546,-0.00033512325394785547,0,0
main,2020-09-17,0.3667927482533313,0.36645809269231217,-0.00033465556101913707,0,0
main,2020-09-18,0.3727258799085308,0.37238932715628775,-0.0003365527522430356,0,0
main,2020-09-21,0.37004285573156737,0.3697071477520197,-0.0003357079795476836,0,0
main,2020-09-22,0.3672379197423292,0.36690311814457116,-0.00033480159775806095,0,0
main,2020-09-23,0.3679291648811601,0.3675941377097848,-0.0003350271713753461,0,0
main,2020-09-24,0.36410849827112257,0.3637747359638903,-0.00033376230723225486,0,0
main,2020-09-25,0.364258220672088,0.36392440796703485,-0.0003338127050531714,0,0
main,2020-09-28,0.3647567861107934,0.364422806073301,-0.00033398003749235405,0,0
main,2020-09-29,0.31422412524717225,0.31371155870731093,-0.0005125665398613144,0,0
main,2020-12-14,0.9549849868065472,0.9548373687127555,-0.00014761809379171265,44000,43800
main,2020-12-15,0.9558184520900788,0.9562246035393681,0.0004061514492893492,0,0
main,2020-12-16,0.9558811142088697,0.9562865773418091,0.00040546313293943204,0,0
main,2020-12-17,0.9563209460620242,0.9567215922306475,0.000400646168623231,0,0
main,2020-12-18,0.95614236212694,0.9565449610889578,0.000402598962017775,0,0
main,2020-12-21,0.9564188528731374,0.956818430188315,0.00039957731517759054,0,0
main,2020-12-22,0.9559435985090251,0.9563483757906281,0.0004047772816030415,0,0
main,2020-12-23,0.9561979410835317,0.9565999318544987,0.00040199077096692015,0,0
main,2020-12-24,0.9561979410835317,0.9565999318544987,0.00040199077096692015,0,0
main,2020-12-25,0.9564554546647848,0.9568546327126779,0.00039917804789313394,0,0
main,2020-12-28,0.9565406198048352,0.9569388695010433,0.00039824969620816386,0,0
main,2020-12-29,0.9735920041591387,0.9740619285501445,0.00046992439100579375,0,0
main,2020-12-30,0.9738636564595202,0.9743396389466503,0.00047598248713009994,0,0
main,2020-12-31,0.9516566804893016,0.9520296922747041,0.00037301178540249946,0,0
main,2021-01-04,0.9994721458540703,0.9997169670992094,0.0002448212451391374,0,0
main,2021-01-05,0.9994037271952811,0.9996797230009008,0.0002759958056196554,0,0
main,2021-01-06,0.9994090535559037,0.9996825842018067,0.00027353064590296405,0,0
main,2021-01-07,0.9994213947648435,0.9996892136042361,0.00026781883939264173,0,0
main,2021-01-08,0.9994184884672451,0.9996876524127688,0.00026916394552367606,0,0
main,2021-01-11,0.9994118413284518,0.9996840817286459,0.00027224040019402374,0,0
main,2021-01-12,0.9841706518266773,0.984366177675604,0.0001955258489266809,0,0
main,2021-01-13,0.6191505677220998,0.6198445786257326,0.0006940109036328579,-15700,-15600
main,2021-01-14,0.6149790003131704,0.6158423604200007,0.0008633601068303021,0,0
main,2021-01-15,0.6142536399828268,0.615117640957137,0.000864000974310164,0,0
main,2021-01-18,0.6088083398005171,0.6096590011518206,0.0008506613513035166,0,0
main,2021-02-02,0.18917542130083995,0.1901961279315882,0.0010207066307482415,8700,8700
main,2021-02-03,0.1890344849855459,0.1900817944555411,0.0010473094699952057,0,0
main,2021-02-04,0.1887269352264548,0.18977293962296252,0.0010460043965077048,0,0
main,2021-02-05,0.18895063090834352,0.18999758467607458,0.0010469537677310625,0,0
main,2021-02-08,0.19095835405933276,0.19201379792229611,0.0010554438629633567,0,0
main,2021-02-09,0.19477883499331966,0.19585028180612896,0.0010714468128092958,0,0
main,2021-02-10,0.1979351118772051,0.19901962838128925,0.0010845165040841431,0,0
main,2021-03-10,0.022929969672268714,0.023059711091531782,0.0001297414192630679,1100,1100
main,2021-03-11,0.02350907838456724,0.023642410124611504,0.00013333174004426587,0,0
main,2021-03-12,0.02356701257938821,0.023700663470957863,0.00013365089156965396,0,0
main,2021-03-15,0.023112233713815076,0.023243378045769456,0.00013114433195438036,0,0
main,2021-03-16,0.023259422814548025,0.023391378706474498,0.00013195589192647322,0,0
main,2021-03-17,0.02336197817338609,0.023494499350455802,0.00013252117706971309,0,0
main,2021-03-18,0.02354027472951271,0.02367377833169369,0.0001335036021809788,0,0
main,2021-03-19,0.0229203631983564,0.023050449160498098,0.00013008596214169818,0,0
main,2021-03-22,0.023174683975071504,0.023306172677000088,0.00013148870192858375,0,0
main,2021-03-23,0.02297391741518021,0.023104298836856465,0.00013038142167625527,0,0
main,2021-06-07,0.06615693008651678,0.06653166399970306,0.0003747339131862787,3200,3200
main,2021-06-08,0.06566987889524199,0.06604504527491607,0.00037516637967408006,0,0
main,2021-06-09,0.06576340854493373,0.06613907132276922,0.0003756627778354893,0,0
main,2021-06-10,0.06616070037930014,0.06653847053752357,0.00037777015822343385,0,0
main,2021-06-11,0.06558802506164944,0.06596275692278779,0.00037473186113834434,0,0
main,2021-06-15,0.0648975428944633,0.0652686060662155,0.0003710631717522006,0,0
main,2021-06-16,0.06406526722084288,0.06443190051206293,0.00036663329122005317,0,0
main,2021-06-17,0.06419430847909453,0.0645616291660891,0.00036732068699456277,0,0
main,2021-06-18,0.06425295181381649,0.06462058482284322,0.0003676330090267299,0,0
main,2021-06-21,0.06417084908347272,0.06453804481880465,0.00036719573533193495,0,0
