period,origin,base_target,stress_target,target_difference,base_request,stress_request
main,2021-06-22,0.06447572935412073,0.06484454844299048,0.00036881908886975123,0,0
main,2021-06-23,0.06483898046786306,0.06520973221375889,0.0003707517458958337,0,0
main,2021-06-24,0.06499122749590909,0.06536278877987428,0.00037156128396519106,0,0
main,2021-06-25,0.8470121733078505,0.8466563891004355,-0.0003557842074149997,38000,37800
main,2021-06-28,0.8488091214689388,0.8490455946120546,0.0002364731431158118,0,0
main,2021-06-29,0.027888339758175777,0.02806023012938939,0.00017189037121361286,-39900,-39700
main,2021-06-30,0.02805892839150579,0.02824627430402598,0.00018734591252018984,0,0
main,2021-07-01,0.0280486163598564,0.028235895589735792,0.00018727922987939183,0,0
main,2021-07-02,0.027320947125933116,0.02750351691447267,0.00018256978853955358,0,0
main,2021-07-05,0.027357103798791638,0.027539907776817477,0.00018280397802583961,0,0
main,2021-07-06,0.027393257203386735,0.02757629533036152,0.0001830381269747848,0,0
main,2021-07-07,0.027666884129446012,0.027851693784081297,0.00018480965463528454,0,0
main,2021-07-08,0.02743973535069775,0.02762307446677187,0.00018333911607412018,0,0
main,2021-07-09,0.027315781620123977,0.027498317949712893,0.0001825363295889157,0,0
main,2021-07-12,0.027666884129446012,0.027851693784081297,0.00018480965463528454,0,0
main,2021-07-13,0.027749451708984112,0.027934795708507786,0.00018534399952367317,0,0
main,2021-07-14,0.02745522686628875,0.02763866629717859,0.0001834394308898417,0,0
main,2021-07-15,0.027806207032894954,0.027991918271991226,0.00018571123909627216,0,0
main,2021-07-16,0.027543000788931793,0.02772700852991912,0.00018400774098732697,0,0
main,2021-07-19,0.027656561983296392,0.027841304829962554,0.00018474284666616242,0,0
main,2021-07-20,0.018843246672032278,0.01897901931050294,0.00013577263847066104,0,0
main,2021-07-28,0.9983449270839252,0.9995982360234761,0.00125330893955089,52600,52300
main,2021-07-29,0.9984425658687496,0.9985654184811937,0.00012285261244415757,0,0
main,2021-07-30,0.9984317142162454,0.9985554215369404,0.000123707320694999,0,0
main,2021-08-02,0.9984696614533424,0.9985903798597255,0.000120718406383169,0,0
main,2021-08-03,0.9984702732589299,0.9985909434746609,0.00012067021573103354,0,0
main,2021-08-04,0.9984836102981575,0.9986032299690303,0.000119619670872817,0,0
main,2021-08-05,0.998474542239205,0.9985948761946761,0.00012033395547117465,0,0
main,2021-08-06,0.9984696614533424,0.9985903798597255,0.000120718406383169,0,0
main,2021-08-09,0.9984863097303448,0.9986057167664514,0.00011940703610657799,0,0
main,2021-08-10,0.8487676786788831,0.8488542259461354,8.654726725221273e-05,-7800,-7800
main,2021-10-28,0.2269164582823318,0.2269426687113972,2.621042906539306e-05,12000,11900
main,2021-10-29,0.22805180754709184,0.22810992405822805,5.811651113621363e-05,0,0
main,2021-11-01,0.2274898235531359,0.22754793107769666,5.810752456075763e-05,0,0
main,2021-11-02,0.225657563658929,0.2257156377556686,5.807409673960762e-05,0,0
main,2021-11-03,0.2249504715510557,0.22500853105465093,5.805950359524803e-05,0,0
main,2021-11-04,0.22661004099261384,0.22666813325568594,5.809226307210147e-05,0,0
main,2021-11-05,0.22601061356447616,0.22606869459434809,5.808102987192587e-05,0,0
main,2021-11-08,0.22586943324502948,0.2259275115306385,5.8078285609025615e-05,0,0
main,2021-11-09,0.22579882326769254,0.22585690016668164,5.807689898909563e-05,0,0
main,2021-11-10,0.22491508216398476,0.22497314091239295,5.805874840819625e-05,0,0
main,2021-11-11,0.8714246962952094,0.870683592003112,-0.0007411042920973943,34000,33700
main,2021-11-12,0.8708512331771437,0.8704804874191476,-0.000370745757996116,0,0
main,2021-11-15,0.8708278301089492,0.8704569218999954,-0.00037090820895380183,0,0
main,2021-11-16,0.8708122223688753,0.8704412055329996,-0.0003710168358757038,0,0
main,2021-11-17,0.8708083197214824,0.8704372756879901,-0.0003710440334923071,0,0
main,2021-11-18,0.8706363201617999,0.8702640630616987,-0.0003722571001012476,0,0
main,2021-11-19,0.5318240109194161,0.5363941731332541,0.004570162213837992,-18000,-17600
main,2021-11-22,0.5324049667486048,0.5370941747266638,0.00468920797805894,0,0
main,2021-11-23,0.5325388460133297,0.5372273923371489,0.004688546323819209,0,0
main,2021-11-24,0.533028961878902,0.5377150789351475,0.004686117056245442,0,0
main,2021-11-25,0.5321816329475797,0.5368719428447419,0.004690309897162237,0,0
main,2021-11-26,0.5302956161021184,0.5349951399421813,0.004699523840062891,0,0
main,2021-11-29,0.5299795289119411,0.5346805809239619,0.004701052012020757,0,0
main,2021-11-30,0.5291644175681958,0.5338693890865547,0.004704971518358914,0,0
main,2021-12-01,0.5297534440655166,0.5344555862918705,0.0047021422263539,0,0
main,2021-12-02,0.5302053567953765,0.5349053174779802,0.004699960682603699,0,0
main,2021-12-03,0.5322263198938525,0.536916409491222,0.004690089597369496,0,0
main,2021-12-06,0.5320027841242988,0.5366939747989982,0.004691190674699364,0,0
main,2021-12-07,0.5332513402438258,0.5379363514366189,0.004685011192793076,0,0
main,2021-12-08,0.8718049010017945,0.8714720478174057,-0.00033285318438880385,17500,17100
main,2021-12-09,0.8919415354019002,0.8919917348641069,5.019946220663485e-05,0,0
main,2021-12-10,0.8486661006460948,0.8487094395860406,4.3338939945791743e-05,0,0
main,2022-01-07,0.023098271470304594,0.02333941353498949,0.00024114206468489607,1200,1200
main,2022-01-10,0.02315729578847234,0.02339929239365129,0.00024199660517894989,0,0
main,2022-01-11,0.022950874549888787,0.02319077452937533,0.00023989997948654224,0,0
main,2022-01-12,0.023189396498365118,0.023431719053505738,0.00024232255514062065,0,0
main,2022-01-13,0.02281779290837005,0.02305634059745511,0.000238547689085062,0,0
main,2022-01-14,0.022615794128010954,0.022852288370719676,0.00023649424270872146,0,0
main,2022-01-17,0.022804023397520586,0.023042431143839966,0.0002384077463193808,0,0
main,2022-01-18,0.023015105534538206,0.023255658026346302,0.00024055249180809576,0,0
main,2022-01-19,0.022542117171306785,0.022777760359615023,0.00023564318830823772,0,0
main,2022-01-20,0.022716532970521945,0.022953948830418968,0.00023741585989702288,0,0
main,2022-01-26,0.023676140486219462,0.02392394297011838,0.0002478024838989193,1300,1300
main,2022-01-27,0.02327883840558145,0.023522872151946317,0.00024403374636486688,0,0
main,2022-01-28,0.022931117603466306,0.02317160833586778,0.00024049073240147573,0,0
main,2022-02-07,0.023283733793656055,0.023527817398239097,0.00024408360458304246,0,0
main,2022-02-08,0.023176021861908147,0.02341900830741669,0.00024298644550854384,0,0
main,2022-02-09,0.023366946521551548,0.02361187753159625,0.0002449310100447015,0,0
main,2022-02-10,0.023313104904659487,0.023557487633260238,0.0002443827286007505,0,0
main,2022-02-11,0.02313684692755457,0.02337943426153105,0.00024258733397648086,0,0
main,2022-02-14,0.022896819429365434,0.0231369605212801,0.00024014109191466612,0,0
main,2022-02-15,0.023102565814689995,0.023344803862794215,0.00024223804810422078,0,0
main,2022-03-10,0.024261561168578628,0.023154217285874426,-0.0011073438827042016,1500,1400
main,2022-03-11,0.02440741302024019,0.02329428627331893,-0.00111312674692126,0,0
main,2022-03-14,0.023637001140262574,0.022558049846220556,-0.001078951294042018,0,0
main,2022-04-22,0.02398024535284089,0.024231119545651297,0.00025087419281040815,1600,1600
main,2022-04-25,0.02284691526741895,0.023086494410633474,0.00023957914321452375,0,0
main,2022-04-26,0.022671954432916884,0.022909749703450052,0.00023779527053316776,0,0
main,2022-04-27,0.023289818366031525,0.023533909773777055,0.00024409140774553015,0,0
main,2022-04-28,0.023441228979615477,0.02368686179526279,0.0002456328156473127,0,0
main,2022-04-29,0.024023060985004473,0.024274611570833715,0.00025155058582924245,0,0
main,2022-05-05,0.02393583840908436,0.02418650241304069,0.00025066400395632946,0,0
main,2022-05-06,0.023371354050173713,0.023616275589916996,0.00024492153974328343,0,0
main,2022-05-09,0.023184963134365653,0.023427986738589056,0.0002430236042234024,0,0
main,2022-05-10,0.023447051357177763,0.02369274343474493,0.0002456920775671667,0,0
main,2022-05-12,0.24700108215875424,0.24800394334276196,0.0010028611840077195,16700,16600
main,2022-05-13,0.24907638091135148,0.2501323167595275,0.0010559358481760373,0,0
main,2022-05-16,0.2476185292220667,0.24867040011168415,0.0010518708896174456,0,0
main,2022-05-17,0.882180455041234,0.8823466322578122,0.0001661772165781894,42200,41800
main,2022-05-18,0.882530593883071,0.883125468152727,0.0005948742696559872,0,0
main,2022-05-19,0.8825904373021972,0.8831840427039066,0.000593605401709385,0,0
main,2022-05-20,0.08115097644183093,0.08077612943020901,-0.00037484701162192324,-53500,-53100
main,2022-05-23,0.08063971771407995,0.08031655322735598,-0.00032316448672396747,0,0
main,2022-05-24,0.07915221863535661,0.07883436746278938,-0.0003178511725672323,0,0
main,2022-05-25,0.07946105472529198,0.07914209839359508,-0.0003189563316969013,0,0
main,2022-05-26,0.0796426123977517,0.07932300685829184,-0.00031960553945985237,0,0
main,2022-05-27,0.07982408820217139,0.07950383411027438,-0.0003202540918970098,0,0
main,2022-05-30,0.08024117216941612,0.07991942889011615,-0.0003217432792999714,0,0
main,2022-05-31,0.08139948174044434,0.08107361279001764,-0.0003258689504267026,0,0
main,2022-06-01,0.08129103194876247,0.08096554864856273,-0.0003254833001997415,0,0
main,2022-06-02,0.08148983420227326,0.08116364405504395,-0.00032619014722931605,0,0
main,2022-06-06,0.08296871985162708,0.0826372851397994,-0.0003314347118276856,0,0
main,2022-06-07,0.10882318168427763,0.10844823375044264,-0.00037494793383498204,0,0
main,2022-06-08,0.8776519854126131,0.8771257441925218,-0.0005262412200913724,51100,50600
main,2022-06-09,0.8490447373381188,0.849062295469985,1.7558131866213245e-05,0,0
main,2022-08-04,0.02314374552903062,0.023447545904365104,0.00030380037533448215,1500,1500
main,2022-08-05,0.023497314856227202,0.023805957411180332,0.0003086425549531299,0,0
main,2022-08-08,0.02342147370976835,0.02372914867502035,0.0003076749652520007,0,0
main,2022-08-09,0.07392904219968807,0.0741509591067761,0.00022191690708803224,0,0
main,2022-08-10,0.07330531460761075,0.07353586917141486,0.00023055456380410844,0,0
main,2022-08-11,0.8997626190910635,0.9001682249586053,0.00040560586754179173,55900,55200
main,2022-08-12,0.9001294858296637,0.8997528428487346,-0.0003766429809290983,0,0
main,2022-08-15,0.9000488966289258,0.8996716015750525,-0.00037729505387329443,0,0
main,2022-08-16,0.8999681740311412,0.8995902238388817,-0.0003779501922595019,0,0
main,2022-08-17,0.9002982905110495,0.8999230070045097,-0.0003752835065398141,0,0
main,2022-08-18,0.9000004791005338,0.899622791332922,-0.0003776877676118229,0,0
main,2022-08-19,0.8997576684331204,0.8993780003721213,-0.00037966806099909434,0,0
main,2022-08-22,0.8999762523038687,0.8995983677640346,-0.00037788453983411685,0,0
main,2022-08-23,0.8998630346428516,0.8994842281506937,-0.0003788064921578238,0,0
main,2022-08-24,0.8992356088616734,0.8988516206796803,-0.00038398818199314455,0,0
main,2022-08-25,0.12202088074108049,0.12100609591918517,-0.0010147848218953204,-49600,-49100
main,2022-08-26,0.12201209279393212,0.12106625126850316,-0.0009458415254289532,0,0
main,2022-08-29,0.12137865189491712,0.12043687555427729,-0.0009417763406398272,0,0
main,2022-08-30,0.12115036552591715,0.12021005639499682,-0.0009403091309203304,0,0
main,2022-08-31,0.12115036552591715,0.12021005639499682,-0.0009403091309203304,0,0
main,2022-09-01,0.11553964428200256,0.11456492947378466,-0.0009747148082178969,0,0
main,2022-09-20,0.023997540862670235,0.024344113370256982,0.0003465725075867468,1600,1600
main,2022-09-21,0.023821135618165564,0.024165565723925784,0.00034443010576021976,0,0
main,2022-09-22,0.02365158479994564,0.023993634565051263,0.00034204976510562174,0,0
main,2022-09-23,0.02360479991297747,0.023946192680821987,0.0003413927678445165,0,0
main,2022-09-26,0.023458562990566426,0.02379790166145314,0.0003393386708867123,0,0
main,2022-09-27,0.0237509850982255,0.024094430477667534,0.0003434453794420346,0,0
main,2022-09-28,0.023423458427646215,0.023762303894108428,0.0003388454664622134,0,0
main,2022-09-29,0.02342930939520757,0.023768237068354132,0.0003389276731465621,0,0
main,2022-09-30,0.023277157312999532,0.023613946838993934,0.00033678952599440135,0,0
main,2022-10-10,0.0228145051978241,0.02314478816564144,0.00033028296781734134,0,0
main,2022-10-26,0.023553689806732996,0.023895033569723848,0.00034134376299085195,1600,1600
main,2022-10-27,0.02339822475339045,0.023737812090568577,0.000339587337178128,0,0
main,2022-10-28,0.02286757115208131,0.023199673066638664,0.00033210191455735477,0,0
main,2022-10-31,0.02262670130377111,0.022955402188872404,0.0003287008851012921,0,0
main,2022-11-01,0.02347838059652337,0.02381909774372894,0.00034071714720557145,0,0
main,2022-11-02,0.023687945478052523,0.02403161539629287,0.0003436699182403462,0,0
main,2022-11-03,0.023503040805472983,0.023844105496428965,0.00034106469095598196,0,0
main,2023-01-09,0.12090421120062997,0.12097520375287593,7.099255224596313e-05,7900,7700
main,2023-01-10,0.1209821588445794,0.12112064504123898,0.00013848619665958461,0,0
main,2023-01-11,0.1209821588445794,0.12112064504123898,0.00013848619665958461,0,0
main,2023-01-12,0.12101656981567284,0.12115493094281372,0.00013836112714088467,0,0
main,2023-01-13,0.1213674288130644,0.12150450940130034,0.00013708058823592995,0,0
main,2023-01-16,0.8403733496961379,0.8403144002563623,-5.894943977557965e-05,46200,45700
main,2023-01-17,0.7209688698953117,0.7211938955574513,0.00022502566213955522,-7700,-7600
main,2023-03-29,0.1314093100159132,0.13152442014163318,0.00011511012571999157,8700,8600
main,2023-03-30,0.13169154608881686,0.13188626214272864,0.00019471605391177538,0,0
main,2023-03-31,0.9810609244904838,0.9814759765469764,0.00041505205649261523,55700,54900
main,2023-04-03,0.9806935912358821,0.9816709959590593,0.0009774047231771998,0,0
main,2023-04-04,0.9807770934484219,0.9817499632182975,0.0009728697698756505,0,0
main,2023-04-06,0.9807270791125664,0.981702664755876,0.0009755856433095733,0,0
main,2023-04-07,0.9808475039215028,0.9818165521603978,0.0009690482388949873,0,0
main,2023-04-10,0.9807854039194148,0.9817578225231088,0.0009724186036940141,0,0
main,2023-04-11,0.9988117417633365,0.9995128259250794,0.0007010841617428598,0,0
main,2023-04-12,0.14998534942652383,0.14991644819519373,-6.890123133010406e-05,-54600,-53900
main,2023-05-26,0.024412113000046674,0.023588017805714685,-0.0008240951943319884,1600,1600
main,2023-05-29,0.02431582969538432,0.02349517720115609,-0.0008206524942282294,0,0
main,2023-05-30,0.02434047187093111,0.023519011399542728,-0.0008214604713883827,0,0
main,2023-05-31,0.024118639325482784,0.023304454114549098,-0.0008141852109336857,0,0
main,2023-06-01,0.02416794574739061,0.0233521431377855,-0.0008158026096051103,0,0
main,2023-06-02,0.02449445214992708,0.02366794400111865,-0.000826508148808431,0,0
main,2023-06-05,0.02438359213904319,0.023560717939183694,-0.0008228741998594948,0,0
main,2023-06-06,0.024155619693860257,0.02334022139779713,-0.0008153982960631273,0,0
main,2023-06-07,0.024081655645079657,0.023268683736064208,-0.0008129719090154489,0,0
main,2023-06-08,0.02427886367397811,0.023459423325959728,-0.0008194403480183826,0,0
main,2023-08-22,0.024245794609137224,0.023427874657595424,-0.0008179199515418005,1600,1600
main,2023-08-23,0.023905273802164437,0.023098925807346547,-0.0008063479948178902,0,0
main,2023-08-24,0.02404706427136475,0.02323606807369049,-0.0008109961976742602,0,0
main,2023-08-25,0.024003915803174757,0.023194333938918614,-0.0008095818642561425,0,0
main,2023-08-28,0.02433049923881976,0.023510216180642144,-0.000820283058177617,0,0
main,2023-08-29,0.024465986339097835,0.02364126623335476,-0.000824720105743075,0,0
main,2023-08-30,0.024459828799183205,0.02363531031437706,-0.0008245184848061464,0,0
main,2023-08-31,0.024342818085612505,0.023522131539366657,-0.0008206865462458482,0,0
main,2023-09-01,0.024484458407719675,0.0236591334751806,-0.000825324932539076,0,0
main,2023-10-17,0.02348148509539291,0.02388480532247505,0.00040332022708213996,1600,1600
main,2023-10-18,0.02330863272403309,0.023709424212782756,0.0004007914887496668,0,0
main,2023-10-19,0.022833639042479714,0.023226492496091676,0.00039285345361196253,0,0
main,2023-10-20,0.02272252283482346,0.023113517950971493,0.0003909951161480338,0,0
main,2023-10-23,0.02248784610973104,0.02287491471280471,0.0003870686030736717,0,0
main,2023-10-24,0.02251873223276954,0.022906317742683105,0.00038758550991356555,0,0
main,2023-10-25,0.02264225367244771,0.02303190602056588,0.00038965234811817046,0,0
main,2023-10-26,0.02272252283482346,0.023113517950971493,0.0003909951161480338,0,0
main,2023-10-27,0.023055781934051285,0.02345234899978131,0.00039656706573002604,0,0
main,2023-10-30,0.023154473813401074,0.02355269006361388,0.0003982162502128052,0,0
main,2023-11-28,0.023861980485029074,0.024272659711968826,0.0004106792269397523,1700,1700
main,2023-11-29,0.023688273323676973,0.02409645210259316,0.0004081787789161871,0,0
main,2023-11-30,0.023714161343767005,0.024122773183224862,0.0004086118394578571,0,0
main,2023-12-01,0.023623546175885964,0.02403064206036256,0.0004070958844765958,0,0
main,2023-12-04,0.02346815964020126,0.0238726551605407,0.00040449552033943945,0,0
