period,cost,model,cycles,same_filled_path_price_and_dividend_profit_before_fees,commission_and_slippage,net_profit
evaluation,BASE,BAYESIAN_RUN_LENGTH,43,1296.6000000000004,11560.631880000063,-10264.031879999966
evaluation,BASE,BAYESIAN_EXPANDING,1,53627.20000000003,376.13576000001103,53251.06424000001
evaluation,STRESS,BAYESIAN_RUN_LENGTH,43,-133.89999999998327,21102.787919999915,-21236.687920000055
evaluation,STRESS,BAYESIAN_EXPANDING,1,53627.20000000003,655.4715199999896,52971.72848000002
earlier_diagnostic,BASE,BAYESIAN_RUN_LENGTH,17,83349.00000000003,6234.928000000039,77114.07200000004
earlier_diagnostic,BASE,BAYESIAN_EXPANDING,1,42824.20000000001,362.0057599999941,42462.19424000001
earlier_diagnostic,STRESS,BAYESIAN_RUN_LENGTH,17,81851.90000000002,11827.579040000011,70024.32096000004
earlier_diagnostic,STRESS,BAYESIAN_EXPANDING,1,42824.20000000001,668.6115199999942,42155.588480000006
