period,cost,model,year,new_return,parent_return,return_difference
earlier_diagnostic,BASE,BAYESIAN_EXPANDING,2019,0.3468921258636469,0.09547468442489916,0.2514174414387478
earlier_diagnostic,STRESS,BAYESIAN_RUN_LENGTH,2015,0.20253771160000017,0.31435863239999967,-0.1118209207999995
earlier_diagnostic,STRESS,BAYESIAN_RUN_LENGTH,2016,-0.14406827505599926,0.02448037149590405,-0.1685486465519033
earlier_diagnostic,STRESS,BAYESIAN_RUN_LENGTH,2017,0.19507141866364466,0.10011105574099499,0.09496036292264967
earlier_diagnostic,STRESS,BAYESIAN_RUN_LENGTH,2018,-0.06364268945027397,-0.08004653969963171,0.01640385024935774
earlier_diagnostic,STRESS,BAYESIAN_RUN_LENGTH,2019,0.17219426701757556,0.09221658168038552,0.07997768533719005
earlier_diagnostic,STRESS,BAYESIAN_EXPANDING,2015,0.05638523359999969,0.31435863239999967,-0.2579733988
earlier_diagnostic,STRESS,BAYESIAN_EXPANDING,2016,-0.09675731612763495,0.02448037149590405,-0.12123768762353901
earlier_diagnostic,STRESS,BAYESIAN_EXPANDING,2017,0.2244049789545241,0.10011105574099499,0.12429392321352911
earlier_diagnostic,STRESS,BAYESIAN_EXPANDING,2018,-0.2302221670592057,-0.08004653969963171,-0.150175627359574
earlier_diagnostic,STRESS,BAYESIAN_EXPANDING,2019,0.346316717075249,0.09221658168038552,0.25410013539486354
