period,cost,model,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
evaluation,BASE,BAYESIAN_RUN_LENGTH,1,2020-01-02,2019-12-31,199593.11064,-22748.0,75.22328,241.99999999999483,0.0,17,1,1,2020-02-04,2020-02-03,False,-23065.223279999995,-0.11556121955332434
evaluation,BASE,BAYESIAN_RUN_LENGTH,2,2020-02-13,2020-02-12,176789.3508,-6096.5,69.44669999999999,178.00000000000017,0.0,21,1,1,2020-03-13,2020-03-12,False,-6343.9467,-0.03588421288551958
evaluation,BASE,BAYESIAN_RUN_LENGTH,3,2020-04-20,2020-04-17,170380.0692,38359.0,75.76570000000001,222.4999999999755,0.0,79,1,1,2020-08-14,2020-08-13,False,38060.73430000002,0.22338724522598102
evaluation,BASE,BAYESIAN_RUN_LENGTH,4,2020-08-18,2020-08-17,208631.2179,-10247.99999999997,81.33496,256.2000000000097,0.0,29,1,1,2020-09-28,2020-09-25,False,-10585.53495999998,-0.050738020256746924
evaluation,BASE,BAYESIAN_RUN_LENGTH,5,2020-10-13,2020-10-12,197635.91928,-6100.399999999965,77.77000000000001,242.4000000000092,0.0,10,1,1,2020-10-27,2020-10-26,False,-6420.569999999974,-0.03248685777054349
evaluation,BASE,BAYESIAN_RUN_LENGTH,6,2020-10-30,2020-10-29,190773.54708,18202.79999999999,79.88744,236.40000000000896,2836.7999999999997,85,1,1,2021-03-08,2021-03-05,False,20723.31255999998,0.10862780965806416
evaluation,BASE,BAYESIAN_RUN_LENGTH,7,2021-04-29,2021-04-28,211952.68206000002,-5121.200000000012,83.69032000000001,247.79999999997273,0.0,4,1,1,2021-05-10,2021-05-07,False,-5452.690319999984,-0.025725979341258937
evaluation,BASE,BAYESIAN_RUN_LENGTH,8,2021-05-13,2021-05-12,204816.15504,3427.2000000000116,82.54656,244.79999999997304,0.0,24,1,1,2021-06-17,2021-06-16,False,3099.853440000039,0.015134809260503139
evaluation,BASE,BAYESIAN_RUN_LENGTH,9,2021-06-29,2021-06-28,209737.33908,-18897.199999999983,80.05108000000001,238.20000000000903,0.0,21,1,1,2021-07-28,2021-07-27,False,-19215.45107999999,-0.09161673912850898
evaluation,BASE,BAYESIAN_RUN_LENGTH,10,2021-08-04,2021-08-03,190042.70094,-3657.600000000006,75.22464000000001,228.60000000000866,0.0,32,1,1,2021-09-17,2021-09-16,False,-3961.4246400000143,-0.020844918644103618
