period,cost,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,0.29601424759999984,0.03989563256059917,0.03972770352817377,0.03493869103159448,1.1370690302120554,-0.03584729547309064,1604,0.055448448247992596,47,866.55048,2617.199999999966,False,4.7066350816749036e-11
evaluation,STRESS,0.2799288820000003,0.03793804153907276,0.03784065683805136,0.0348665328599046,1.0853002502456133,-0.03666238561492492,1604,0.05542282892570241,47,1712.2236,4680.100000000015,False,4.3428372009657323e-11
earlier_diagnostic,BASE,0.19555345560000045,0.036094241299557954,0.038168908867829095,0.0734318937590659,0.5197865248179951,-0.11074951407131403,1219,0.12743462349611004,35,765.6088800000001,2354.099999999968,False,5.218225851422176e-11
earlier_diagnostic,STRESS,0.1806286449999989,0.03351356039825152,0.035675134596785105,0.07343466651933395,0.4858078110478315,-0.11216937802319174,1219,0.12759197943522724,35,1522.671,4400.800000000003,False,4.229150363244116e-11
