period,cost,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,-1041.662779999926,-225.20000000000437,-1541.6,-178.43722000000014,-546.6999999999775
evaluation,STRESS,-372.97775999986334,-204.6999999999971,-1532.8,-361.02224,-1003.5
earlier_diagnostic,BASE,-2880.1781800001045,-2757.199999999997,0.0,25.678179999999998,97.30000000000155
earlier_diagnostic,STRESS,-2922.640919999976,-2708.899999999994,0.0,51.34091999999987,162.40000000000418
