period,cost,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,172,17,20,0,0,0.034135476854893654
evaluation,STRESS,172,17,20,0,0,0.03410080461409175
earlier_diagnostic,BASE,174,14,10,0,0,0.06414228443035577
earlier_diagnostic,STRESS,180,14,10,0,0,0.06787514675852127
