period,origin,selection_origin,model_origin,base_prediction,stress_prediction,base_negative_count,stress_negative_count,prediction_difference_log_holding_days,prediction_difference_cycle_return,prediction_difference_cycle_drawdown,prediction_difference_entry_mode,prediction_difference_mom5,prediction_difference_mom20,prediction_difference_sma120,prediction_difference_vol20
earlier_diagnostic,2019-06-21,2019-05-31,2019-05-06,-0.00036611254143059657,0.00011265687949345293,1.0,0.0,-0.0,0.00047876942092404945,0.0,0.0,-0.0,-0.0,-0.0,-0.0
