period,cost,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
evaluation,BASE,1,2020-01-02,2019-12-31,191090.83844000002,-1174.0999999999767,77.48020000000001,277.8000000000105,0.0,14,2,2,2020-01-22,2020-01-21,False,-1529.3801999999873,-0.008003419800160604
evaluation,BASE,2,2020-02-05,2020-02-04,121554.90612,9319.500000000022,53.880720000000004,160.50000000001083,0.0,19,1,3,2020-03-03,2020-03-02,False,9105.119280000012,0.0749054034150737
evaluation,BASE,3,2020-07-01,2020-06-30,207471.9861,25156.199999999983,87.94452000000001,294.60000000001116,0.0,5,2,1,2020-07-08,2020-07-07,False,24773.655479999972,0.11940723152888337
evaluation,BASE,4,2020-08-19,2020-08-18,180833.85954,-2131.6999999999825,71.9209,226.8000000000086,0.0,31,3,2,2020-10-09,2020-09-30,False,-2430.420899999991,-0.013440076466776887
evaluation,BASE,5,2020-12-15,2020-12-14,229591.80918,24645.0,96.69228000000003,275.40000000001044,1814.3999999999999,25,1,3,2021-01-20,2021-01-19,False,26087.307719999993,0.1136247317061191
evaluation,BASE,6,2021-02-03,2021-02-02,44510.30028,2033.0999999999985,18.19746,48.60000000000184,0.0,7,1,1,2021-02-19,2021-02-18,False,1966.3025399999965,0.04417634856719947
evaluation,BASE,7,2021-06-08,2021-06-07,578911.58942,-5509.8999999999505,236.69402000000002,660.0000000000184,0.0,31,4,6,2021-07-22,2021-07-21,False,-6406.594019999969,-0.01106661904353756
evaluation,BASE,8,2021-07-29,2021-07-28,251522.89452,8259.29999999996,102.17934000000001,307.7999999999661,0.0,10,1,1,2021-08-12,2021-08-11,False,7849.320659999994,0.03120718165628398
evaluation,BASE,9,2021-10-29,2021-10-28,365970.67949999997,9929.99999999997,148.25644,442.79999999997034,0.0,32,5,2,2021-12-14,2021-12-13,False,9338.943560000002,0.025518283521398885
evaluation,BASE,10,2022-05-13,2022-05-12,515784.53628,7980.400000000023,207.73062000000002,690.099999999959,0.0,20,4,2,2022-06-13,2022-06-10,False,7082.5693800000645,0.01373164350967514
evaluation,BASE,11,2022-08-10,2022-08-09,275482.5855,-2432.0999999999767,109.60598,393.0000000000149,0.0,18,1,2,2022-09-05,2022-09-02,False,-2934.7059799999915,-0.010652963687971456
evaluation,BASE,12,2023-01-17,2023-01-16,201535.89912000002,-1069.1999999999534,80.32608,291.60000000001105,0.0,2,1,1,2023-01-19,2023-01-18,False,-1441.1260799999645,-0.0071507165040699695
evaluation,BASE,13,2023-04-03,2023-03-31,271199.92914,1940.0999999999767,108.76602000000003,401.39999999995575,0.0,7,1,1,2023-04-13,2023-04-12,False,1429.933980000021,0.005272619298000827
evaluation,BASE,14,2024-02-19,2024-02-08,272652.41958,7728.899999999965,110.52046000000001,322.3999999999888,0.0,5,2,1,2024-02-26,2024-02-23,False,7295.979539999977,0.02675926937028056
evaluation,BASE,15,2024-03-05,2024-03-04,310165.0206,6353.599999999977,125.24168,351.19999999996503,0.0,54,2,2,2024-05-27,2024-05-24,False,5877.158320000011,0.018948488480844548
evaluation,BASE,16,2024-06-18,2024-06-17,253628.01546,313.70000000001164,101.43646000000001,286.00000000000193,0.0,23,3,2,2024-07-19,2024-07-18,False,-73.7364599999903,-0.00029072679477563224
evaluation,BASE,17,2024-08-02,2024-08-01,221958.58284000002,-3781.9000000000233,87.95802,256.4000000000002,0.0,3,1,1,2024-08-07,2024-08-06,False,-4126.258020000024,-0.01859021609889471
evaluation,BASE,18,2024-08-28,2024-08-27,281281.04495999997,-10425.0,110.3382,333.60000000000025,0.0,12,1,1,2024-09-13,2024-09-12,False,-10868.9382,-0.038640848342786964
evaluation,BASE,19,2024-09-25,2024-09-24,270955.78032,75836.79999999999,123.45348000000003,372.5999999999726,0.0,4,1,2,2024-10-08,2024-09-30,False,75340.74652000002,0.27805550570289456
evaluation,BASE,20,2024-10-09,2024-10-08,117943.584,-6737.5,45.7875,165.00000000000625,0.0,10,1,1,2024-10-23,2024-10-22,False,-6948.287500000007,-0.05891195827998585
evaluation,BASE,21,2025-04-09,2025-04-08,339281.24268,13453.800000000047,138.30348,363.2000000000278,0.0,11,2,1,2025-04-24,2025-04-23,False,12952.296520000018,0.03817569287853687
evaluation,BASE,22,2025-06-03,2025-05-30,638947.764,19840.600000000035,259.34976,731.8000000000129,3643.2,41,8,5,2025-07-30,2025-07-29,False,22492.65024000002,0.03520264332594178
evaluation,BASE,23,2025-09-05,2025-09-04,374572.19946000003,15831.199999999953,152.86424000000002,504.59999999996,0.0,7,1,2,2025-09-16,2025-09-15,False,15173.735759999992,0.040509508665819635
evaluation,BASE,24,2025-12-19,2025-12-18,536221.12278,1414.2999999999884,214.59234000000004,680.3999999999528,8536.2,32,4,5,2026-02-05,2026-02-04,False,9055.507660000038,0.016887636975306767
evaluation,BASE,25,2026-05-06,2026-04-30,398850.85422,-1883.6999999999534,159.03342,491.4000000000186,0.0,9,1,1,2026-05-19,2026-05-18,False,-2534.133419999972,-0.0063535865429090515
evaluation,BASE,26,2026-06-05,2026-06-04,395003.78495999996,3519.600000000006,158.57736,482.39999999998685,0.0,12,1,2,2026-06-24,2026-06-23,False,2878.6226400000187,0.0072875824222583645
evaluation,BASE,27,2026-07-23,2026-07-22,325856.55828,-10230.000000000058,128.18872000000002,409.1999999999549,0.0,7,1,2,2026-08-03,2026-07-31,False,-10767.388720000014,-0.033043338998099525
evaluation,BASE,28,2026-08-07,2026-08-06,271763.64186000003,1788.7000000000116,108.97222000000002,346.2000000000131,0.0,5,1,1,2026-08-14,2026-08-13,True,1333.5277799999985,0.004906939614413064
evaluation,STRESS,1,2020-01-02,2019-12-31,191220.75772,-1174.0999999999767,152.2606,462.9999999999901,0.0,14,2,2,2020-01-22,2020-01-21,False,-1789.3605999999668,-0.009357564635425641
evaluation,STRESS,2,2020-02-05,2020-02-04,121264.48640000001,9292.200000000004,102.44936000000003,288.0000000000109,0.0,19,1,3,2020-03-03,2020-03-02,False,8901.750639999993,0.0734077297011501
evaluation,STRESS,3,2020-07-01,2020-06-30,206764.6728,25055.100000000006,175.17203999999998,489.00000000000773,0.0,5,2,1,2020-07-08,2020-07-07,False,24390.927959999997,0.1179646775713612
evaluation,STRESS,4,2020-08-19,2020-08-18,180004.07283999998,-2135.7000000000116,142.941,375.99999999999886,0.0,31,3,2,2020-10-09,2020-09-30,False,-2654.6410000000105,-0.014747671861623034
evaluation,STRESS,5,2020-12-15,2020-12-14,228728.55484,24532.600000000006,192.52164,502.7000000000055,1807.1999999999998,25,1,3,2021-01-20,2021-01-19,False,25644.578360000003,0.11211795736627146
evaluation,STRESS,6,2021-02-03,2021-02-02,44543.510279999995,2033.0999999999985,36.39492,97.20000000000368,0.0,7,1,1,2021-02-19,2021-02-18,False,1899.505079999995,0.04264381204040112
evaluation,STRESS,7,2021-06-08,2021-06-07,574084.44196,-5393.099999999977,460.36368000000004,1308.0000000000196,0.0,31,4,6,2021-07-22,2021-07-21,False,-7161.463679999997,-0.01247458240733683
evaluation,STRESS,8,2021-07-29,2021-07-28,249222.84928,8178.799999999959,202.34656,558.7999999999611,0.0,10,1,1,2021-08-12,2021-08-11,False,7417.653439999998,0.02976313552882272
evaluation,STRESS,9,2021-10-29,2021-10-28,360258.24568,9788.299999999988,291.6956,777.6999999999773,0.0,32,5,2,2021-12-14,2021-12-13,False,8718.904400000012,0.02420181773644841
evaluation,STRESS,10,2022-05-13,2022-05-12,509187.7936800001,7870.199999999953,409.86392,1178.8000000000554,0.0,20,4,2,2022-06-13,2022-06-10,False,6281.536079999898,0.01233638386066171
evaluation,STRESS,11,2022-08-10,2022-08-09,271460.0406,-2388.2999999999884,215.86788000000004,644.9999999999862,0.0,18,1,2,2022-09-05,2022-09-02,False,-3249.167879999975,-0.011969230803982923
evaluation,STRESS,12,2023-01-17,2023-01-16,198353.70976,-1051.5999999999767,158.00768,478.0000000000323,0.0,2,1,1,2023-01-19,2023-01-18,False,-1687.607680000009,-0.008508072180963725
evaluation,STRESS,13,2023-04-03,2023-03-31,266520.0654,1905.2999999999884,213.63012,656.999999999986,0.0,7,1,1,2023-04-13,2023-04-12,False,1034.6698800000022,0.0038821462783567295
evaluation,STRESS,14,2024-02-19,2024-02-08,267451.33776,7575.599999999977,216.65296,632.0000000000006,0.0,5,2,1,2024-02-26,2024-02-23,False,6726.9470399999755,0.025152041101534756
evaluation,STRESS,15,2024-03-05,2024-03-04,304034.76528,6228.400000000023,245.34672,688.0000000000043,0.0,54,2,2,2024-05-27,2024-05-24,False,5295.053280000019,0.017415946742549506
evaluation,STRESS,16,2024-06-18,2024-06-17,247786.87511999998,297.9000000000233,198.04604,558.4000000000005,0.0,23,3,2,2024-07-19,2024-07-18,False,-458.54603999997727,-0.001850566297258115
evaluation,STRESS,17,2024-08-02,2024-08-01,215546.98432,-3669.8000000000175,170.70168,497.59999999997285,0.0,3,1,1,2024-08-07,2024-08-06,False,-4338.101679999991,-0.02012601425942321
evaluation,STRESS,18,2024-08-28,2024-08-27,274753.45744,-10175.0,215.38440000000003,651.2000000000006,0.0,12,1,1,2024-09-13,2024-09-12,False,-11041.584400000002,-0.040187244604232994
evaluation,STRESS,19,2024-09-25,2024-09-24,263826.9886,73481.69999999995,240.10420000000002,664.1999999999939,0.0,4,1,2,2024-10-08,2024-09-30,False,72577.39579999995,0.2750946602738881
evaluation,STRESS,20,2024-10-09,2024-10-08,114588.8172,-6541.5,88.911,266.9999999999943,0.0,10,1,1,2024-10-23,2024-10-22,False,-6897.410999999995,-0.060192706134329435
evaluation,STRESS,21,2025-04-09,2025-04-08,329429.61916,13058.700000000012,268.37988,704.8000000000272,0.0,11,2,1,2025-04-24,2025-04-23,False,12085.520119999985,0.036686197649186465
evaluation,STRESS,22,2025-06-03,2025-05-30,629005.5016,19177.400000000023,510.13328,1352.1999999999841,3643.2,41,8,5,2025-07-30,2025-07-29,False,20958.266720000043,0.03331968745374809
evaluation,STRESS,23,2025-09-05,2025-09-04,362336.3766,15312.599999999977,295.55304,812.9999999999827,0.0,7,1,2,2025-09-16,2025-09-15,False,14204.046959999992,0.03920127229091464
evaluation,STRESS,24,2025-12-19,2025-12-18,517609.461,1359.7000000000116,414.0282800000001,1094.0000000000316,8253.3,32,4,5,2026-02-05,2026-02-04,False,8104.971719999979,0.01565846904023259
evaluation,STRESS,25,2026-05-06,2026-04-30,384962.92360000004,-1817.0,306.8044,790.0000000000533,0.0,9,1,1,2026-05-19,2026-05-18,False,-2913.804400000053,-0.007569052034288044
evaluation,STRESS,26,2026-06-05,2026-06-04,380987.334,3402.2000000000116,305.71888,774.9999999999834,0.0,12,1,2,2026-06-24,2026-06-23,False,2321.4811200000286,0.0060933288664132565
evaluation,STRESS,27,2026-07-23,2026-07-22,312671.61864,-9810.0,245.85168,653.9999999999861,0.0,7,1,2,2026-08-03,2026-07-31,False,-10709.851679999985,-0.03425271448231751
evaluation,STRESS,28,2026-08-07,2026-08-06,261093.79576000004,1717.399999999965,209.25688000000002,553.9999999999882,0.0,5,1,1,2026-08-14,2026-08-13,True,954.143119999977,0.0036544074792073367
earlier_diagnostic,BASE,1,2015-01-05,2014-12-31,317176.74714000005,37550.39999999997,136.07173999999998,416.00000000000364,1218.0000000000002,88,7,6,2015-05-18,2015-05-15,False,38216.328259999966,0.12048906045162097
