period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,ACCOUNT_VOLATILITY_EXPOSURE,21365.131660000305,20313.20000000001,906.1000000000022,-46.43165999999928,-99.40000000011605,-0.0760128078464366
evaluation,BASE,ENTRY_SHARES_PRESERVATION,60118.893800000136,61832.600000000035,3250.4000000000015,1232.7062000000005,3731.3999999999087,0.10075903931784636
evaluation,BASE,BUY_HOLD,136721.3438400003,160106.89999999997,-9770.6,3338.5561600000005,10276.399999999801,0.9425245798770505
evaluation,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,20674.9917999999,19396.29999999999,885.0000000000018,-92.29180000000088,-301.39999999996144,-0.06155461582833022
evaluation,STRESS,ENTRY_SHARES_PRESERVATION,53753.71091999981,59531.40000000002,3104.7000000000007,2384.7890799999996,6497.600000000148,0.09118091726597721
evaluation,STRESS,BUY_HOLD,121644.08319999996,156248.3,-10060.7,6512.9168,18030.60000000005,0.8742197328008343
earlier_diagnostic,BASE,ACCOUNT_VOLATILITY_EXPOSURE,19961.441080000135,17811.70000000004,2392.0,64.35892000000013,177.90000000005693,0.11388763940623248
earlier_diagnostic,BASE,ENTRY_SHARES_PRESERVATION,53426.7766000001,53293.30000000003,2710.5,643.4234000000001,1933.6000000000781,0.18359181638273037
earlier_diagnostic,BASE,BUY_HOLD,99044.46143999996,119611.69999999997,-13453.199999999997,1791.2385600000002,5322.80000000009,0.9039328108060174
earlier_diagnostic,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,22613.65115999995,20747.400000000023,2359.8,136.2488399999993,357.30000000003565,0.13100865952894925
earlier_diagnostic,STRESS,ENTRY_SHARES_PRESERVATION,53999.051759999944,56429.600000000035,2678.3,1315.8482399999998,3793.0000000000146,0.18162727871716577
earlier_diagnostic,STRESS,BUY_HOLD,101286.96460000004,128474.99999999999,-13485.399999999998,3567.7353999999996,10134.89999999998,0.909028807697696
