period,cost,model,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
evaluation,BASE,PANIC_PROFIT_LIMIT_THROUGH,1,2020-02-05,2020-02-04,199940.78016,12302.400000000023,82.368,264.00000000001785,0.0,8,1,1,2020-02-17,2020-02-14,False,11956.032000000005,0.05979786610031403
evaluation,BASE,PANIC_PROFIT_LIMIT_THROUGH,2,2021-07-29,2021-07-28,211808.75328,8596.800000000017,86.37407999999999,259.2000000000098,0.0,9,1,1,2021-08-11,2021-08-10,False,8251.225920000008,0.038956019485617395
evaluation,BASE,PANIC_PROFIT_LIMIT_THROUGH,3,2025-04-09,2025-04-08,217796.85066000003,11603.299999999988,89.37486000000001,235.6000000000002,0.0,10,1,1,2025-04-23,2025-04-22,False,11278.325139999988,0.0517836924906065
evaluation,BASE,PANIC_PROFIT_LIMIT_CLOSE_CONFIRM,1,2020-02-05,2020-02-04,199940.78016,12302.400000000023,82.368,264.00000000001785,0.0,8,1,1,2020-02-17,2020-02-14,False,11956.032000000005,0.05979786610031403
evaluation,BASE,PANIC_PROFIT_LIMIT_CLOSE_CONFIRM,2,2021-07-29,2021-07-28,211808.75328,8596.800000000017,86.37407999999999,259.2000000000098,0.0,9,1,1,2021-08-11,2021-08-10,False,8251.225920000008,0.038956019485617395
evaluation,BASE,PANIC_PROFIT_LIMIT_CLOSE_CONFIRM,3,2025-04-09,2025-04-08,217796.85066000003,11603.299999999988,89.37486000000001,235.6000000000002,0.0,10,1,1,2025-04-23,2025-04-22,False,11278.325139999988,0.0517836924906065
evaluation,STRESS,PANIC_PROFIT_LIMIT_THROUGH,1,2020-02-05,2020-02-04,199707.45104,12542.600000000035,164.5294,474.300000000018,0.0,8,1,1,2020-02-17,2020-02-14,False,11903.770600000018,0.05960604142714623
evaluation,STRESS,PANIC_PROFIT_LIMIT_THROUGH,2,2021-07-29,2021-07-28,211446.94496,8576.899999999994,172.33104000000003,474.09999999996694,0.0,9,1,1,2021-08-11,2021-08-10,False,7930.4689600000265,0.03750571549520498
evaluation,STRESS,PANIC_PROFIT_LIMIT_THROUGH,3,2025-04-09,2025-04-08,217588.20048,11583.600000000006,178.44624000000002,470.4000000000265,0.0,10,1,1,2025-04-23,2025-04-22,False,10934.75375999998,0.05025435081441867
evaluation,STRESS,PANIC_PROFIT_LIMIT_CLOSE_CONFIRM,1,2020-02-05,2020-02-04,199707.45104,12542.600000000035,164.5294,474.300000000018,0.0,8,1,1,2020-02-17,2020-02-14,False,11903.770600000018,0.05960604142714623
evaluation,STRESS,PANIC_PROFIT_LIMIT_CLOSE_CONFIRM,2,2021-07-29,2021-07-28,211446.94496,8576.899999999994,172.33104000000003,474.09999999996694,0.0,9,1,1,2021-08-11,2021-08-10,False,7930.4689600000265,0.03750571549520498
evaluation,STRESS,PANIC_PROFIT_LIMIT_CLOSE_CONFIRM,3,2025-04-09,2025-04-08,217588.20048,11583.600000000006,178.44624000000002,470.4000000000265,0.0,10,1,1,2025-04-23,2025-04-22,False,10934.75375999998,0.05025435081441867
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_THROUGH,1,2015-06-24,2015-06-23,199908.07362,-14469.900000000023,77.00322000000001,250.19999999997245,0.0,3,1,1,2015-06-29,2015-06-26,False,-14797.103219999995,-0.07401953784081487
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_THROUGH,2,2015-07-10,2015-07-09,184840.9608,10340.00000000003,75.9426,234.999999999995,0.0,1,1,1,2015-07-13,2015-07-10,False,10029.057400000034,0.054257764927177515
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_THROUGH,3,2015-08-28,2015-08-27,195139.5201,-2320.5,77.52850000000001,237.9999999999738,0.0,10,1,1,2015-09-15,2015-09-14,False,-2636.0284999999735,-0.013508429756561514
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_THROUGH,4,2016-01-07,2016-01-06,190189.73033999998,-14982.300000000017,73.02126,214.79999999997634,0.0,3,1,1,2016-01-12,2016-01-11,False,-15270.121259999993,-0.0802888843298835
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_THROUGH,5,2016-02-01,2016-01-29,177007.3944,8878.800000000017,72.51624000000001,241.60000000002702,0.0,8,1,1,2016-02-18,2016-02-17,False,8564.683759999989,0.04838602245421217
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_THROUGH,6,2016-03-02,2016-03-01,185647.6221,8064.5,75.80630000000001,254.00000000000023,0.0,1,1,1,2016-03-03,2016-03-02,False,7734.6937,0.0416633060661217
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_THROUGH,7,2018-02-13,2018-02-12,193245.34134,6162.5,78.46588,246.50000000001666,0.0,10,1,1,2018-03-06,2018-03-05,False,5837.534119999984,0.03020789054743266
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_THROUGH,8,2018-10-15,2018-10-12,199361.3643,-9163.5,77.8467,246.00000000000023,0.0,4,1,1,2018-10-19,2018-10-18,False,-9487.3467,-0.04758869269034191
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_CLOSE_CONFIRM,1,2015-06-24,2015-06-23,199908.07362,-14469.900000000023,77.00322000000001,250.19999999997245,0.0,3,1,1,2015-06-29,2015-06-26,False,-14797.103219999995,-0.07401953784081487
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_CLOSE_CONFIRM,2,2015-07-10,2015-07-09,184840.9608,10340.00000000003,75.9426,234.999999999995,0.0,1,1,1,2015-07-13,2015-07-10,False,10029.057400000034,0.054257764927177515
earlier_diagnostic,BASE,PANIC_PROFIT_LIMIT_CLOSE_CONFIRM,3,2015-08-28,2015-08-27,195139.5201,-2320.5,77.52850000000001,237.9999999999738,0.0,10,1,1,2015-09-15,2015-09-14,False,-2636.0284999999735,-0.013508429756561514
