cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,Y1_EPS_DAILY_EXIT,0.011443774599999321,0.001718224559471837,0.004239952315277021,0.07102074467459024,0.059700195128959105,-0.10510099550539524,1604,0.19978336055563192,14,568.44508,1657.599999999985,False,2.773958840407431e-11,-0.03453924708614514,False
BASE,Y2_EPS_MONTHLY_EXIT,0.06175649370000048,0.009081987441229821,0.012098425367902009,0.0781746271865541,0.15476153585012448,-0.11119511217937633,1604,0.23771687279613377,8,323.80126,928.3999999999436,False,3.001332515850663e-11,-0.027175484204387153,False
BASE,Y3_PRICE_EPS_DAILY_EXIT,0.02016134110000141,0.003016080233543462,0.004848331829661037,0.06057469751982459,0.08003889459083635,-0.10608321891124897,1604,0.16609125736217278,12,493.53178,1517.1999999999596,False,3.54702933691442e-11,-0.033241391412073516,False
BASE,Y4_PRICE_EPS_MONTHLY_EXIT,0.01305729120000048,0.001959156465047265,0.004212752666023463,0.06711420328525565,0.06276991247468126,-0.11121284978325778,1604,0.1867550480768573,10,404.34176,1233.3999999999517,False,3.54702933691442e-11,-0.03429831518056971,False
BASE,BUY_HOLD,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.0,False
STRESS,Y1_EPS_DAILY_EXIT,0.0021260339999999395,0.0003204715890918618,0.0028432397129365006,0.07101480825260832,0.04003727930691231,-0.10731840367053773,1604,0.19976202933207182,14,1131.1932000000002,2979.8000000000875,False,2.9103830456733704e-11,-0.035764472924650785,False
STRESS,Y2_EPS_MONTHLY_EXIT,0.055882608399999124,0.008237758290293155,0.011263445009180724,0.07820047841179562,0.14403294248237958,-0.1122949070754167,1604,0.23778693323325104,8,645.87832,1712.2000000000266,False,2.7284841053187847e-11,-0.02784718622344949,False
STRESS,Y3_PRICE_EPS_DAILY_EXIT,0.01213006459999859,0.0018207419224074766,0.0036547625914435393,0.060555092551769725,0.06035433912216403,-0.10819467087285471,1604,0.16601160884908628,12,982.3870800000001,2652.7000000000426,False,3.9619862945983186e-11,-0.03426420259133517,False
STRESS,Y4_PRICE_EPS_MONTHLY_EXIT,0.006544729599997977,0.0009846891108723185,0.003240645040901792,0.06712691696463678,0.048276387289006586,-0.11226952778862485,1604,0.1867466540724457,10,805.85408,2184.600000000052,False,3.9619862945983186e-11,-0.03510025540287033,False
STRESS,BUY_HOLD,0.26485864240000195,0.036084944513742646,0.05169164368473765,0.18016774072774588,0.28690843031022767,-0.4097147841252319,1604,0.9532622781788082,2,171.47152,483.99999999998965,False,6.184563972055912e-11,0.0,False
