origin,execution_date,origin_index,simulation_only,requested_quantity,reference_weight,signal_state,action,entry_signal,exit_reasons,new_exit_trigger,cycle_id,last_exit_index
2024-06-28,2024-07-01,2938,True,-54800,0.0,EXPLICIT_EXIT_POLICY_WAITING_FOR_FILL,按独立退出规则清仓，未成交则继续请求,0.0,连续两个收盘低于一百二十日均线；月末盈利或趋势条件明确不成立,True,1.0,-1000000
2025-03-31,2025-04-01,3120,True,-47400,0.0,EXPLICIT_EXIT_POLICY_WAITING_FOR_FILL,按独立退出规则清仓，未成交则继续请求,0.0,连续两个收盘低于一百二十日均线；月末盈利或趋势条件明确不成立,True,2.0,2939
2025-08-29,2025-09-01,3224,True,-47300,0.0,EXPLICIT_EXIT_POLICY_WAITING_FOR_FILL,按独立退出规则清仓，未成交则继续请求,0.0,月末盈利或趋势条件明确不成立,True,3.0,3121
2026-01-27,2026-01-28,3323,True,-45700,0.0,EXPLICIT_EXIT_POLICY_WAITING_FOR_FILL,按独立退出规则清仓，未成交则继续请求,,最长持有期到期,True,4.0,3225
2026-03-20,2026-03-23,3355,True,-46800,0.0,EXPLICIT_EXIT_POLICY_WAITING_FOR_FILL,按独立退出规则清仓，未成交则继续请求,,连续两个收盘低于一百二十日均线,True,5.0,3324
2026-07-17,2026-07-20,3435,True,-43700,0.0,EXPLICIT_EXIT_POLICY_WAITING_FOR_FILL,按独立退出规则清仓，未成交则继续请求,,连续两个收盘低于一百二十日均线,True,6.0,3356
