cycle_id,entry_date,entry_index,entry_signal_origin,entry_quantity,entry_fill_price,entry_commission,entry_cost_cny,exit_date,exit_index,exit_quantity,exit_fill_price,exit_commission,exit_net_proceeds_cny,dividend_entitlement_cny,holding_open_to_open_trading_intervals,cycle_net_profit_cny,cycle_net_return,exit_signal_origin,exit_reasons
1,2024-05-06,2900,2024-04-30,54800,3.644,79.87648000000002,199771.07648000002,2024-07-01,2939,54800,3.483,76.34736,190792.05263999998,0.0,39,-8979.023840000038,-0.04494656583030909,2024-06-28,连续两个收盘低于一百二十日均线；月末盈利或趋势条件明确不成立
2,2025-01-02,3064,2024-12-31,47400,4.025,76.31400000000002,190861.31400000004,2025-04-01,3121,47400,3.984,75.53664,188766.06336,0.0,57,-2095.250640000042,-0.010977869721676803,2025-03-31,连续两个收盘低于一百二十日均线；月末盈利或趋势条件明确不成立
3,2025-07-01,3181,2025-06-30,47300,3.984,75.37728000000001,188518.57728,2025-09-01,3225,47300,4.602,87.06984000000001,217587.53016,0.0,44,29068.952879999997,0.15419675503292662,2025-08-29,月末盈利或趋势条件明确不成立
4,2025-11-03,3264,2025-10-31,45700,4.757,86.95796,217481.85796,2026-01-28,3324,45700,4.72,86.2816,215617.7184,5621.1,60,3756.9604400000244,0.01727482225524768,2026-01-27,最长持有期到期
5,2026-03-02,3341,2026-02-27,46800,4.699,87.96527999999999,220001.16528,2026-03-23,3356,46800,4.523,84.67056,211591.72944,0.0,15,-8409.435839999991,-0.0382245058988534,2026-03-20,连续两个收盘低于一百二十日均线
6,2026-05-06,3384,2026-04-30,43700,4.871,85.14508000000001,212947.84508,2026-07-20,3436,43700,4.625,80.845,202031.655,0.0,52,-10916.19008,-0.051262270702476576,2026-07-17,连续两个收盘低于一百二十日均线
