cycle_id,entry_date,entry_index,entry_signal_origin,entry_quantity,entry_fill_price,entry_commission,entry_cost_cny,exit_date,exit_index,exit_quantity,exit_fill_price,exit_commission,exit_net_proceeds_cny,dividend_entitlement_cny,holding_open_to_open_trading_intervals,cycle_net_profit_cny,cycle_net_return,exit_signal_origin,exit_reasons
1,2024-05-06,2900,2024-04-30,54800,3.644,79.87648000000002,199771.07648000002,2024-07-01,2939,54800,3.483,76.34736,190792.05263999998,0.0,39,-8979.023840000038,-0.04494656583030909,2024-06-28,连续两个收盘低于一百二十日均线；月末盈利或趋势条件明确不成立
2,2024-11-01,3021,2024-10-31,48000,3.968,76.18560000000001,190540.1856,2025-01-27,3081,48000,3.932,75.4944,188660.5056,0.0,60,-1879.679999999993,-0.00986500561065895,2025-01-24,最长持有期到期
3,2025-03-03,3100,2025-02-28,47200,3.999,75.50112000000001,188828.30112000002,2025-04-01,3121,47200,3.984,75.21791999999999,187969.58208,0.0,21,-858.7190400000254,-0.0045476183120151115,2025-03-31,连续两个收盘低于一百二十日均线；月末盈利或趋势条件明确不成立
4,2025-07-01,3181,2025-06-30,47200,3.984,75.21791999999999,188120.01791999998,2025-09-23,3241,47200,4.622,87.26336,218071.13663999998,0.0,60,29951.11872,0.15921282089573818,2025-09-22,最长持有期到期
5,2025-10-09,3247,2025-09-30,45800,4.759,87.18488,218049.38488,2026-01-05,3307,45800,4.7780000000000005,87.53296000000002,218744.86704,0.0,60,695.4821600000141,0.003189562586396466,2025-12-31,最长持有期到期
6,2026-02-02,3327,2026-01-30,46400,4.6850000000000005,86.95360000000002,217470.95360000004,2026-03-23,3356,46400,4.523,83.94688,209783.25311999998,0.0,29,-7687.700480000058,-0.0353504702708034,2026-03-20,连续两个收盘低于一百二十日均线
7,2026-05-06,3384,2026-04-30,43300,4.871,84.36572000000001,210998.66572000002,2026-07-20,3436,43300,4.625,80.105,200182.395,0.0,52,-10816.27072000003,-0.05126227070247669,2026-07-17,连续两个收盘低于一百二十日均线
