period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,ACCOUNT_VOLATILITY_EXPOSURE,-38753.76213999983,-41519.40000000002,-2344.2999999999993,-1279.1378599999998,-3830.8000000000247,-0.17677184716428296
evaluation,BASE,EPISODE_ACCOUNT_RISK_BUDGET,-14821.370279999857,-18446.70000000001,2287.0,-345.52971999999954,-992.8000000000302,-0.12508782629216308
evaluation,BASE,BUY_HOLD,76602.45004000017,98274.29999999994,-13021.000000000002,2105.84996,6544.999999999893,0.8417655405592042
evaluation,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,-33078.71911999991,-40135.100000000035,-2219.699999999999,-2477.0808800000004,-6799.000000000109,-0.15273553309430743
evaluation,STRESS,EPISODE_ACCOUNT_RISK_BUDGET,-13214.664519999991,-17884.100000000006,2183.2999999999993,-678.6354800000008,-1807.500000000031,-0.1156399976038569
evaluation,STRESS,BUY_HOLD,67890.37228000016,96716.89999999995,-13165.400000000001,4128.12772,11532.999999999902,0.7830388155348571
earlier_diagnostic,BASE,ACCOUNT_VOLATILITY_EXPOSURE,-33465.335519999964,-35481.59999999999,-318.5000000000001,-579.06448,-1755.7000000000212,-0.06970417697649789
earlier_diagnostic,BASE,EPISODE_ACCOUNT_RISK_BUDGET,-27543.573060000315,-28325.59999999999,-318.5000000000001,-275.72694,-824.7999999999906,-0.16089664569480333
earlier_diagnostic,BASE,BUY_HOLD,45617.684839999856,66318.39999999994,-16163.699999999997,1147.81516,3389.2000000000126,0.720340994423287
earlier_diagnostic,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,-31385.400599999994,-35682.20000000001,-318.5000000000001,-1179.5994000000005,-3435.699999999979,-0.05061861918821653
earlier_diagnostic,STRESS,EPISODE_ACCOUNT_RISK_BUDGET,-26196.124679999833,-28142.800000000003,-318.5000000000001,-586.8753200000006,-1678.2999999999774,-0.1460698350629408
earlier_diagnostic,STRESS,BUY_HOLD,47287.91284000009,72045.39999999995,-16163.699999999997,2251.8871599999998,6341.899999999966,0.7274015289805302
