period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-54065.181560000055,-52279.09999999995,1679.9,851.38156,2614.6000000000595,-1.1236149311527261
evaluation,BASE,VINTAGE_REFERENCE_RISK,-42936.10944000006,-34559.499999999985,-6383.5999999999985,498.10943999999995,1494.9000000000206,-0.5782488019133654
evaluation,BASE,BUY_HOLD,-40914.17315999998,-14444.899999999983,-19397.9,1770.27316,5301.1,-0.12052263349290968
evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-56451.64024000004,-51738.49999999994,1602.6000000000004,1664.34024,4651.400000000046,-1.1290337933425503
evaluation,STRESS,VINTAGE_REFERENCE_RISK,-43956.562680000294,-34021.49999999997,-6316.699999999999,943.7626800000003,2674.600000000013,-0.5842778949882098
evaluation,STRESS,BUY_HOLD,-46673.53452000013,-14188.299999999977,-19496.300000000003,3459.9345200000002,9529.00000000008,-0.18409344913985326
earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,-20267.374059999973,-17648.699999999983,2175.8,1236.8740599999999,3557.599999999945,-0.4502826800464462
earlier_diagnostic,BASE,VINTAGE_REFERENCE_RISK,-23690.215699999913,-20826.79999999998,2175.8,1297.7157,3741.4999999999645,-0.47355955298826335
earlier_diagnostic,BASE,BUY_HOLD,-3915.0954400000046,16909.799999999992,-14243.399999999998,1698.69544,4882.799999999977,0.2931180136435859
earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,-30164.475559999933,-23158.999999999993,2139.0,2402.5755600000007,6741.899999999987,-0.5677385069699568
earlier_diagnostic,STRESS,VINTAGE_REFERENCE_RISK,-32738.67207999999,-25287.29999999999,2139.0,2523.6720800000007,7066.700000000005,-0.5845807916893409
earlier_diagnostic,STRESS,BUY_HOLD,-10960.203039999964,15995.8,-14280.199999999997,3320.8030400000007,9355.0,0.198343621682194
