period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.16737675716228376,30,519,19784.40000000005,7447.508920000012,12336.89108000003
evaluation,STRESS,0.1028149811703744,30,519,19942.600000000057,13644.406040000069,6298.193959999888
earlier_diagnostic,BASE,0.571839999796138,28,471,45490.60000000001,6943.5011999999715,38547.09880000001
earlier_diagnostic,STRESS,0.4760513958629185,28,471,44539.80000000002,13344.414559999996,31195.385440000042
