period,cost,cycle_id,first_alarm_origin,new_exit_reasons,original_exit_reasons,new_requested_quantity,old_requested_quantity,new_actual_exit_date,old_actual_exit_date
earlier_diagnostic,BASE,1,2015-01-19,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线；标准化累积转弱值达到5，请求全部退出,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,-55400,-55400,2015-01-20,2015-01-20
earlier_diagnostic,BASE,3,2015-06-19,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线；标准化累积转弱值达到5，请求全部退出,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,-49100,-49100,2015-06-23,2015-06-23
earlier_diagnostic,STRESS,1,2015-01-19,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线；标准化累积转弱值达到5，请求全部退出,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,-55400,-55400,2015-01-20,2015-01-20
earlier_diagnostic,STRESS,3,2015-06-19,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线；标准化累积转弱值达到5，请求全部退出,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,-48900,-48900,2015-06-23,2015-06-23
