period,cost,cycle_id,first_alarm_origin,planned_exit_date,alarm_value,learned_exit_same_origin,exit_reasons_at_first_alarm
earlier_diagnostic,BASE,1,2015-01-19,2015-01-20,5.4729217713705145,False,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线；标准化累积转弱值达到5，请求全部退出
earlier_diagnostic,BASE,3,2015-06-19,2015-06-23,6.547558099400616,False,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线；标准化累积转弱值达到5，请求全部退出
earlier_diagnostic,STRESS,1,2015-01-19,2015-01-20,5.4729217713705145,False,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线；标准化累积转弱值达到5，请求全部退出
earlier_diagnostic,STRESS,3,2015-06-19,2015-06-23,6.547558099400616,False,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线；标准化累积转弱值达到5，请求全部退出
