period,budget_source_cost,origin_index,origin,old_budget_reference,old_budget_runs,budget_reference,budget_runs,reference_count,reference_return_sum,reference_absolute_return_sum,reference_score,reference_win_cycles,reference_loss_cycles,reference_flat_cycles,reference_cycle_ids,runs_count,runs_return_sum,runs_absolute_return_sum,runs_score,runs_win_cycles,runs_loss_cycles,runs_flat_cycles,runs_cycle_ids,status
earlier_diagnostic,BASE,1387,2018-02-01,0.5,0.5,0.3740400938660371,0.6259599061339628,6,0.36229513075337494,0.7139320512433226,0.5074644430410891,4,2,0,"[1, 2, 3, 4, 5, 6]",5,0.21204102141789488,0.2496812388949909,0.8492469132095005,4,1,0,"[1, 2, 3, 4, 5]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1402,2018-03-01,0.3740400938660371,0.6259599061339628,0.3740400938660371,0.6259599061339628,6,0.36229513075337494,0.7139320512433226,0.5074644430410891,4,2,0,"[1, 2, 3, 4, 5, 6]",5,0.21204102141789488,0.2496812388949909,0.8492469132095005,4,1,0,"[1, 2, 3, 4, 5]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1424,2018-04-02,0.3740400938660371,0.6259599061339628,0.3831310347283077,0.6168689652716922,7,0.39250302130080755,0.7441399417907552,0.5274586126317293,5,2,0,"[1, 2, 3, 4, 5, 6, 7]",5,0.21204102141789488,0.2496812388949909,0.8492469132095005,4,1,0,"[1, 2, 3, 4, 5]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1442,2018-05-02,0.3831310347283077,0.6168689652716922,0.3831310347283077,0.6168689652716922,7,0.39250302130080755,0.7441399417907552,0.5274586126317293,5,2,0,"[1, 2, 3, 4, 5, 6, 7]",5,0.21204102141789488,0.2496812388949909,0.8492469132095005,4,1,0,"[1, 2, 3, 4, 5]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1464,2018-06-01,0.3831310347283077,0.6168689652716922,0.3831310347283077,0.6168689652716922,7,0.39250302130080755,0.7441399417907552,0.5274586126317293,5,2,0,"[1, 2, 3, 4, 5, 6, 7]",5,0.21204102141789488,0.2496812388949909,0.8492469132095005,4,1,0,"[1, 2, 3, 4, 5]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1484,2018-07-02,0.3831310347283077,0.6168689652716922,0.3831310347283077,0.6168689652716922,7,0.39250302130080755,0.7441399417907552,0.5274586126317293,5,2,0,"[1, 2, 3, 4, 5, 6, 7]",5,0.21204102141789488,0.2496812388949909,0.8492469132095005,4,1,0,"[1, 2, 3, 4, 5]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1506,2018-08-01,0.3831310347283077,0.6168689652716922,0.3831310347283077,0.6168689652716922,7,0.39250302130080755,0.7441399417907552,0.5274586126317293,5,2,0,"[1, 2, 3, 4, 5, 6, 7]",5,0.21204102141789488,0.2496812388949909,0.8492469132095005,4,1,0,"[1, 2, 3, 4, 5]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1529,2018-09-03,0.3831310347283077,0.6168689652716922,0.3831310347283077,0.6168689652716922,7,0.39250302130080755,0.7441399417907552,0.5274586126317293,5,2,0,"[1, 2, 3, 4, 5, 6, 7]",5,0.21204102141789488,0.2496812388949909,0.8492469132095005,4,1,0,"[1, 2, 3, 4, 5]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1548,2018-10-08,0.3831310347283077,0.6168689652716922,0.3831310347283077,0.6168689652716922,7,0.39250302130080755,0.7441399417907552,0.5274586126317293,5,2,0,"[1, 2, 3, 4, 5, 6, 7]",5,0.21204102141789488,0.2496812388949909,0.8492469132095005,4,1,0,"[1, 2, 3, 4, 5]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1566,2018-11-01,0.3831310347283077,0.6168689652716922,0.3854417011032641,0.614558298896736,8,0.31392542338755436,0.8227175397040083,0.3815713270200807,5,3,0,"[1, 2, 3, 4, 5, 6, 7, 8]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1588,2018-12-03,0.3854417011032641,0.614558298896736,0.3854417011032641,0.614558298896736,8,0.31392542338755436,0.8227175397040083,0.3815713270200807,5,3,0,"[1, 2, 3, 4, 5, 6, 7, 8]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1608,2019-01-02,0.3854417011032641,0.614558298896736,0.3854417011032641,0.614558298896736,8,0.31392542338755436,0.8227175397040083,0.3815713270200807,5,3,0,"[1, 2, 3, 4, 5, 6, 7, 8]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1630,2019-02-01,0.3854417011032641,0.614558298896736,0.3854417011032641,0.614558298896736,8,0.31392542338755436,0.8227175397040083,0.3815713270200807,5,3,0,"[1, 2, 3, 4, 5, 6, 7, 8]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1645,2019-03-01,0.3854417011032641,0.614558298896736,0.3854417011032641,0.614558298896736,8,0.31392542338755436,0.8227175397040083,0.3815713270200807,5,3,0,"[1, 2, 3, 4, 5, 6, 7, 8]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1666,2019-04-01,0.3854417011032641,0.614558298896736,0.4013827545956531,0.5986172454043468,9,0.35055781360795735,0.8593499299244113,0.407933719897775,6,3,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1687,2019-05-06,0.4013827545956531,0.5986172454043468,0.4013827545956531,0.5986172454043468,9,0.35055781360795735,0.8593499299244113,0.407933719897775,6,3,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1707,2019-06-03,0.4013827545956531,0.5986172454043468,0.4013827545956531,0.5986172454043468,9,0.35055781360795735,0.8593499299244113,0.407933719897775,6,3,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1726,2019-07-01,0.4013827545956531,0.5986172454043468,0.42125595011993283,0.5787440498800672,10,0.40438435148357293,0.9131764678000269,0.44283264598111344,7,3,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1749,2019-08-01,0.42125595011993283,0.5787440498800672,0.42125595011993283,0.5787440498800672,10,0.40438435148357293,0.9131764678000269,0.44283264598111344,7,3,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1771,2019-09-02,0.42125595011993283,0.5787440498800672,0.42125595011993283,0.5787440498800672,10,0.40438435148357293,0.9131764678000269,0.44283264598111344,7,3,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",6,0.17465068998278319,0.2870715703301026,0.6083872735358398,4,2,0,"[1, 2, 3, 4, 5, 6]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1791,2019-10-08,0.42125595011993283,0.5787440498800672,0.4187342322431353,0.5812657677568647,10,0.40438435148357293,0.9131764678000269,0.44283264598111344,7,3,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",7,0.17936765924011489,0.29178853958743434,0.6147179717672476,5,2,0,"[1, 2, 3, 4, 5, 6, 7]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1809,2019-11-01,0.4187342322431353,0.5812657677568647,0.4187342322431353,0.5812657677568647,10,0.40438435148357293,0.9131764678000269,0.44283264598111344,7,3,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",7,0.17936765924011489,0.29178853958743434,0.6147179717672476,5,2,0,"[1, 2, 3, 4, 5, 6, 7]",UPDATED_POSITIVE_EFFICIENCY
earlier_diagnostic,BASE,1830,2019-12-02,0.4187342322431353,0.5812657677568647,0.4187342322431353,0.5812657677568647,10,0.40438435148357293,0.9131764678000269,0.44283264598111344,7,3,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",7,0.17936765924011489,0.29178853958743434,0.6147179717672476,5,2,0,"[1, 2, 3, 4, 5, 6, 7]",UPDATED_POSITIVE_EFFICIENCY
