period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,RUNS_CLOSED_CYCLE_BUDGET,443,34,37,0,0,0.06371371224772406
evaluation,STRESS,RUNS_CLOSED_CYCLE_BUDGET,443,34,37,0,0,0.06366575175664772
earlier_diagnostic,BASE,RUNS_CLOSED_CYCLE_BUDGET,448,25,24,0,0,0.11099796355525894
earlier_diagnostic,STRESS,RUNS_CLOSED_CYCLE_BUDGET,454,26,24,0,0,0.11267173139566497
