period,cost,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,0.4087766911,0.0530675631289308,0.05457928447599096,0.07624863588306052,0.7158067005906443,-0.10594804387051954,1604,0.14559864102481232,48,2363.96178,7144.699999999812,False,7.72786279412685e-11
evaluation,STRESS,0.3624528175999989,0.047768792340974156,0.049530518679869524,0.07620006779825862,0.6500062284852905,-0.11011997896219086,1604,0.14556155737620935,48,4644.036480000001,12741.800000000036,False,4.934008757118136e-11
earlier_diagnostic,BASE,0.04265071530000004,0.00832604449508808,0.010114329477087689,0.0601530356706998,0.16814329259220281,-0.13794227146277954,1219,0.04741455815011683,26,1050.5569400000002,3121.3999999999605,False,3.3452351999585517e-11
earlier_diagnostic,STRESS,0.022182415999999996,0.00436509541817958,0.0061807640622059765,0.060189485677098226,0.10268843457749838,-0.13918483784853045,1219,0.04742202163242516,26,2080.3168,6057.700000000003,False,2.9388047551037744e-11
