period,cost,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,-1378.2374800001853,-1393.199999999997,-40.79999999999927,-13.762519999999768,-41.99999999997635
evaluation,STRESS,-1340.0872000003,-1404.3999999999942,-40.79999999999927,-28.312799999999697,-76.79999999999927
earlier_diagnostic,BASE,-95032.74831999993,-92538.0,-1939.0000000000002,126.14832000000024,429.59999999999127
earlier_diagnostic,STRESS,-94887.07796000005,-91884.9,-1939.0000000000002,245.57796000000008,817.5999999999985
