cycle,origin,mature_date,target
18,2010-11-01,2010-11-17,-0.10335792794509668
18,2010-11-02,2010-11-17,-0.09779278836990357
18,2010-11-03,2010-11-17,-0.0882400494971487
18,2010-11-04,2010-11-17,-0.117230971113776
18,2010-11-05,2010-11-17,-0.1160327780813204
18,2010-11-08,2010-11-17,-0.11933422411654604
18,2010-11-09,2010-11-17,-0.10922860006358359
18,2010-11-10,2010-11-17,-0.10502907981063025
18,2010-11-11,2010-11-17,-0.103454163827991
18,2010-11-12,2010-11-17,-0.05293783651136785
18,2010-11-15,2010-11-17,-0.05662099712043911
19,2011-03-08,2011-05-05,-0.06850781974223252
19,2011-03-09,2011-05-05,-0.06468837188074616
19,2011-03-10,2011-05-05,-0.04537981128877888
19,2011-03-11,2011-05-05,-0.03825428655672214
19,2011-03-14,2011-05-05,-0.041712978700822356
19,2011-03-15,2011-05-05,-0.02805562324664046
19,2011-03-16,2011-05-05,-0.03149127192589718
19,2011-03-17,2011-05-05,-0.03527872365794693
19,2011-03-18,2011-05-05,-0.032811113936603964
19,2011-03-21,2011-05-05,-0.03194636086767355
19,2011-03-22,2011-05-05,-0.033305765247142904
19,2011-03-23,2011-05-05,-0.047275869187891284
19,2011-03-24,2011-05-05,-0.04335633882535328
19,2011-03-25,2011-05-05,-0.05817309945410376
19,2011-03-28,2011-05-05,-0.05277713920118321
19,2011-03-29,2011-05-05,-0.043515842003093885
19,2011-03-30,2011-05-05,-0.04364563773884278
19,2011-03-31,2011-05-05,-0.034874908754713996
19,2011-04-01,2011-05-05,-0.04716367051165571
19,2011-04-06,2011-05-05,-0.05989617521466184
19,2011-04-07,2011-05-05,-0.062181096720196005
19,2011-04-08,2011-05-05,-0.07384468553861145
19,2011-04-11,2011-05-05,-0.06308767505806434
19,2011-04-12,2011-05-05,-0.0592877652564352
19,2011-04-13,2011-05-05,-0.07685124487156536
19,2011-04-14,2011-05-05,-0.06879574928836929
19,2011-04-15,2011-05-05,-0.06907821498683997
19,2011-04-18,2011-05-05,-0.06594147011975116
19,2011-04-19,2011-05-05,-0.05617924759833448
19,2011-04-20,2011-05-05,-0.05955672105331966
19,2011-04-21,2011-05-05,-0.060920995947342904
19,2011-04-22,2011-05-05,-0.05390374429001843
19,2011-04-25,2011-05-05,-0.039329177934877335
19,2011-04-26,2011-05-05,-0.039355841682294446
19,2011-04-27,2011-05-05,-0.03393175750128774
19,2011-04-28,2011-05-05,-0.014600662162410072
19,2011-04-29,2011-05-05,-0.024380137463609897
19,2011-05-03,2011-05-05,-0.024379831899084325
20,2011-05-10,2011-05-30,-0.0624904872071963
20,2011-05-11,2011-05-30,-0.05333799955045504
20,2011-05-12,2011-05-30,-0.047894843111928265
20,2011-05-13,2011-05-30,-0.05251221303689624
20,2011-05-16,2011-05-30,-0.045364152129544366
20,2011-05-17,2011-05-30,-0.049116937800027904
20,2011-05-18,2011-05-30,-0.06091375395325749
20,2011-05-19,2011-05-30,-0.05255563150300002
20,2011-05-20,2011-05-30,-0.050953804947947434
20,2011-05-23,2011-05-30,-0.018959987921883914
20,2011-05-24,2011-05-30,-0.021106351870313178
20,2011-05-25,2011-05-30,-0.018227335125151733
20,2011-05-26,2011-05-30,-0.008100724623337885
21,2011-07-29,2011-08-09,-0.08357835658275592
21,2011-08-01,2011-08-09,-0.08040184531152306
21,2011-08-02,2011-08-09,-0.07140826559888724
21,2011-08-03,2011-08-09,-0.08166287704026409
21,2011-08-04,2011-08-09,-0.055794126944964106
21,2011-08-05,2011-08-09,-0.05011705301492686
22,2011-08-12,2011-09-20,-0.07218815097527931
22,2011-08-15,2011-09-20,-0.08414939731151672
22,2011-08-16,2011-09-20,-0.0756107177672366
22,2011-08-17,2011-09-20,-0.07345079132957844
22,2011-08-18,2011-09-20,-0.04097842289913112
22,2011-08-19,2011-09-20,-0.0478000262696181
22,2011-08-22,2011-09-20,-0.040755922385313004
22,2011-08-23,2011-09-20,-0.05628141341724002
22,2011-08-24,2011-09-20,-0.05096603009684242
22,2011-08-25,2011-09-20,-0.0741816070010819
22,2011-08-26,2011-09-20,-0.06980392129589708
22,2011-08-29,2011-09-20,-0.06959686193108927
22,2011-08-30,2011-09-20,-0.05940591274310447
22,2011-08-31,2011-09-20,-0.062173562764646806
22,2011-09-01,2011-09-20,-0.0543671803167306
22,2011-09-02,2011-09-20,-0.03804290367565977
22,2011-09-05,2011-09-20,-0.019322159040292775
22,2011-09-06,2011-09-20,-0.02327525048479462
22,2011-09-07,2011-09-20,-0.04080166894241022
22,2011-09-08,2011-09-20,-0.03433384365412295
22,2011-09-09,2011-09-20,-0.013788308178273256
22,2011-09-13,2011-09-20,-0.01986365514997479
22,2011-09-14,2011-09-20,-0.02176188275081259
22,2011-09-15,2011-09-20,-0.0252075454646824
22,2011-09-16,2011-09-20,-0.015919770976022707
23,2011-09-23,2011-11-17,0.010096607308585748
23,2011-09-26,2011-11-17,0.014052771900528338
23,2011-09-27,2011-11-17,0.006449753844878892
23,2011-09-28,2011-11-17,0.03022641860084918
23,2011-09-29,2011-11-17,0.029423458784966217
23,2011-09-30,2011-11-17,0.03230012645126279
23,2011-10-10,2011-11-17,0.017823655140652095
23,2011-10-11,2011-11-17,0.05302873258353635
23,2011-10-12,2011-11-17,0.013307479379853993
23,2011-10-13,2011-11-17,0.006249628110409189
23,2011-10-14,2011-11-17,0.004891410020583242
23,2011-10-17,2011-11-17,0.00948753627437382
23,2011-10-18,2011-11-17,0.027707038340070156
23,2011-10-19,2011-11-17,0.041046472711206095
23,2011-10-20,2011-11-17,0.05935001865392775
23,2011-10-21,2011-11-17,0.061537691408902084
23,2011-10-24,2011-11-17,0.03857608403285551
23,2011-10-25,2011-11-17,0.022454991290612014
23,2011-10-26,2011-11-17,0.005087593118940914
23,2011-10-27,2011-11-17,-0.008383242866505713
23,2011-10-28,2011-11-17,-0.012047172619322644
23,2011-10-31,2011-11-17,-0.00020767009864886
23,2011-11-01,2011-11-17,0.005042604099156467
23,2011-11-02,2011-11-17,-0.02930800286417301
23,2011-11-03,2011-11-17,-0.0355951767360676
23,2011-11-04,2011-11-17,-0.028730737396087447
23,2011-11-07,2011-11-17,-0.026631850171526472
23,2011-11-08,2011-11-17,-0.024533487346823146
23,2011-11-09,2011-11-17,-0.017966169221518613
23,2011-11-10,2011-11-17,-0.012305733717821288
23,2011-11-11,2011-11-17,-0.01677654529236694
23,2011-11-14,2011-11-17,-0.027239236733432315
23,2011-11-15,2011-11-17,-0.02691508446540214
24,2012-03-06,2012-03-29,-0.051142720584298806
24,2012-03-07,2012-03-29,-0.056926515549094
24,2012-03-08,2012-03-29,-0.06823191256003924
24,2012-03-09,2012-03-29,-0.07492932488698922
24,2012-03-12,2012-03-29,-0.07159602077265503
24,2012-03-13,2012-03-29,-0.08565193590588138
24,2012-03-14,2012-03-29,-0.053396504577430504
24,2012-03-15,2012-03-29,-0.049429739949070184
24,2012-03-16,2012-03-29,-0.058821192346452555
24,2012-03-19,2012-03-29,-0.060614795665469345
24,2012-03-20,2012-03-29,-0.051470041869194794
24,2012-03-21,2012-03-29,-0.04764319825214214
24,2012-03-22,2012-03-29,-0.043349446497473965
24,2012-03-23,2012-03-29,-0.03438745015040623
24,2012-03-26,2012-03-29,-0.039704141527492465
24,2012-03-27,2012-03-29,-0.02945488954317932
