model,period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
CONFIRMED_RISK_DAILY_30_10,evaluation,BASE,1.2107991269812035,28,456,189347.20000000007,14057.809639999863,175289.3903600003
CONFIRMED_RISK_DAILY_30_10,evaluation,STRESS,1.1361864841573572,28,456,185491.30000000005,25334.46824000002,160156.8317600001
CONFIRMED_RISK_DAILY_30_10,earlier_diagnostic,BASE,1.0824304360927268,16,460,122501.60000000002,7351.59562000007,115150.00437999988
CONFIRMED_RISK_DAILY_30_10,earlier_diagnostic,STRESS,1.083190036471804,16,466,130399.50000000001,14110.70539999998,116288.79460000002
CONFIRMED_RISK_DAILY_30_12,evaluation,BASE,1.1835000536209201,28,456,199061.8,14395.950559999827,184665.84944000025
CONFIRMED_RISK_DAILY_30_12,evaluation,STRESS,1.1149558133813862,28,456,195231.30000000005,25851.150480000008,169380.14952000015
CONFIRMED_RISK_DAILY_30_12,earlier_diagnostic,BASE,1.1121649597965444,16,460,135260.1,7572.208760000085,127687.89123999991
CONFIRMED_RISK_DAILY_30_12,earlier_diagnostic,STRESS,1.1182276374491853,16,466,144452.90000000002,14520.402679999981,129932.49731999997
CONFIRMED_RISK_DAILY_30_15,evaluation,BASE,1.1544326304536177,28,456,216589.2,14689.124439999789,201900.07556000043
CONFIRMED_RISK_DAILY_30_15,evaluation,STRESS,1.087205730044173,28,456,211106.80000000002,26256.234279999993,184850.56572000007
CONFIRMED_RISK_DAILY_30_15,earlier_diagnostic,BASE,1.0944717611343397,16,460,148137.80000000002,7859.4367200001,140278.36327999993
CONFIRMED_RISK_DAILY_30_15,earlier_diagnostic,STRESS,1.1006416206762348,16,466,157638.1,15059.375839999988,142578.72416000004
CONFIRMED_RISK_DAILY_120_10,evaluation,BASE,1.2295213931816578,28,456,166940.2,12162.567899999849,154777.63209999993
CONFIRMED_RISK_DAILY_120_10,evaluation,STRESS,1.1490681408450043,28,456,162661.7,21696.171760000045,140965.52824000007
CONFIRMED_RISK_DAILY_120_10,earlier_diagnostic,BASE,1.1742315504836218,16,460,150412.90000000002,7365.288760000114,143047.61124000011
CONFIRMED_RISK_DAILY_120_10,earlier_diagnostic,STRESS,1.1851708724428887,16,466,160492.00000000003,14128.127559999986,146363.87244000006
CONFIRMED_RISK_DAILY_120_12,evaluation,BASE,1.205537675253752,28,456,178645.50000000006,12878.734859999853,165766.7651400002
CONFIRMED_RISK_DAILY_120_12,evaluation,STRESS,1.1345124908709654,28,456,175470.00000000006,23103.63320000003,152366.36680000002
CONFIRMED_RISK_DAILY_120_12,earlier_diagnostic,BASE,1.1525260719204857,16,460,156408.00000000006,7632.482460000131,148775.5175399998
CONFIRMED_RISK_DAILY_120_12,earlier_diagnostic,STRESS,1.1641194735395881,16,466,166852.6,14635.710959999993,152216.88903999986
CONFIRMED_RISK_DAILY_120_15,evaluation,BASE,1.1369741612346944,30,447,186174.0,13504.060299999852,172669.93970000022
CONFIRMED_RISK_DAILY_120_15,evaluation,STRESS,1.0741163746061337,30,447,183272.30000000002,24171.526120000013,159100.77387999988
CONFIRMED_RISK_DAILY_120_15,earlier_diagnostic,BASE,1.158591171519718,16,460,166316.50000000006,7709.780080000128,158606.71991999994
CONFIRMED_RISK_DAILY_120_15,earlier_diagnostic,STRESS,1.1689250627811834,16,466,176709.40000000002,14786.370919999992,161923.02908000007
CONFIRMED_RISK_EPISODE_30_10,evaluation,BASE,1.1613659864315673,28,456,182114.2,10343.542239999862,171770.65775999997
CONFIRMED_RISK_EPISODE_30_10,evaluation,STRESS,1.1116412688446131,28,456,180067.69999999998,18609.279199999964,161458.42079999973
CONFIRMED_RISK_EPISODE_30_10,earlier_diagnostic,BASE,1.188668399928944,16,460,117621.10000000003,6015.896400000075,111605.20360000007
