period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,CONFIRMED_RISK_DAILY_30_10,456,52,56,0,0,0.21335370269419332
evaluation,BASE,CONFIRMED_RISK_DAILY_30_12,456,53,54,0,0,0.22142269544357754
evaluation,BASE,CONFIRMED_RISK_DAILY_30_15,456,52,50,0,0,0.22987700042610912
evaluation,BASE,CONFIRMED_RISK_DAILY_120_10,456,49,50,0,0,0.19049419548861493
evaluation,BASE,CONFIRMED_RISK_DAILY_120_12,456,48,49,0,0,0.20328842239614164
evaluation,BASE,CONFIRMED_RISK_DAILY_120_15,447,50,49,0,0,0.21455869539239286
evaluation,BASE,CONFIRMED_RISK_EPISODE_30_10,456,45,46,0,0,0.16942792811481527
evaluation,BASE,CONFIRMED_RISK_EPISODE_30_12,456,43,45,0,0,0.17266556746046655
evaluation,BASE,CONFIRMED_RISK_EPISODE_30_15,456,42,43,0,0,0.1749586437315031
evaluation,BASE,CONFIRMED_RISK_EPISODE_60_12,456,43,44,0,0,0.18272619858740505
evaluation,BASE,CONFIRMED_RISK_EPISODE_60_15,458,44,46,0,0,0.19149902929109353
evaluation,BASE,CONFIRMED_RISK_EPISODE_120_10,456,47,49,0,0,0.19124160313277747
evaluation,BASE,CONFIRMED_RISK_EPISODE_120_12,456,46,50,0,0,0.20375266972803863
evaluation,BASE,CONFIRMED_RISK_EPISODE_120_15,448,48,47,0,0,0.21634374709478224
evaluation,BASE,CONFIRMED_EPISODE_ACCOUNT_RISK_BUDGET,456,42,45,0,0,0.17534250499517148
evaluation,BASE,CONFIRMED_ACCOUNT_RISK_12,456,56,53,0,0,0.21103878513950453
evaluation,BASE,CONFIRMED_ACCOUNT_RISK_15,456,53,50,0,0,0.22025655616328366
evaluation,STRESS,CONFIRMED_RISK_DAILY_30_10,456,52,56,0,0,0.2134277090782189
evaluation,STRESS,CONFIRMED_RISK_DAILY_30_12,456,52,54,0,0,0.2212500638983528
evaluation,STRESS,CONFIRMED_RISK_DAILY_30_15,456,52,50,0,0,0.22939166552847426
evaluation,STRESS,CONFIRMED_RISK_DAILY_120_10,456,48,50,0,0,0.18958235864285208
evaluation,STRESS,CONFIRMED_RISK_DAILY_120_12,456,48,49,0,0,0.2035339815784606
evaluation,STRESS,CONFIRMED_RISK_DAILY_120_15,447,49,49,0,0,0.21430184754056744
evaluation,STRESS,CONFIRMED_RISK_EPISODE_30_10,456,43,46,0,0,0.16967219707506426
evaluation,STRESS,CONFIRMED_RISK_EPISODE_30_12,456,43,46,0,0,0.1727629357207993
evaluation,STRESS,CONFIRMED_RISK_EPISODE_30_15,456,41,44,0,0,0.1754738957756516
evaluation,STRESS,CONFIRMED_RISK_EPISODE_60_12,456,43,44,0,0,0.18294649673619073
evaluation,STRESS,CONFIRMED_RISK_EPISODE_60_15,458,44,46,0,0,0.19221102664604764
evaluation,STRESS,CONFIRMED_RISK_EPISODE_120_10,456,46,50,0,0,0.1900613304471362
evaluation,STRESS,CONFIRMED_RISK_EPISODE_120_12,456,46,50,0,0,0.2039780013298471
evaluation,STRESS,CONFIRMED_RISK_EPISODE_120_15,448,48,47,0,0,0.21650059719543197
evaluation,STRESS,CONFIRMED_EPISODE_ACCOUNT_RISK_BUDGET,456,42,45,0,0,0.17549925597739652
evaluation,STRESS,CONFIRMED_ACCOUNT_RISK_12,456,56,53,0,0,0.21118139858650412
evaluation,STRESS,CONFIRMED_ACCOUNT_RISK_15,456,55,51,0,0,0.22192200926823907
earlier_diagnostic,BASE,CONFIRMED_RISK_DAILY_30_10,460,38,35,0,0,0.2581372614540536
earlier_diagnostic,BASE,CONFIRMED_RISK_DAILY_30_12,460,38,31,0,0,0.2759156958179654
earlier_diagnostic,BASE,CONFIRMED_RISK_DAILY_30_15,460,38,31,0,0,0.29859312898327345
earlier_diagnostic,BASE,CONFIRMED_RISK_DAILY_120_10,460,31,28,0,0,0.2972562967398182
earlier_diagnostic,BASE,CONFIRMED_RISK_DAILY_120_12,460,31,27,0,0,0.31130761051330336
earlier_diagnostic,BASE,CONFIRMED_RISK_DAILY_120_15,460,28,24,0,0,0.32421050832092657
earlier_diagnostic,BASE,CONFIRMED_RISK_EPISODE_30_10,460,31,27,0,0,0.2320633454924017
earlier_diagnostic,BASE,CONFIRMED_RISK_EPISODE_30_12,460,31,27,0,0,0.23271985016393176
earlier_diagnostic,BASE,CONFIRMED_RISK_EPISODE_30_15,460,31,27,0,0,0.23365153841180328
earlier_diagnostic,BASE,CONFIRMED_RISK_EPISODE_60_12,460,26,26,0,0,0.2721475747124171
earlier_diagnostic,BASE,CONFIRMED_RISK_EPISODE_60_15,460,26,27,0,0,0.27697447680773674
earlier_diagnostic,BASE,CONFIRMED_RISK_EPISODE_120_10,460,24,22,0,0,0.300189690153052
earlier_diagnostic,BASE,CONFIRMED_RISK_EPISODE_120_12,460,25,23,0,0,0.3075628988045711
earlier_diagnostic,BASE,CONFIRMED_RISK_EPISODE_120_15,460,24,21,0,0,0.31693607130766427
earlier_diagnostic,BASE,CONFIRMED_EPISODE_ACCOUNT_RISK_BUDGET,460,26,26,0,0,0.26728247324072885
earlier_diagnostic,BASE,CONFIRMED_ACCOUNT_RISK_12,460,31,30,0,0,0.29856122998925866
earlier_diagnostic,BASE,CONFIRMED_ACCOUNT_RISK_15,460,30,27,0,0,0.31614314141042854
earlier_diagnostic,STRESS,CONFIRMED_RISK_DAILY_30_10,466,38,36,0,0,0.26258075379763957
earlier_diagnostic,STRESS,CONFIRMED_RISK_DAILY_30_12,466,38,31,0,0,0.28103704437114585
earlier_diagnostic,STRESS,CONFIRMED_RISK_DAILY_30_15,466,38,31,0,0,0.3036716565729069
earlier_diagnostic,STRESS,CONFIRMED_RISK_DAILY_120_10,466,31,28,0,0,0.3025230366865414
earlier_diagnostic,STRESS,CONFIRMED_RISK_DAILY_120_12,466,31,27,0,0,0.3164629309148456
earlier_diagnostic,STRESS,CONFIRMED_RISK_DAILY_120_15,466,28,24,0,0,0.3292836936173755
earlier_diagnostic,STRESS,CONFIRMED_RISK_EPISODE_30_10,466,31,27,0,0,0.23586931782346396
earlier_diagnostic,STRESS,CONFIRMED_RISK_EPISODE_30_12,466,31,27,0,0,0.2364516802789135
earlier_diagnostic,STRESS,CONFIRMED_RISK_EPISODE_30_15,466,31,27,0,0,0.23748243173349892
earlier_diagnostic,STRESS,CONFIRMED_RISK_EPISODE_60_12,466,26,26,0,0,0.2759639938942793
earlier_diagnostic,STRESS,CONFIRMED_RISK_EPISODE_60_15,466,26,27,0,0,0.2819597776823566
earlier_diagnostic,STRESS,CONFIRMED_RISK_EPISODE_120_10,466,24,22,0,0,0.3052926650367096
earlier_diagnostic,STRESS,CONFIRMED_RISK_EPISODE_120_12,466,25,23,0,0,0.3126449371293123
earlier_diagnostic,STRESS,CONFIRMED_RISK_EPISODE_120_15,466,24,21,0,0,0.32196969401376163
earlier_diagnostic,STRESS,CONFIRMED_EPISODE_ACCOUNT_RISK_BUDGET,466,27,26,0,0,0.27088897018306063
earlier_diagnostic,STRESS,CONFIRMED_ACCOUNT_RISK_12,466,31,30,0,0,0.30266135389858645
earlier_diagnostic,STRESS,CONFIRMED_ACCOUNT_RISK_15,466,30,27,0,0,0.32126535022274477
