period,cost,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,273,25,33,0,0,0.05716985309957222
evaluation,STRESS,273,25,33,0,0,0.057168852349265054
earlier_diagnostic,BASE,331,29,23,0,0,0.1251688583182682
earlier_diagnostic,STRESS,336,28,24,0,0,0.12972897467714797
