period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,1.2753029879737618,22,273,63105.69999999998,3450.952479999937,59654.74752000006
evaluation,STRESS,1.2187097534828781,22,273,62793.999999999985,6300.084480000007,56493.915520000155
earlier_diagnostic,BASE,0.730529053707908,17,331,52339.5,3182.4568800000134,49157.0431199999
earlier_diagnostic,STRESS,0.7546560595274266,16,336,58213.80000000002,6081.380480000018,52132.41951999994
