date,downside_budget,continuous_budget,downside_sd,continuous_sd,reference_covariance,difference_variance,raw_downside_budget,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,origin_index,risk_cost,downside_reference_return,continuous_reference_return,target_cost,downside_parent_target,continuous_parent_target,target
2016-01-04,0.6558734219492568,0.3441265780507432,0.008008567543246211,0.008929878854556629,4.69106906115324e-05,5.0058509228729416e-05,0.6558734219492568,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-01-04,2016-01-04,2015-01-08,242,877,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2016-02-01,0.6918307029782136,0.3081692970217864,0.007317530953067911,0.008706616153771093,3.5667183624790174e-05,5.8017056848634195e-05,0.6918307029782136,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-02-01,2016-02-01,2015-02-05,242,897,BASE,0.0,-0.008508781865084192,BASE,0.0,0.6806990897385812,0.20977055996810848
2016-03-01,0.7100273536793162,0.28997264632068376,0.0071622688488741015,0.00880254767592287,3.322082747252366e-05,6.234128570540018e-05,0.7100273536793162,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-03-01,2016-03-01,2015-03-06,242,913,BASE,0.0,0.0,BASE,0.0,0.6490466426957654,0.18820577256804638
2016-04-01,0.7476958590518048,0.2523041409481952,0.006547726050646711,0.008661646655046023,2.6497931267163e-05,6.49009766768613e-05,0.7476958590518048,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-04-01,2016-04-01,2015-04-09,242,936,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2016-05-03,0.8383658889439224,0.1616341110560776,0.004912286275569503,0.008147986737619364,1.4037167366379637e-05,6.244590959680998e-05,0.8383658889439224,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-05-03,2016-05-03,2015-05-08,242,956,BASE,0.012263963464894445,0.006757458147099715,BASE,0.7253038596441691,0.44562748089338056,0.6800986167814025
2016-06-01,0.8089338235549367,0.1910661764450633,0.005176558232270193,0.008099984468139336,1.4794427041694003e-05,6.281764943279502e-05,0.8089338235549367,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-06-01,2016-06-01,2015-06-08,242,977,BASE,-0.002455586169029189,-0.0016441040833783394,BASE,0.6254398442340654,0.44016579656781496,0.5900402403519744
2016-07-01,0.6919207847212162,0.3080792152787838,0.00548897981720812,0.0071618730887511245,1.3142613374388048e-05,5.513609882431928e-05,0.6919207847212162,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-07-01,2016-07-01,2015-07-07,242,997,BASE,-0.0005566100170131261,-0.00037979289250000825,BASE,0.5690130420119601,0.39941898553286004,0.5167646381759332
2016-08-01,0.5145488374280665,0.48545116257193355,0.006004769539034001,0.006105543153483122,1.569670974846067e-05,4.194149491903371e-05,0.5145488374280665,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-08-01,2016-08-01,2015-08-05,242,1018,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2016-09-01,0.39907454855520746,0.6009254514447926,0.006004769539034002,0.005405693980737748,1.5706770994980467e-05,3.386524264033399e-05,0.39907454855520746,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-09-01,2016-09-01,2015-09-09,242,1041,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2016-10-10,0.283727836844972,0.716272163155028,0.0058947971648658695,0.004771762634537472,1.4912138672851506e-05,2.769407490957556e-05,0.283727836844972,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-10-10,2016-10-10,2015-10-14,242,1061,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2016-11-01,0.3521205525131814,0.6478794474868186,0.005421983113671897,0.004658156288434214,1.2531678087920101e-05,2.6032964716582285e-05,0.3521205525131814,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-11-01,2016-11-01,2015-11-05,242,1077,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2016-12-01,0.5339970556039062,0.4660029443960938,0.004366738001296702,0.0045286009635827325,9.200441560904772e-06,2.117574433752171e-05,0.5339970556039062,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-12-01,2016-12-01,2015-12-07,242,1099,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2017-01-03,0.5945208065656982,0.40547919343430183,0.004011646472094305,0.004461321590740788,7.920983221880105e-06,2.0154731309316554e-05,0.5945208065656982,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-01-03,2017-01-03,2016-01-07,242,1121,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2017-02-03,0.3033465615433099,0.69665343845669,0.004011646472094304,0.003388203668553427,7.921750956485104e-06,1.1729729603695484e-05,0.3033465615433099,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-02-03,2017-02-03,2016-02-02,242,1139,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2017-03-01,0.0,1.0,0.0040116464720943035,0.0020277534461761093,7.920957056568136e-06,4.363177342409557e-06,-0.8730273191200247,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-03-01,2017-03-01,2016-03-04,242,1157,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2017-04-05,0.0,1.0,0.004011646472094303,0.0020277534461761084,7.920957056568136e-06,4.363177342409557e-06,-0.8730273191200255,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-04-05,2017-04-05,2016-04-07,242,1180,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2017-05-02,0.0,1.0,0.003932731071402904,0.0019809231130714497,7.577885029700602e-06,4.234660000477286e-06,-0.8628387283484618,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-05-02,2017-05-02,2016-05-04,242,1198,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2017-06-01,0.0,1.0,0.0036876043725891797,0.0016276256764356212,5.870964505816211e-06,4.505662339699052e-06,-0.7150556167595311,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-06-01,2017-06-01,2016-06-01,242,1218,BASE,0.002285216545482749,0.0008452833491132683,BASE,1.0,0.36409361090381265,0.36409361090381265
2017-07-03,0.0,1.0,0.0034947277658193532,0.001368781891742403,4.769401825671152e-06,4.547882373008363e-06,-0.6367442517194399,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-07-03,2017-07-03,2016-07-05,242,1240,BASE,-0.004329282721168282,-0.0016564378151908699,BASE,1.0,0.36409361090381265,0.36409361090381265
2017-08-01,0.0,1.0,0.0033598764609296195,0.001319667899408726,4.257926073176338e-06,4.514441051086102e-06,-0.5574117991508812,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-08-01,2017-08-01,2016-08-03,242,1261,BASE,0.0,0.0030721078970170623,BASE,0.0,0.36409361090381265,0.36409361090381265
2017-09-01,0.0,1.0,0.0033598764609296225,0.0014477701032140845,4.281149593004612e-06,4.822508918460234e-06,-0.45310674551158103,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-09-01,2017-09-01,2016-09-05,242,1284,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2017-10-09,0.0,1.0,0.0033598764609296256,0.0014477701032140854,4.281149593004612e-06,4.822508918460235e-06,-0.4531067455115804,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-10-09,2017-10-09,2016-10-13,242,1305,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2017-11-01,0.0,1.0,0.0033598764609296273,0.0014477701032140863,4.2811495930046114e-06,4.822508918460236e-06,-0.4531067455115797,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-11-01,2017-11-01,2016-11-07,242,1322,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2017-12-01,0.0,1.0,0.0033598764609296303,0.0014477701032140871,4.281149593004612e-06,4.822508918460235e-06,-0.4531067455115795,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-12-01,2017-12-01,2016-12-07,242,1344,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2018-01-02,0.0,1.0,0.003359876460929633,0.0014477701032140885,4.281149593004612e-06,4.822508918460234e-06,-0.45310674551157876,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-01-02,2018-01-02,2017-01-06,242,1365,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2018-02-01,0.0,1.0,0.0033598764609296355,0.0014477701032140893,4.281149593004613e-06,4.822508918460233e-06,-0.4531067455115785,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-02-01,2018-02-01,2017-02-14,242,1387,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2018-03-01,0.0,1.0,0.0033598764609296373,0.00197927007788081,4.241743259404612e-06,6.722793355094029e-06,-0.048228943102144484,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-03-01,2018-03-01,2017-03-07,242,1402,BASE,0.0,0.004670021279973291,BASE,0.0,0.7669134071865595,0.7669134071865595
2018-04-02,0.0,1.0,0.00335987646092964,0.002026623147100169,4.244150107933399e-06,6.907670997204362e-06,-0.019825600788837768,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-04-02,2018-04-02,2017-04-10,242,1424,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2018-05-02,0.0,1.0,0.0033598764609296425,0.002026623147100168,4.2441501079334e-06,6.90767099720436e-06,-0.01982560078883839,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-05-02,2018-05-02,2017-05-05,242,1442,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2018-06-01,0.10439013192997841,0.8956098680700216,0.0028556724030162663,0.0019211688155715227,3.1019319054699973e-06,5.64189068033312e-06,0.10439013192997841,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-06-01,2018-06-01,2017-06-08,242,1464,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2018-07-02,0.41653031440699256,0.5834696855930075,0.0019279731089218172,0.001750375503067376,1.4338510701670418e-06,3.9131925701299315e-06,0.41653031440699256,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-07-02,2018-07-02,2017-07-06,242,1484,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2018-08-01,0.41653031440699256,0.5834696855930075,0.0,0.0015129597788559623,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-08-01,2018-07-02,2017-08-07,242,1506,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2018-09-03,0.41653031440699256,0.5834696855930075,0.0,0.0014256727706723777,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-09-03,2018-07-02,2017-09-07,242,1529,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2018-10-08,0.41653031440699256,0.5834696855930075,0.0,0.0014256727706723773,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-10-08,2018-07-02,2017-10-11,242,1548,BASE,0.0,0.0,BASE,0.35715590578684503,0.7402412111446155,0.5806745684592447
2018-11-01,1.0,0.0,0.001396067059057691,0.0030048543262576,3.538459563993932e-06,3.9012336274271385e-06,1.4074240310637818,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-11-01,2018-11-01,2017-11-06,242,1566,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2018-12-03,1.0,0.0,0.0013960670590576916,0.003004854326257601,3.538459563993932e-06,3.9012336274271385e-06,1.407424031063784,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-12-03,2018-12-03,2017-12-06,242,1588,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2019-01-02,1.0,0.0,0.001396067059057692,0.003004854326257603,3.538459563993932e-06,3.9012336274271385e-06,1.4074240310637867,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-01-02,2019-01-02,2018-01-04,242,1608,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2019-02-01,1.0,0.0,0.0013960670590576927,0.003004854326257604,3.538459563993932e-06,3.901233627427139e-06,1.407424031063788,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-02-01,2019-02-01,2018-02-05,242,1630,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2019-03-01,1.0,0.0,0.0016744235267825232,0.002716209921304103,4.032244143834668e-06,2.117002195964346e-06,1.5803253294369843,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-03-01,2019-03-01,2018-03-05,242,1645,BASE,0.014176968533473389,0.008263886036329993,BASE,0.6912444765541009,0.2129003466795778,0.6912444765541009
2019-04-01,1.0,0.0,0.001781452807666998,0.002756325592734232,4.1919682697497485e-06,2.3869683396068205e-06,1.4266475373414025,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-04-01,2019-04-01,2018-04-03,242,1666,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2019-05-06,1.0,0.0,0.0017814528076669988,0.0027563255927342332,4.191968269749751e-06,2.3869683396068222e-06,1.4266475373414031,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-05-06,2019-05-06,2018-05-08,242,1687,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2019-06-03,1.0,0.0,0.0017830948412155727,0.002756573104709366,4.194801448725108e-06,2.3885195969264584e-06,1.4251060938591626,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-06-03,2019-06-03,2018-06-05,242,1707,BASE,0.0006346936295076322,0.00032855843656687256,BASE,0.5019775601512088,0.15052737177314957,0.5019775601512088
2019-07-01,0.5512726169702904,0.4487273830297096,0.002723188248455823,0.002815241275964783,5.184794138963433e-06,4.971749400496881e-06,0.5512726169702904,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-07-01,2019-07-01,2018-07-03,242,1726,BASE,0.0,0.003865593106403553,BASE,0.0,0.09528636721382322,0.04275760219826682
2019-08-01,0.552269988996243,0.447730011003757,0.0027231882484558233,0.0028171465416680923,5.186267312851886e-06,4.97953424805655e-06,0.552269988996243,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-08-01,2019-08-01,2018-08-03,242,1749,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2019-09-02,0.5522699889962448,0.4477300110037552,0.0027231882484558233,0.0028171465416680936,5.186267312851886e-06,4.979534248056549e-06,0.5522699889962448,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-09-02,2019-09-02,2018-09-04,242,1771,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2019-10-08,0.5522369137091709,0.44776308629082906,0.0027230592146839155,0.0028169676641705645,5.185295576459479e-06,4.979767154738499e-06,0.5522369137091709,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-10-08,2019-10-08,2018-10-10,242,1791,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2019-11-01,0.0,1.0,0.0023244808137642204,0.0009727252076806681,1.6089493381245623e-06,3.1315067069662676e-06,-0.21164093533404094,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-11-01,2019-11-01,2018-11-05,242,1809,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2019-12-02,0.0,1.0,0.002324480813764219,0.000972725207680668,1.6089493381245623e-06,3.131506706966267e-06,-0.21164093533404102,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-12-02,2019-12-02,2018-12-04,242,1830,BASE,0.0,0.0,BASE,0.0,0.0,0.0
