first_fit_origin,class,class_chinese,rows,weight,prior,mean_payoff
2017-03-01,0,继续不占优,157,4.966175575836592,0.4966175575836592,-0.03796393280601215
2017-03-01,1,继续占优,281,5.033824424163408,0.5033824424163408,0.07866752481806225
2017-06-01,0,继续不占优,216,5.966175575836592,0.5423795978033266,-0.03746761102833889
2017-06-01,1,继续占优,281,5.033824424163408,0.45762040219667344,0.07866752481806225
2017-09-01,0,继续不占优,237,6.322107779226425,0.5268423149355353,-0.03636896187287573
2017-09-01,1,继续占优,319,5.677892220773577,0.47315768506446476,0.07392349857429592
2017-12-01,0,继续不占优,241,6.389904389395916,0.49153110687660895,-0.036080236940157176
2017-12-01,1,继续占优,374,6.610095610604086,0.5084688931233912,0.07029768212879778
2018-03-01,0,继续不占优,297,7.389904389395914,0.5278503135282796,-0.03857517495897573
2018-03-01,1,继续占优,374,6.610095610604086,0.4721496864717204,0.07029768212879778
2018-11-01,0,继续不占优,304,8.389904389395912,0.5593269592930609,-0.038891164496829916
2018-11-01,1,继续占优,374,6.610095610604086,0.4406730407069391,0.07029768212879778
2019-06-03,0,继续不占优,346,9.366648575442426,0.5854155359651516,-0.03992172208180019
2019-06-03,1,继续占优,375,6.633351424557574,0.4145844640348484,0.07007707694691796
2019-08-01,0,继续不占优,350,9.471911733337162,0.5571712784315977,-0.039581609172903126
2019-08-01,1,继续占优,409,7.528088266662838,0.44282872156840225,0.06865686177385771
2020-04-01,0,继续不占优,378,10.471911733337162,0.5817728740742868,-0.04164137717450941
2020-04-01,1,继续占优,409,7.528088266662838,0.4182271259257132,0.06865686177385771
2020-06-01,0,继续不占优,392,10.805245066670496,0.5686971087721314,-0.041046126472914654
2020-06-01,1,继续占优,437,8.194754933329504,0.43130289122786863,0.06498677556353746
2020-10-09,0,继续不占优,438,11.584906083619648,0.5792453041809824,-0.03952966880031708
2020-10-09,1,继续占优,450,8.415093916380352,0.4207546958190176,0.06398114318381631
2021-03-01,0,继续不占优,458,12.337859345047487,0.6168929672523744,-0.03916882241514224
2021-03-01,1,继续占优,404,7.662140654952514,0.3831070327476257,0.06748116202227915
2021-08-02,0,继续不占优,473,12.97247472966287,0.6486237364831435,-0.04137647936714922
2021-08-02,1,继续占优,371,7.027525270337129,0.35137626351685647,0.05745729502010379
2022-02-07,0,继续不占优,522,13.139141396329538,0.6569570698164771,-0.04089686463869968
2022-02-07,1,继续占优,370,6.860858603670462,0.34304293018352316,0.05868681620436217
2022-09-01,0,继续不占优,557,13.757339433796087,0.6878669716898044,-0.04126000282265409
2022-09-01,1,继续占优,333,6.242660566203915,0.31213302831019574,0.03663893753115723
2022-10-10,0,继续不占优,550,13.637339433796086,0.6818669716898043,-0.036742650708847885
2022-10-10,1,继续占优,335,6.362660566203914,0.3181330283101957,0.03602423038253821
2024-06-03,0,继续不占优,527,13.247508925321508,0.6623754462660754,-0.03728429081169247
2024-06-03,1,继续占优,358,6.75249107467849,0.3376245537339245,0.03520333907764576
2024-08-01,0,继续不占优,557,13.247508925321508,0.6623754462660754,-0.037811358181187346
2024-08-01,1,继续占优,358,6.75249107467849,0.3376245537339245,0.03520333907764576
2024-10-08,0,继续不占优,586,14.061068247355408,0.7030534123677704,-0.03818361921209509
2024-10-08,1,继续占优,310,5.938931752644592,0.2969465876322296,0.034798159275058575
2024-11-01,0,继续不占优,568,14.12208519650795,0.7061042598253975,-0.040311647113905065
2024-11-01,1,继续占优,274,5.87791480349205,0.2938957401746025,0.04313199454266291
2025-08-01,0,继续不占优,531,13.494966552440152,0.6747483276220076,-0.04120217213649093
2025-08-01,1,继续占优,311,6.505033447559846,0.3252516723779923,0.04494194085998115
2025-11-03,0,继续不占优,475,12.545814010067271,0.6272907005033636,-0.04155762306607375
2025-11-03,1,继续占优,367,7.4541859899327285,0.37270929949663645,0.04932896905711288
2026-02-02,0,继续不占优,454,12.189881806677443,0.6094940903338721,-0.04224684593977492
2026-02-02,1,继续占优,388,7.810118193322559,0.39050590966612797,0.049318348519429206
2026-03-02,0,继续不占优,461,13.038751863174616,0.6519375931587308,-0.04049122328224439
2026-03-02,1,继续占优,334,6.961248136825383,0.34806240684126916,0.04890687070689056
2026-08-03,0,继续不占优,456,13.038751863174614,0.6519375931587307,-0.04036604144603892
2026-08-03,1,继续占优,334,6.961248136825383,0.34806240684126916,0.04890687070689056
