era,cost,model,assumption,kind,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
2022—2023,BASE,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,-0.046192806968457296,-0.023369469537459782,-0.021727982750501418,0.06159179647425747,-0.35277397306608377,-0.10375894592708984,484,0.026741885776098154,4,162.88674000000003,503.00000000001154,False,1.887201506178826e-11
2024—终点,BASE,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,634,0.0,0,0.0,0.0,False,0.0
2020—2021,BASE,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.05942757999999997,0.0291627300994152,0.02920554899210843,0.030494864381308013,0.9577202451836488,-0.010600519697251815,486,0.020204524767668503,2,80.88400000000001,221.6000000000002,False,2.3874235921539366e-11
2022—2023,BASE,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,-0.003487093473628174,-0.0017450693703677852,0.0017178391096761558,0.08318904924630426,0.020649822605737646,-0.10372443437118016,484,0.11507148919008614,14,569.0646,1630.800000000006,False,3.505817858240334e-11
2024—终点,BASE,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,634,0.0,0,0.0,0.0,False,0.0
2020—2021,BASE,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.017712029500000035,0.00878070035935544,0.008772938907359763,0.007821192205760831,1.1216881872431042,-0.002391845743045072,486,0.0081477337213043,2,79.89410000000001,244.20000000000925,False,1.3869794202037156e-11
2022—2023,BASE,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,-0.021525411771699976,-0.010821255673020426,-0.010487012190057432,0.028013611115196946,-0.37435417186784575,-0.05488296666723315,484,0.02058315491638923,2,80.23410000000001,212.4000000000002,False,1.743671873555286e-11
2024—终点,BASE,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.051533501337583894,0.0193655638932051,0.019303039966607455,0.015709638150825978,1.228738675027505,0.0,634,0.015699627353633623,2,81.33264,214.4000000000002,False,1.77351466845721e-11
2020—2021,BASE,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.017712029500000035,0.00878070035935544,0.008772938907359763,0.007821192205760831,1.1216881872431042,-0.002391845743045072,486,0.0081477337213043,2,79.89410000000001,244.20000000000925,False,1.3869794202037156e-11
2022—2023,BASE,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,-0.021525411771699976,-0.010821255673020426,-0.010487012190057432,0.028013611115196946,-0.37435417186784575,-0.05488296666723315,484,0.02058315491638923,2,80.23410000000001,212.4000000000002,False,1.743671873555286e-11
2024—终点,BASE,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.051533501337583894,0.0193655638932051,0.019303039966607455,0.015709638150825978,1.228738675027505,0.0,634,0.015699627353633623,2,81.33264,214.4000000000002,False,1.77351466845721e-11
