cost,model,assumption,kind,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
BASE,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,EARLIER_POST_SELECTION_DIAGNOSTIC,-0.03189123000000005,-0.006413652140253783,-0.006146270578267949,0.023671926176981054,-0.2596438723370419,-0.04969876500000004,1219,0.0008151855786887581,2,78.24600000000001,270.00000000001023,False,8.810729923425242e-12
STRESS,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,EARLIER_POST_SELECTION_DIAGNOSTIC,-0.03318246000000003,-0.006676878258721593,-0.0064068279159475655,0.023840990456139525,-0.26873161699109194,-0.050347710000000045,1219,0.0008157426358463438,2,156.49200000000002,450.00000000003035,False,4.035882739117369e-12
BASE,V1_CLIMAX_RECOVERY_D100_L1,PENETRATION,EARLIER_POST_SELECTION_DIAGNOSTIC,-0.06078113680000049,-0.012371589893937307,-0.011231082736170083,0.04914706769187297,-0.22851989474902631,-0.12847431400000034,1219,0.01222100212306105,6,225.62736,733.6000000000621,False,2.4385826691286638e-11
STRESS,V1_CLIMAX_RECOVERY_D100_L1,PENETRATION,EARLIER_POST_SELECTION_DIAGNOSTIC,-0.0638123112000002,-0.01300518492099006,-0.011866408761760785,0.04926682468728254,-0.2408600277586778,-0.13051822840000007,1219,0.01222590250583068,6,450.66224000000005,1315.800000000038,False,2.4414248400717042e-11
BASE,BUY_HOLD,LEGACY_OPEN,EARLIER_BENCHMARK,0.21231097120000025,0.038961228196643924,0.0700992870589068,0.25150253852073073,0.27872198615255206,-0.45019194035126736,1219,0.9624183821070051,2,85.00576000000001,276.9999999999941,False,4.729372449219227e-11
STRESS,BUY_HOLD,LEGACY_OPEN,EARLIER_BENCHMARK,0.21077794240000033,0.038700272085686674,0.06989107720459181,0.2516713023637165,0.2777077741807245,-0.45042134867956046,1219,0.9631159747963955,2,170.01152000000002,498.5999999999943,False,5.4569682106375694e-11
