year,cost,model,assumption,kind,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
2024,STRESS,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0500887472808871,0.049877563772791525,0.04897935418059886,0.024716326551329465,1.981659939590186,0.0,243,0.0410218378435422,2,164.48616,433.60000000002447,False,2.0833113012486137e-11
2026,STRESS,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,STRESS,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.05760153999999998,0.05735782511198724,0.056677329195439094,0.04272106827022116,1.3266833319087712,-0.010553124988920208,243,0.040226386287330516,2,160.892,440.79999999997597,False,1.978150976356119e-11
2021,STRESS,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,STRESS,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,-0.0621232777327461,-0.0621232777327461,-0.057516199338321417,0.11501920155229153,-0.5000573692225871,-0.12708039203978994,242,0.1598625927215272,10,797.23484,2156.2000000000435,False,3.097966327914037e-11
2023,STRESS,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,-0.005800685732887909,-0.005800685732887909,-0.004541135589120615,0.050584216333398976,-0.08977376577686078,-0.04458312075243501,242,0.15621700905860264,8,640.63988,1730.400000000004,False,2.1827872842550278e-11
2024,STRESS,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.050067385832105175,0.04985629450864115,0.04895883833165488,0.02470588691526877,1.9816668998592908,0.0,243,0.04100501166172003,2,161.14788000000001,424.80000000002394,False,1.7678303265711293e-11
2026,STRESS,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.024508138316106185,0.04010868757383552,0.04084752358078527,0.055741888793734304,0.7327976224834484,-0.01938041704715259,149,0.05361184099960267,2,167.46688,463.9999999999901,False,2.6432189770275727e-11
2020,STRESS,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0579151600000001,0.057670082330660476,0.056982242964426125,0.0429496076065556,1.3267232494046968,-0.010608136054631368,243,0.04043840535085269,2,161.76800000000003,443.1999999999758,False,2.3874235921539366e-11
2021,STRESS,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,STRESS,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,-0.048835725919647785,-0.048835725919647785,-0.04622662502172181,0.08719902967793677,-0.53012774560057,-0.10499864321008746,242,0.05346679499072588,4,324.81096,903.6000000000122,False,2.546585164964199e-11
2023,STRESS,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,STRESS,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2026,STRESS,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,STRESS,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0579151600000001,0.057670082330660476,0.056982242964426125,0.0429496076065556,1.3267232494046968,-0.010608136054631368,243,0.04043840535085269,2,161.76800000000003,443.1999999999758,False,2.3874235921539366e-11
2021,STRESS,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,STRESS,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,-0.038592722312439647,-0.038592722312439647,-0.033016977766489375,0.11259138345758152,-0.29324604381407593,-0.10501442874959037,242,0.15598300348764213,10,799.1652000000001,2167.0000000000437,False,3.078071131312754e-11
2023,STRESS,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.02626922478222502,0.02626922478222502,0.02657509883270337,0.03597657756671768,0.7386777906658992,-0.036904875234025435,242,0.07423392850629043,4,332.28084,887.2000000000007,False,2.4101609596982598e-11
2024,STRESS,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2026,STRESS,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,STRESS,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2021,STRESS,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.01649855899999992,0.016430108967963045,0.016355777055459427,0.010870177030180056,1.5046467973841735,-0.0029899848000042297,243,0.016305206350512358,2,159.78820000000002,406.9999999999913,False,2.0094148567295633e-11
2022,STRESS,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,-0.02294723371073655,-0.02294723371073655,-0.022430876123482824,0.039574661824741786,-0.5667989336919413,-0.05488452320881246,242,0.04116750671040225,2,160.166,424.00000000002393,False,1.6115109247039072e-11
2023,STRESS,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,STRESS,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.050087652980653,0.049876474195017464,0.04897830320606492,0.024715791753679637,1.981660296145404,0.0,243,0.041020975888410534,2,162.36180000000002,428.00000000002416,False,2.233946361229755e-11
2026,STRESS,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,STRESS,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2021,STRESS,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.01649855899999992,0.016430108967963045,0.016355777055459427,0.010870177030180056,1.5046467973841735,-0.0029899848000042297,243,0.016305206350512358,2,159.78820000000002,406.9999999999913,False,2.0094148567295633e-11
2022,STRESS,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,-0.02294723371073655,-0.02294723371073655,-0.022430876123482824,0.039574661824741786,-0.5667989336919413,-0.05488452320881246,242,0.04116750671040225,2,160.166,424.00000000002393,False,1.6115109247039072e-11
2023,STRESS,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,STRESS,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.050087652980653,0.049876474195017464,0.04897830320606492,0.024715791753679637,1.981660296145404,0.0,243,0.041020975888410534,2,162.36180000000002,428.00000000002416,False,2.233946361229755e-11
2026,STRESS,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,STRESS,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2021,STRESS,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.016579633000000222,0.016510843879876034,0.01643578128057625,0.01092317692048274,1.5046704269484528,-0.00300439454869106,243,0.01638434003397662,2,160.5734,408.9999999999913,False,1.6370904631912708e-11
2022,STRESS,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2023,STRESS,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,STRESS,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2026,STRESS,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,STRESS,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2021,STRESS,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.016579633000000222,0.016510843879876034,0.01643578128057625,0.01092317692048274,1.5046704269484528,-0.00300439454869106,243,0.01638434003397662,2,160.5734,408.9999999999913,False,1.6370904631912708e-11
2022,STRESS,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2023,STRESS,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,STRESS,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2026,STRESS,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,BASE,S1_TREND_REBOUND_D50_L1,PENETRATION,LIMIT_POLICY,-0.009566738700000252,-0.009527557551261367,-0.004842494129424715,0.09697414494122499,-0.04993593016323784,-0.06765668860073584,243,0.15117896660794303,16,640.84774,1978.4000000000165,False,2.9388047551037744e-11
2021,BASE,S1_TREND_REBOUND_D50_L1,PENETRATION,LIMIT_POLICY,0.017606612359838604,0.017533525655246268,0.019109941129234642,0.05891295196126722,0.324375888375083,-0.04307634066297245,243,0.08994930392516114,6,234.86510000000004,661.1999999998932,False,1.949729266925715e-11
2022,BASE,S1_TREND_REBOUND_D50_L1,PENETRATION,LIMIT_POLICY,-0.0882362175780991,-0.0882362175780991,-0.08500018263060538,0.12134894502190631,-0.7004608290188338,-0.15379269150095506,242,0.23455181143028694,14,528.95266,1600.7999999999442,False,3.524291969370097e-11
2023,BASE,S1_TREND_REBOUND_D50_L1,PENETRATION,LIMIT_POLICY,-0.03291617337788472,-0.03291617337788472,-0.03194533021661761,0.055241562017422606,-0.5782843397249047,-0.0456804454531069,242,0.18986998052055531,12,432.50210000000004,1303.4000000000224,False,2.5849544726952445e-11
2024,BASE,S1_TREND_REBOUND_D50_L1,PENETRATION,LIMIT_POLICY,-0.021008372633552305,-0.021008372633552305,-0.021050826167338554,0.018999863286119797,-1.107946191524287,-0.03060156288714577,242,0.04954334493402435,4,141.39732,412.39999999997667,False,2.1458390619955026e-11
2025,BASE,S1_TREND_REBOUND_D50_L1,PENETRATION,LIMIT_POLICY,-0.01918434895081991,-0.01910616006842311,-0.018354572119418516,0.043334895484251845,-0.423551780021915,-0.06583173151518218,243,0.13967738239956634,14,490.36372000000006,1546.6999999999416,False,2.5124791136477143e-11
2026,BASE,S1_TREND_REBOUND_D50_L1,PENETRATION,LIMIT_POLICY,-0.030861351173219486,-0.04963916493369018,-0.04840514838880281,0.07109081104325786,-0.6808917731906152,-0.039223726428573365,149,0.08041583184592198,4,133.29482000000002,419.4000000000159,False,2.3646862246096134e-11
2020,BASE,S1_TREND_REBOUND_D50_L3,PENETRATION,LIMIT_POLICY,-0.00930318600000058,-0.009265079190840226,-0.004543989784054323,0.09731957396634883,-0.04669142700548139,-0.06763989694904103,243,0.15938277668518266,16,640.8371999999999,1978.4000000000165,False,2.8336444302112795e-11
2021,BASE,S1_TREND_REBOUND_D50_L3,PENETRATION,LIMIT_POLICY,0.005292861575711201,0.0052710229482304935,0.0065041905480678255,0.04990446447175813,0.13033283929434147,-0.043098401618804176,243,0.07761799637590981,6,232.57578,653.3999999999257,False,2.916067387559451e-11
2022,BASE,S1_TREND_REBOUND_D50_L3,PENETRATION,LIMIT_POLICY,-0.10031009614542748,-0.10031009614542748,-0.09863771065687998,0.11872929022273894,-0.8307782390666475,-0.164997995442084,242,0.2138545541263492,14,520.17616,1573.199999999982,False,2.6346924641984515e-11
2023,BASE,S1_TREND_REBOUND_D50_L3,PENETRATION,LIMIT_POLICY,-0.024750474345157977,-0.024750474345157977,-0.023417921552007726,0.057383593742579585,-0.4080943702665181,-0.05500629239349495,242,0.21052304002715752,14,495.97090000000003,1541.399999999994,False,3.353761712787673e-11
2024,BASE,S1_TREND_REBOUND_D50_L3,PENETRATION,LIMIT_POLICY,-0.018000972127578563,-0.018000972127578563,-0.017916596181964173,0.022277827648635475,-0.8042344372415311,-0.03390948366837549,242,0.06607787432664085,4,139.36662,406.799999999977,False,2.3874235921539366e-11
2025,BASE,S1_TREND_REBOUND_D50_L3,PENETRATION,LIMIT_POLICY,0.013855917223490532,0.013798505391751339,0.015425060888178032,0.05888646419488269,0.26194578158283255,-0.053479490943811166,243,0.14379266145434033,14,491.36472000000003,1509.1999999999646,False,2.8194335754960775e-11
2026,BASE,S1_TREND_REBOUND_D50_L3,PENETRATION,LIMIT_POLICY,0.023144510473865013,0.03786114564043998,0.041333285942192585,0.09197873778468992,0.4493787035754758,-0.039190252556721414,149,0.14732896690292596,8,284.9624,914.3999999999683,False,3.461764208623208e-11
2020,BASE,S1_TREND_REBOUND_D100_L1,PENETRATION,LIMIT_POLICY,0.010963665500000159,0.010918302122586824,0.015428048433173568,0.09529027771520895,0.16190579776966219,-0.06767829384168704,243,0.12675464846556989,8,322.1669,1065.99999999995,False,2.773958840407431e-11
2021,BASE,S1_TREND_REBOUND_D100_L1,PENETRATION,LIMIT_POLICY,-0.012455908386946723,-0.012404968762708144,-0.010919342665690395,0.05601159049392648,-0.19494791291231794,-0.04305488920144058,243,0.06113408662268082,2,79.69416000000001,218.40000000000828,False,2.6830093702301383e-11
2022,BASE,S1_TREND_REBOUND_D100_L1,PENETRATION,LIMIT_POLICY,-0.10490292083343937,-0.10490292083343937,-0.10594588833776708,0.09818103910300251,-1.079087054951806,-0.11044086563546941,242,0.14423007419671338,10,378.61088,1165.2000000000091,False,2.4982682589325123e-11
2023,BASE,S1_TREND_REBOUND_D100_L1,PENETRATION,LIMIT_POLICY,0.012260607112980795,0.012260607112980795,0.013140920783339616,0.0437761889371686,0.30018421206561885,-0.030263851063944868,242,0.14034695896818758,8,287.08832000000007,838.2000000000107,False,2.6631141736288555e-11
2024,BASE,S1_TREND_REBOUND_D100_L1,PENETRATION,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,BASE,S1_TREND_REBOUND_D100_L1,PENETRATION,LIMIT_POLICY,0.04783348269528984,0.04763202187112826,0.047009752565312646,0.030941949832287402,1.5192886298412507,-0.015908445739927318,243,0.05345604187277754,6,223.10746,625.3999999999738,False,1.9625190361693967e-11
2026,BASE,S1_TREND_REBOUND_D100_L1,PENETRATION,LIMIT_POLICY,-0.023306114673857275,-0.03757675525666784,-0.03812120581084386,0.01879589867555248,-2.028166169060461,-0.023306114673857275,149,0.013399129338838026,2,74.81316000000001,228.60000000000866,False,2.5778490453376435e-11
2020,BASE,S1_TREND_REBOUND_D100_L3,PENETRATION,LIMIT_POLICY,0.0009139067000000972,0.0009101440561029857,0.0055177093238773615,0.09570312270013993,0.05765443350438652,-0.07186844663838846,243,0.1308635473812993,10,402.51866,1307.1999999999591,False,2.773958840407431e-11
2021,BASE,S1_TREND_REBOUND_D100_L3,PENETRATION,LIMIT_POLICY,-0.02439983482747259,-0.024300654034127702,-0.02362263752151851,0.04414049577116046,-0.535169284096545,-0.04305223069993713,243,0.04470157740686294,2,78.42680000000001,213.5999999999765,False,2.2538415578310378e-11
2022,BASE,S1_TREND_REBOUND_D100_L3,PENETRATION,LIMIT_POLICY,-0.07362387427107096,-0.07362387427107098,-0.06992375976409226,0.11438894216929722,-0.6112807622663747,-0.13790376500624646,242,0.1690356286819193,12,441.5215,1329.9999999999882,False,2.1827872842550278e-11
2023,BASE,S1_TREND_REBOUND_D100_L3,PENETRATION,LIMIT_POLICY,-0.0058106124872933365,-0.005810612487293336,-0.004414475407349627,0.05325071122828872,-0.08289983937349736,-0.035476158040947094,242,0.1856276133341582,14,504.35446,1570.2000000000307,False,2.3646862246096134e-11
2024,BASE,S1_TREND_REBOUND_D100_L3,PENETRATION,LIMIT_POLICY,0.009106073909840317,0.009106073909840317,0.00931307290443828,0.022312650693371423,0.4173898042156408,-0.028954509801852008,242,0.061961521123664105,4,144.80434000000002,421.9999999999535,False,2.4556356947869062e-11
2025,BASE,S1_TREND_REBOUND_D100_L3,PENETRATION,LIMIT_POLICY,0.052191981684753454,0.05197171302522187,0.052115542286459246,0.054031500470261666,0.9645399782140616,-0.03149855813002723,243,0.10686799572097573,10,373.62264000000005,1151.1999999999534,False,2.8251179173821583e-11
2026,BASE,S1_TREND_REBOUND_D100_L3,PENETRATION,LIMIT_POLICY,0.024032383265895404,0.03932433221368765,0.038832952823131345,0.022954842699871268,1.6917106917639266,0.0,149,0.013404863903454389,2,77.20622,247.79999999997273,False,2.113154096150538e-11
2020,BASE,R2_Z_CONFIRM_D50_L1,PENETRATION,LIMIT_POLICY,0.0591057699999997,0.058855515274115915,0.05809885094464721,0.0428596882111745,1.3555593465446514,-0.010545587391599625,243,0.040197337448413695,2,80.446,220.4000000000002,False,1.978150976356119e-11
2021,BASE,R2_Z_CONFIRM_D50_L1,PENETRATION,LIMIT_POLICY,0.034859261506997884,0.03471334625539336,0.034296295766699784,0.01852415784514621,1.8514361653253926,-0.0013634313550598966,243,0.02465271161329831,2,86.071,248.9999999999357,False,2.461320036672987e-11
2022,BASE,R2_Z_CONFIRM_D50_L1,PENETRATION,LIMIT_POLICY,-0.0886582546080824,-0.0886582546080824,-0.08585579254972564,0.11804757434986181,-0.7272982356695595,-0.15419153595506693,242,0.205647074080885,12,493.74006,1465.5999999999697,False,3.129230208287481e-11
2023,BASE,R2_Z_CONFIRM_D50_L1,PENETRATION,LIMIT_POLICY,0.0008832384432437295,0.0008832384432437295,0.002195301052623666,0.05130200823603833,0.04279171767551829,-0.041813099992667205,242,0.16102354089347273,8,323.9548,871.2000000000031,False,2.3703705664956942e-11
2024,BASE,R2_Z_CONFIRM_D50_L1,PENETRATION,LIMIT_POLICY,-0.021700710274364564,-0.021700710274364564,-0.021761170886824166,0.018842690876566044,-1.1548865833110773,-0.030586654409537478,242,0.0412619037271585,2,78.99600000000001,239.99999999997357,False,1.921307557495311e-11
2025,BASE,R2_Z_CONFIRM_D50_L1,PENETRATION,LIMIT_POLICY,0.06584027907574717,0.06556063803806748,0.06426038850535307,0.039052136748549036,1.645502496294025,-0.01701468333148264,243,0.0820913905894299,4,159.70203999999998,415.9999999999779,False,3.282707439211663e-11
2026,BASE,R2_Z_CONFIRM_D50_L1,PENETRATION,LIMIT_POLICY,-0.0027731645145162593,-0.004500166453418991,-0.0022441741536891975,0.06767184254413457,-0.03316259864249419,-0.039222875935121464,149,0.06702665622290964,2,83.16900000000001,270.00000000001023,False,2.000888343900442e-11
2020,BASE,R2_Z_CONFIRM_D50_L3,PENETRATION,LIMIT_POLICY,0.0591057699999997,0.058855515274115915,0.05809885094464721,0.0428596882111745,1.3555593465446514,-0.010545587391599625,243,0.040197337448413695,2,80.446,220.4000000000002,False,1.978150976356119e-11
2021,BASE,R2_Z_CONFIRM_D50_L3,PENETRATION,LIMIT_POLICY,0.034859261506997884,0.03471334625539336,0.034296295766699784,0.01852415784514621,1.8514361653253926,-0.0013634313550598966,243,0.02465271161329831,2,86.071,248.9999999999357,False,2.461320036672987e-11
2022,BASE,R2_Z_CONFIRM_D50_L3,PENETRATION,LIMIT_POLICY,-0.0886582546080824,-0.0886582546080824,-0.08585579254972564,0.11804757434986181,-0.7272982356695595,-0.15419153595506693,242,0.205647074080885,12,493.74006,1465.5999999999697,False,3.129230208287481e-11
2023,BASE,R2_Z_CONFIRM_D50_L3,PENETRATION,LIMIT_POLICY,0.0008832384432437295,0.0008832384432437295,0.002195301052623666,0.05130200823603833,0.04279171767551829,-0.041813099992667205,242,0.16102354089347273,8,323.9548,871.2000000000031,False,2.3703705664956942e-11
2024,BASE,R2_Z_CONFIRM_D50_L3,PENETRATION,LIMIT_POLICY,-0.021700710274364564,-0.021700710274364564,-0.021761170886824166,0.018842690876566044,-1.1548865833110773,-0.030586654409537478,242,0.0412619037271585,2,78.99600000000001,239.99999999997357,False,1.921307557495311e-11
2025,BASE,R2_Z_CONFIRM_D50_L3,PENETRATION,LIMIT_POLICY,0.06584027907574717,0.06556063803806748,0.06426038850535307,0.039052136748549036,1.645502496294025,-0.01701468333148264,243,0.0820913905894299,4,159.70203999999998,415.9999999999779,False,3.282707439211663e-11
2026,BASE,R2_Z_CONFIRM_D50_L3,PENETRATION,LIMIT_POLICY,0.04238292661556073,0.06974242943405813,0.07143420689270547,0.090202656302058,0.7919301916508602,-0.0391925928204575,149,0.1339712062619547,6,256.90696,836.999999999952,False,2.319211489520967e-11
2020,BASE,R2_Z_CONFIRM_D100_L1,PENETRATION,LIMIT_POLICY,0.05942757999999997,0.05917592502568174,0.05841109798421686,0.043088720122709485,1.3556006727020855,-0.010600519697251815,243,0.040409049535337006,2,80.88400000000001,221.6000000000002,False,2.3874235921539366e-11
2021,BASE,R2_Z_CONFIRM_D100_L1,PENETRATION,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,BASE,R2_Z_CONFIRM_D100_L1,PENETRATION,LIMIT_POLICY,-0.09796754385042501,-0.09796754385042501,-0.09834135180268666,0.09704783154001459,-1.013328687948465,-0.10372927790920543,242,0.13599886272508202,8,323.00358,970.9999999999993,False,2.8990143619012088e-11
2023,BASE,R2_Z_CONFIRM_D100_L1,PENETRATION,LIMIT_POLICY,0.03219470186483777,0.03219470186483777,0.032462950061553975,0.03943295525959858,0.8232441582894552,-0.030319388568511307,242,0.11974276880775489,6,236.00350000000003,633.6000000000012,False,3.736033704626607e-11
2024,BASE,R2_Z_CONFIRM_D100_L1,PENETRATION,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,BASE,R2_Z_CONFIRM_D100_L1,PENETRATION,LIMIT_POLICY,0.07275940494485802,0.07244939044230186,0.07076188365494443,0.04047387487712899,1.7483347929933593,-0.017019680837375983,243,0.08225152512243496,4,162.05846000000003,422.8000000000004,False,2.5622171051509213e-11
2026,BASE,R2_Z_CONFIRM_D100_L1,PENETRATION,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,BASE,R2_Z_CONFIRM_D100_L3,PENETRATION,LIMIT_POLICY,0.05942757999999997,0.05917592502568174,0.05841109798421686,0.043088720122709485,1.3556006727020855,-0.010600519697251815,243,0.040409049535337006,2,80.88400000000001,221.6000000000002,False,2.3874235921539366e-11
2021,BASE,R2_Z_CONFIRM_D100_L3,PENETRATION,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,BASE,R2_Z_CONFIRM_D100_L3,PENETRATION,LIMIT_POLICY,-0.06649160606145424,-0.06649160606145424,-0.06237426444704475,0.11335147353445682,-0.5502730798473836,-0.13125932977868507,242,0.16076622326464268,10,400.70826,1178.5999999999765,False,2.8990143619012088e-11
2023,BASE,R2_Z_CONFIRM_D100_L3,PENETRATION,LIMIT_POLICY,0.013789967048349405,0.013789967048349405,0.014878942558244181,0.048728496852070945,0.30534376226324805,-0.03550077368494567,242,0.16096284087447302,8,322.98716,872.000000000001,False,1.7493562154413667e-11
2024,BASE,R2_Z_CONFIRM_D100_L3,PENETRATION,LIMIT_POLICY,0.00020383442325064594,0.00020383442325064592,0.00038727729032106417,0.019180917215526148,0.02019075969983226,-0.024939847683140687,242,0.04127430427125971,2,80.12620000000001,241.99999999997334,False,1.9326762412674725e-11
2025,BASE,R2_Z_CONFIRM_D100_L3,PENETRATION,LIMIT_POLICY,0.07277018513147565,0.07246012316326637,0.07077263316195194,0.04049250610668802,1.747795826108739,-0.017034540761192277,243,0.08228268548720605,4,164.81912000000003,430.00000000000034,False,3.397815362404799e-11
2026,BASE,R2_Z_CONFIRM_D100_L3,PENETRATION,LIMIT_POLICY,0.02401728520085781,0.03929944445453206,0.03880868072634622,0.022940504721119106,1.6917099775323956,0.0,149,0.013396567520911295,2,86.92710000000001,278.9999999999693,False,2.2453150450019166e-11
2020,BASE,V1_CLIMAX_RECOVERY_D50_L1,PENETRATION,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2021,BASE,V1_CLIMAX_RECOVERY_D50_L1,PENETRATION,LIMIT_POLICY,0.017712029500000035,0.017638501417511665,0.017545877814719526,0.011043376733653281,1.5888145662232733,-0.002391845743045072,243,0.0162954674426086,2,79.89410000000001,244.20000000000925,False,1.3869794202037156e-11
