market_id,instrument_id,field,xml_raw,sse_raw,xml_normalized,sse_normalized,xml_presence,sse_presence,match
101,600570,InstrumentName,恒生电子,恒生电子,恒生电子,恒生电子,True,True,True
101,600570,Quantity,200,200,200,200,True,True,True
101,600570,SubstitutionFlag,1,1,1,1,True,True,True
101,600570,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600570,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600570,SubstitutionCashAmount,,-,,,False,True,True
101,600570,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600584,InstrumentID,600584,600584,600584,600584,True,True,True
101,600584,InstrumentName,长电科技,长电科技,长电科技,长电科技,True,True,True
101,600584,Quantity,200,200,200,200,True,True,True
101,600584,SubstitutionFlag,1,1,1,1,True,True,True
101,600584,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600584,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600584,SubstitutionCashAmount,,-,,,False,True,True
101,600584,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600585,InstrumentID,600585,600585,600585,600585,True,True,True
101,600585,InstrumentName,海螺水泥,海螺水泥,海螺水泥,海螺水泥,True,True,True
101,600585,Quantity,400,400,400,400,True,True,True
101,600585,SubstitutionFlag,1,1,1,1,True,True,True
101,600585,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600585,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600585,SubstitutionCashAmount,,-,,,False,True,True
101,600585,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600588,InstrumentID,600588,600588,600588,600588,True,True,True
101,600588,InstrumentName,用友网络,用友网络,用友网络,用友网络,True,True,True
101,600588,Quantity,300,300,300,300,True,True,True
101,600588,SubstitutionFlag,1,1,1,1,True,True,True
101,600588,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600588,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600588,SubstitutionCashAmount,,-,,,False,True,True
101,600588,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600600,InstrumentID,600600,600600,600600,600600,True,True,True
101,600600,InstrumentName,青岛啤酒,青岛啤酒,青岛啤酒,青岛啤酒,True,True,True
101,600600,Quantity,100,100,100,100,True,True,True
101,600600,SubstitutionFlag,1,1,1,1,True,True,True
101,600600,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600600,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600600,SubstitutionCashAmount,,-,,,False,True,True
101,600600,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600660,InstrumentID,600660,600660,600660,600660,True,True,True
101,600660,InstrumentName,福耀玻璃,福耀玻璃,福耀玻璃,福耀玻璃,True,True,True
101,600660,Quantity,300,300,300,300,True,True,True
101,600660,SubstitutionFlag,1,1,1,1,True,True,True
101,600660,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600660,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600660,SubstitutionCashAmount,,-,,,False,True,True
101,600660,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600674,InstrumentID,600674,600674,600674,600674,True,True,True
101,600674,InstrumentName,川投能源,川投能源,川投能源,川投能源,True,True,True
101,600674,Quantity,300,300,300,300,True,True,True
101,600674,SubstitutionFlag,1,1,1,1,True,True,True
101,600674,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600674,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600674,SubstitutionCashAmount,,-,,,False,True,True
101,600674,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600690,InstrumentID,600690,600690,600690,600690,True,True,True
101,600690,InstrumentName,海尔智家,海尔智家,海尔智家,海尔智家,True,True,True
101,600690,Quantity,600,600,600,600,True,True,True
101,600690,SubstitutionFlag,1,1,1,1,True,True,True
101,600690,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600690,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600690,SubstitutionCashAmount,,-,,,False,True,True
101,600690,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600741,InstrumentID,600741,600741,600741,600741,True,True,True
101,600741,InstrumentName,华域汽车,华域汽车,华域汽车,华域汽车,True,True,True
101,600741,Quantity,300,300,300,300,True,True,True
101,600741,SubstitutionFlag,1,1,1,1,True,True,True
101,600741,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600741,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600741,SubstitutionCashAmount,,-,,,False,True,True
101,600741,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600760,InstrumentID,600760,600760,600760,600760,True,True,True
101,600760,InstrumentName,中航沈飞,中航沈飞,中航沈飞,中航沈飞,True,True,True
101,600760,Quantity,200,200,200,200,True,True,True
101,600760,SubstitutionFlag,1,1,1,1,True,True,True
101,600760,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600760,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600760,SubstitutionCashAmount,,-,,,False,True,True
101,600760,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600795,InstrumentID,600795,600795,600795,600795,True,True,True
101,600795,InstrumentName,国电电力,国电电力,国电电力,国电电力,True,True,True
101,600795,Quantity,1400,1400,1400,1400,True,True,True
101,600795,SubstitutionFlag,1,1,1,1,True,True,True
101,600795,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600795,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600795,SubstitutionCashAmount,,-,,,False,True,True
101,600795,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600803,InstrumentID,600803,600803,600803,600803,True,True,True
101,600803,InstrumentName,新奥股份,新奥股份,新奥股份,新奥股份,True,True,True
101,600803,Quantity,100,100,100,100,True,True,True
101,600803,SubstitutionFlag,1,1,1,1,True,True,True
101,600803,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600803,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600803,SubstitutionCashAmount,,-,,,False,True,True
101,600803,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600809,InstrumentID,600809,600809,600809,600809,True,True,True
101,600809,InstrumentName,山西汾酒,山西汾酒,山西汾酒,山西汾酒,True,True,True
101,600809,Quantity,100,100,100,100,True,True,True
101,600809,SubstitutionFlag,1,1,1,1,True,True,True
101,600809,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600809,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600809,SubstitutionCashAmount,,-,,,False,True,True
101,600809,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600845,InstrumentID,600845,600845,600845,600845,True,True,True
101,600845,InstrumentName,宝信软件,宝信软件,宝信软件,宝信软件,True,True,True
101,600845,Quantity,100,100,100,100,True,True,True
101,600845,SubstitutionFlag,1,1,1,1,True,True,True
101,600845,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600845,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600845,SubstitutionCashAmount,,-,,,False,True,True
101,600845,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600875,InstrumentID,600875,600875,600875,600875,True,True,True
101,600875,InstrumentName,东方电气,东方电气,东方电气,东方电气,True,True,True
101,600875,Quantity,200,200,200,200,True,True,True
101,600875,SubstitutionFlag,1,1,1,1,True,True,True
101,600875,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600875,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600875,SubstitutionCashAmount,,-,,,False,True,True
101,600875,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600886,InstrumentID,600886,600886,600886,600886,True,True,True
101,600886,InstrumentName,国投电力,国投电力,国投电力,国投电力,True,True,True
101,600886,Quantity,400,400,400,400,True,True,True
101,600886,SubstitutionFlag,1,1,1,1,True,True,True
101,600886,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600886,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600886,SubstitutionCashAmount,,-,,,False,True,True
101,600886,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600887,InstrumentID,600887,600887,600887,600887,True,True,True
101,600887,InstrumentName,伊利股份,伊利股份,伊利股份,伊利股份,True,True,True
101,600887,Quantity,1000,1000,1000,1000,True,True,True
101,600887,SubstitutionFlag,1,1,1,1,True,True,True
101,600887,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600887,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600887,SubstitutionCashAmount,,-,,,False,True,True
101,600887,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600893,InstrumentID,600893,600893,600893,600893,True,True,True
101,600893,InstrumentName,航发动力,航发动力,航发动力,航发动力,True,True,True
101,600893,Quantity,200,200,200,200,True,True,True
101,600893,SubstitutionFlag,1,1,1,1,True,True,True
101,600893,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600893,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600893,SubstitutionCashAmount,,-,,,False,True,True
101,600893,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600900,InstrumentID,600900,600900,600900,600900,True,True,True
101,600900,InstrumentName,长江电力,长江电力,长江电力,长江电力,True,True,True
101,600900,Quantity,2000,2000,2000,2000,True,True,True
101,600900,SubstitutionFlag,1,1,1,1,True,True,True
101,600900,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600900,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600900,SubstitutionCashAmount,,-,,,False,True,True
101,600900,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600905,InstrumentID,600905,600905,600905,600905,True,True,True
101,600905,InstrumentName,三峡能源,三峡能源,三峡能源,三峡能源,True,True,True
101,600905,Quantity,2300,2300,2300,2300,True,True,True
101,600905,SubstitutionFlag,1,1,1,1,True,True,True
101,600905,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600905,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600905,SubstitutionCashAmount,,-,,,False,True,True
101,600905,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600918,InstrumentID,600918,600918,600918,600918,True,True,True
101,600918,InstrumentName,中泰证券,中泰证券,中泰证券,中泰证券,True,True,True
101,600918,Quantity,500,500,500,500,True,True,True
101,600918,SubstitutionFlag,1,1,1,1,True,True,True
101,600918,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600918,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600918,SubstitutionCashAmount,,-,,,False,True,True
101,600918,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600919,InstrumentID,600919,600919,600919,600919,True,True,True
101,600919,InstrumentName,江苏银行,江苏银行,江苏银行,江苏银行,True,True,True
101,600919,Quantity,2400,2400,2400,2400,True,True,True
101,600919,SubstitutionFlag,1,1,1,1,True,True,True
101,600919,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600919,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600919,SubstitutionCashAmount,,-,,,False,True,True
101,600919,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600926,InstrumentID,600926,600926,600926,600926,True,True,True
101,600926,InstrumentName,杭州银行,杭州银行,杭州银行,杭州银行,True,True,True
101,600926,Quantity,800,800,800,800,True,True,True
101,600926,SubstitutionFlag,1,1,1,1,True,True,True
101,600926,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600926,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600926,SubstitutionCashAmount,,-,,,False,True,True
101,600926,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600930,InstrumentID,600930,600930,600930,600930,True,True,True
101,600930,InstrumentName,华电新能,华电新能,华电新能,华电新能,True,True,True
101,600930,Quantity,500,500,500,500,True,True,True
101,600930,SubstitutionFlag,1,1,1,1,True,True,True
101,600930,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600930,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600930,SubstitutionCashAmount,,-,,,False,True,True
101,600930,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600938,InstrumentID,600938,600938,600938,600938,True,True,True
101,600938,InstrumentName,中国海油,中国海油,中国海油,中国海油,True,True,True
101,600938,Quantity,400,400,400,400,True,True,True
101,600938,SubstitutionFlag,1,1,1,1,True,True,True
101,600938,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600938,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600938,SubstitutionCashAmount,,-,,,False,True,True
101,600938,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600941,InstrumentID,600941,600941,600941,600941,True,True,True
101,600941,InstrumentName,中国移动,中国移动,中国移动,中国移动,True,True,True
101,600941,Quantity,100,100,100,100,True,True,True
101,600941,SubstitutionFlag,1,1,1,1,True,True,True
101,600941,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600941,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600941,SubstitutionCashAmount,,-,,,False,True,True
101,600941,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600958,InstrumentID,600958,600958,600958,600958,True,True,True
101,600958,InstrumentName,东方证券,东方证券,东方证券,东方证券,True,True,True
101,600958,Quantity,800,800,800,800,True,True,True
101,600958,SubstitutionFlag,1,1,1,1,True,True,True
101,600958,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600958,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600958,SubstitutionCashAmount,,-,,,False,True,True
101,600958,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600989,InstrumentID,600989,600989,600989,600989,True,True,True
101,600989,InstrumentName,宝丰能源,宝丰能源,宝丰能源,宝丰能源,True,True,True
101,600989,Quantity,400,400,400,400,True,True,True
101,600989,SubstitutionFlag,1,1,1,1,True,True,True
101,600989,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600989,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600989,SubstitutionCashAmount,,-,,,False,True,True
101,600989,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600999,InstrumentID,600999,600999,600999,600999,True,True,True
101,600999,InstrumentName,招商证券,招商证券,招商证券,招商证券,True,True,True
101,600999,Quantity,600,600,600,600,True,True,True
101,600999,SubstitutionFlag,1,1,1,1,True,True,True
101,600999,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600999,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600999,SubstitutionCashAmount,,-,,,False,True,True
101,600999,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601006,InstrumentID,601006,601006,601006,601006,True,True,True
101,601006,InstrumentName,大秦铁路,大秦铁路,大秦铁路,大秦铁路,True,True,True
101,601006,Quantity,1900,1900,1900,1900,True,True,True
101,601006,SubstitutionFlag,1,1,1,1,True,True,True
101,601006,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601006,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601006,SubstitutionCashAmount,,-,,,False,True,True
101,601006,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601009,InstrumentID,601009,601009,601009,601009,True,True,True
101,601009,InstrumentName,南京银行,南京银行,南京银行,南京银行,True,True,True
101,601009,Quantity,1000,1000,1000,1000,True,True,True
101,601009,SubstitutionFlag,1,1,1,1,True,True,True
101,601009,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601009,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601009,SubstitutionCashAmount,,-,,,False,True,True
101,601009,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601012,InstrumentID,601012,601012,601012,601012,True,True,True
101,601012,InstrumentName,隆基绿能,隆基绿能,隆基绿能,隆基绿能,True,True,True
101,601012,Quantity,1000,1000,1000,1000,True,True,True
101,601012,SubstitutionFlag,1,1,1,1,True,True,True
101,601012,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601012,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601012,SubstitutionCashAmount,,-,,,False,True,True
101,601012,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601018,InstrumentID,601018,601018,601018,601018,True,True,True
101,601018,InstrumentName,宁波港,宁波港,宁波港,宁波港,True,True,True
101,601018,Quantity,600,600,600,600,True,True,True
101,601018,SubstitutionFlag,1,1,1,1,True,True,True
101,601018,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601018,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601018,SubstitutionCashAmount,,-,,,False,True,True
101,601018,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601021,InstrumentID,601021,601021,601021,601021,True,True,True
101,601021,InstrumentName,春秋航空,春秋航空,春秋航空,春秋航空,True,True,True
101,601021,Quantity,100,100,100,100,True,True,True
101,601021,SubstitutionFlag,1,1,1,1,True,True,True
101,601021,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601021,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601021,SubstitutionCashAmount,,-,,,False,True,True
101,601021,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601058,InstrumentID,601058,601058,601058,601058,True,True,True
101,601058,InstrumentName,赛轮轮胎,赛轮轮胎,赛轮轮胎,赛轮轮胎,True,True,True
101,601058,Quantity,400,400,400,400,True,True,True
101,601058,SubstitutionFlag,1,1,1,1,True,True,True
101,601058,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601058,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601058,SubstitutionCashAmount,,-,,,False,True,True
101,601058,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601059,InstrumentID,601059,601059,601059,601059,True,True,True
101,601059,InstrumentName,信达证券,信达证券,信达证券,信达证券,True,True,True
101,601059,Quantity,200,200,200,200,True,True,True
101,601059,SubstitutionFlag,1,1,1,1,True,True,True
101,601059,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601059,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601059,SubstitutionCashAmount,,-,,,False,True,True
101,601059,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601066,InstrumentID,601066,601066,601066,601066,True,True,True
101,601066,InstrumentName,中信建投,中信建投,中信建投,中信建投,True,True,True
101,601066,Quantity,200,200,200,200,True,True,True
101,601066,SubstitutionFlag,1,1,1,1,True,True,True
101,601066,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601066,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601066,SubstitutionCashAmount,,-,,,False,True,True
101,601066,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601077,InstrumentID,601077,601077,601077,601077,True,True,True
101,601077,InstrumentName,渝农商行,渝农商行,渝农商行,渝农商行,True,True,True
101,601077,Quantity,900,900,900,900,True,True,True
101,601077,SubstitutionFlag,1,1,1,1,True,True,True
101,601077,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601077,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601077,SubstitutionCashAmount,,-,,,False,True,True
101,601077,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601088,InstrumentID,601088,601088,601088,601088,True,True,True
101,601088,InstrumentName,中国神华,中国神华,中国神华,中国神华,True,True,True
101,601088,Quantity,400,400,400,400,True,True,True
101,601088,SubstitutionFlag,1,1,1,1,True,True,True
101,601088,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601088,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601088,SubstitutionCashAmount,,-,,,False,True,True
101,601088,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601100,InstrumentID,601100,601100,601100,601100,True,True,True
101,601100,InstrumentName,恒立液压,恒立液压,恒立液压,恒立液压,True,True,True
101,601100,Quantity,100,100,100,100,True,True,True
101,601100,SubstitutionFlag,1,1,1,1,True,True,True
101,601100,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601100,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601100,SubstitutionCashAmount,,-,,,False,True,True
101,601100,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601111,InstrumentID,601111,601111,601111,601111,True,True,True
101,601111,InstrumentName,中国国航,中国国航,中国国航,中国国航,True,True,True
101,601111,Quantity,800,800,800,800,True,True,True
101,601111,SubstitutionFlag,1,1,1,1,True,True,True
101,601111,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601111,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601111,SubstitutionCashAmount,,-,,,False,True,True
101,601111,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601117,InstrumentID,601117,601117,601117,601117,True,True,True
101,601117,InstrumentName,中国化学,中国化学,中国化学,中国化学,True,True,True
101,601117,Quantity,600,600,600,600,True,True,True
101,601117,SubstitutionFlag,1,1,1,1,True,True,True
101,601117,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601117,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601117,SubstitutionCashAmount,,-,,,False,True,True
101,601117,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601127,InstrumentID,601127,601127,601127,601127,True,True,True
101,601127,InstrumentName,赛力斯,赛力斯,赛力斯,赛力斯,True,True,True
101,601127,Quantity,100,100,100,100,True,True,True
101,601127,SubstitutionFlag,1,1,1,1,True,True,True
101,601127,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601127,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601127,SubstitutionCashAmount,,-,,,False,True,True
101,601127,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601136,InstrumentID,601136,601136,601136,601136,True,True,True
101,601136,InstrumentName,首创证券,首创证券,首创证券,首创证券,True,True,True
101,601136,Quantity,100,100,100,100,True,True,True
101,601136,SubstitutionFlag,1,1,1,1,True,True,True
101,601136,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601136,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601136,SubstitutionCashAmount,,-,,,False,True,True
101,601136,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601138,InstrumentID,601138,601138,601138,601138,True,True,True
101,601138,InstrumentName,工业富联,工业富联,工业富联,工业富联,True,True,True
101,601138,Quantity,600,600,600,600,True,True,True
101,601138,SubstitutionFlag,1,1,1,1,True,True,True
101,601138,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601138,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601138,SubstitutionCashAmount,,-,,,False,True,True
101,601138,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601166,InstrumentID,601166,601166,601166,601166,True,True,True
101,601166,InstrumentName,兴业银行,兴业银行,兴业银行,兴业银行,True,True,True
101,601166,Quantity,2700,2700,2700,2700,True,True,True
101,601166,SubstitutionFlag,1,1,1,1,True,True,True
101,601166,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601166,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601166,SubstitutionCashAmount,,-,,,False,True,True
101,601166,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601169,InstrumentID,601169,601169,601169,601169,True,True,True
101,601169,InstrumentName,北京银行,北京银行,北京银行,北京银行,True,True,True
101,601169,Quantity,2400,2400,2400,2400,True,True,True
101,601169,SubstitutionFlag,1,1,1,1,True,True,True
101,601169,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601169,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601169,SubstitutionCashAmount,,-,,,False,True,True
101,601169,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601186,InstrumentID,601186,601186,601186,601186,True,True,True
101,601186,InstrumentName,中国铁建,中国铁建,中国铁建,中国铁建,True,True,True
101,601186,Quantity,700,700,700,700,True,True,True
101,601186,SubstitutionFlag,1,1,1,1,True,True,True
101,601186,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601186,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601186,SubstitutionCashAmount,,-,,,False,True,True
101,601186,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601211,InstrumentID,601211,601211,601211,601211,True,True,True
101,601211,InstrumentName,国泰海通,国泰海通,国泰海通,国泰海通,True,True,True
101,601211,Quantity,1800,1800,1800,1800,True,True,True
101,601211,SubstitutionFlag,1,1,1,1,True,True,True
101,601211,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601211,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601211,SubstitutionCashAmount,,-,,,False,True,True
101,601211,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601225,InstrumentID,601225,601225,601225,601225,True,True,True
101,601225,InstrumentName,陕西煤业,陕西煤业,陕西煤业,陕西煤业,True,True,True
101,601225,Quantity,600,600,600,600,True,True,True
101,601225,SubstitutionFlag,1,1,1,1,True,True,True
101,601225,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601225,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601225,SubstitutionCashAmount,,-,,,False,True,True
101,601225,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601229,InstrumentID,601229,601229,601229,601229,True,True,True
101,601229,InstrumentName,上海银行,上海银行,上海银行,上海银行,True,True,True
101,601229,Quantity,1600,1600,1600,1600,True,True,True
101,601229,SubstitutionFlag,1,1,1,1,True,True,True
101,601229,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601229,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601229,SubstitutionCashAmount,,-,,,False,True,True
101,601229,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601238,InstrumentID,601238,601238,601238,601238,True,True,True
101,601238,InstrumentName,广汽集团,广汽集团,广汽集团,广汽集团,True,True,True
101,601238,Quantity,400,400,400,400,True,True,True
101,601238,SubstitutionFlag,1,1,1,1,True,True,True
101,601238,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601238,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601238,SubstitutionCashAmount,,-,,,False,True,True
101,601238,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601288,InstrumentID,601288,601288,601288,601288,True,True,True
101,601288,InstrumentName,农业银行,农业银行,农业银行,农业银行,True,True,True
101,601288,Quantity,4600,4600,4600,4600,True,True,True
101,601288,SubstitutionFlag,1,1,1,1,True,True,True
101,601288,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601288,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601288,SubstitutionCashAmount,,-,,,False,True,True
101,601288,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601318,InstrumentID,601318,601318,601318,601318,True,True,True
101,601318,InstrumentName,中国平安,中国平安,中国平安,中国平安,True,True,True
101,601318,Quantity,1700,1700,1700,1700,True,True,True
101,601318,SubstitutionFlag,1,1,1,1,True,True,True
101,601318,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601318,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601318,SubstitutionCashAmount,,-,,,False,True,True
101,601318,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601319,InstrumentID,601319,601319,601319,601319,True,True,True
101,601319,InstrumentName,中国人保,中国人保,中国人保,中国人保,True,True,True
101,601319,Quantity,500,500,500,500,True,True,True
101,601319,SubstitutionFlag,1,1,1,1,True,True,True
101,601319,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,601319,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,601319,SubstitutionCashAmount,,-,,,False,True,True
101,601319,UnderlyingSecurityID,101,101,101,101,True,True,True
101,601328,InstrumentID,601328,601328,601328,601328,True,True,True
101,601328,InstrumentName,交通银行,交通银行,交通银行,交通银行,True,True,True
101,601328,Quantity,4300,4300,4300,4300,True,True,True
