period,cost,model,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
evaluation,STRESS,ROLLING_VARIANCE_BUDGET_CONTROL,20,2026-08-07,2026-08-06,28277.3064,185.99999999999636,22.6632,59.99999999999872,0.0,5,1,1,2026-08-14,2026-08-13,True,103.33679999999765,0.0036544074792073424
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,1,2015-01-05,2014-12-31,30657.1302,-2499.0,11.753800000000002,33.999999999996255,297.5,11,1,1,2015-01-20,2015-01-19,False,-2247.2537999999963,-0.07330281031979949
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,2,2015-02-11,2015-02-10,27586.016100000004,10246.500000000004,13.073400000000001,40.500000000002736,0.0,60,1,1,2015-05-15,2015-05-14,False,10192.9266,0.36949614482389864
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,3,2015-06-03,2015-06-02,25800.159,-2700.0,10.158999999999999,29.999999999996696,0.0,13,1,1,2015-06-23,2015-06-19,False,-2740.158999999997,-0.1062070586464214
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,4,2015-06-24,2015-06-23,24449.3,-1769.7000000000007,10.0,30.59999999999663,0.0,3,1,1,2015-06-29,2015-06-26,False,-1810.2999999999975,-0.07404301963655391
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,5,2015-07-10,2015-07-09,22810.6,1276.0000000000036,10.0,28.999999999999382,0.0,1,1,1,2015-07-13,2015-07-10,False,1237.0000000000043,0.054229174155875096
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,6,2015-08-28,2015-08-27,22630.1,-269.09999999999854,10.0,27.59999999999696,0.0,10,1,1,2015-09-15,2015-09-14,False,-306.6999999999955,-0.013552746121316102
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,7,2015-09-29,2015-09-28,7747.4,1312.7999999999993,10.0,9.599999999998943,0.0,60,1,1,2015-12-29,2015-12-28,False,1293.2000000000003,0.16692051526963889
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,8,2016-01-07,2016-01-06,45333.86496,-3571.2000000000044,17.40544,51.19999999999436,0.0,3,1,1,2016-01-12,2016-01-11,False,-3639.8054399999987,-0.0802888843298835
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,9,2016-02-01,2016-01-29,39269.8524,1969.800000000003,16.08804,53.600000000006,0.0,8,1,1,2016-02-18,2016-02-17,False,1900.1119599999968,0.04838602245421214
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,10,2016-03-02,2016-03-01,35083.0152,1524.0,14.325600000000001,48.00000000000004,0.0,1,1,1,2016-03-03,2016-03-02,False,1461.6744,0.04166330606612171
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,11,2016-05-03,2016-04-29,46762.55064,1302.4000000000015,18.949920000000002,59.200000000006625,0.0,60,1,1,2016-07-28,2016-07-27,False,1224.2500799999948,0.02618013909089016
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,12,2017-05-18,2017-05-17,68713.94004000002,6621.799999999996,28.80132,80.80000000000007,0.0,60,1,2,2017-08-14,2017-08-11,False,6512.198679999996,0.09477259892547409
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,13,2018-02-13,2018-02-12,56052.908339999994,1787.5,22.75988,71.50000000000483,0.0,10,1,1,2018-03-06,2018-03-05,False,1693.2401199999952,0.03020789054743266
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,14,2018-10-09,2018-10-08,61987.395,-2865.800000000003,25.681720000000002,74.00000000000007,0.0,8,1,2,2018-10-19,2018-10-18,False,-2965.481720000003,-0.047840076518782616
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,15,2019-02-28,2019-02-27,26436.486240000002,-57.599999999998545,10.555200000000001,28.800000000000026,0.0,7,1,1,2019-03-11,2019-03-08,False,-96.95519999999857,-0.003667476801561453
earlier_diagnostic,BASE,CONDITIONAL_VARIANCE_BUDGET,16,2019-05-31,2019-05-30,12759.0,903.0,10.0,14.000000000000012,0.0,24,1,1,2019-07-05,2019-07-04,False,879.0,0.06889254643780861
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,1,2015-01-05,2014-12-31,30680.2672,-2499.0,23.507600000000004,68.00000000000006,297.5,11,1,1,2015-01-20,2015-01-19,False,-2293.0076,-0.0747388406056646
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,2,2015-02-11,2015-02-10,27607.738680000002,10246.500000000004,26.146800000000002,72.89999999999915,0.0,60,1,1,2015-05-15,2015-05-14,False,10147.453200000004,0.36755828927601264
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,3,2015-06-03,2015-06-02,25820.324,-2700.0,19.546,55.000000000000604,0.0,13,1,1,2015-06-23,2015-06-19,False,-2774.5460000000003,-0.10745589404687564
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,4,2015-06-24,2015-06-23,24464.2818,-1769.7000000000007,18.835320000000003,50.99999999999891,0.0,3,1,1,2015-06-29,2015-06-26,False,-1839.5353199999995,-0.07519269664397013
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,5,2015-07-10,2015-07-09,22826.32688,1276.0000000000036,18.743280000000002,52.199999999999406,0.0,1,1,1,2015-07-13,2015-07-10,False,1205.0567200000044,0.05279240616920511
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,6,2015-08-28,2015-08-27,22647.955560000002,-269.09999999999854,17.9814,55.200000000000045,0.0,10,1,1,2015-09-15,2015-09-14,False,-342.2813999999986,-0.01511312573416223
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,7,2015-09-29,2015-09-28,7752.200000000001,1312.7999999999993,10.0,19.200000000000017,0.0,60,1,1,2015-12-29,2015-12-28,False,1283.5999999999992,0.16557880343644374
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,8,2016-01-07,2016-01-06,45368.540160000004,-3571.2000000000044,34.810880000000004,102.3999999999944,0.0,3,1,1,2016-01-12,2016-01-11,False,-3708.4108799999985,-0.08173970039418606
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,9,2016-02-01,2016-01-29,38997.892920000006,1955.0999999999985,31.930640000000004,93.10000000000156,0.0,8,1,1,2016-02-18,2016-02-17,False,1830.069359999997,0.04692739076324426
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,10,2016-03-02,2016-03-01,35102.0352,1524.0,28.6464,84.0000000000014,0.0,1,1,1,2016-03-03,2016-03-02,False,1411.3535999999986,0.04020717294477554
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,11,2016-05-03,2016-04-29,46801.51312,1302.4000000000015,37.899840000000005,118.4000000000001,0.0,60,1,1,2016-07-28,2016-07-27,False,1146.1001600000013,0.024488527904244845
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,12,2017-05-18,2017-05-17,68768.09624,6629.699999999997,57.57972000000001,161.59999999999718,0.0,60,1,2,2017-08-14,2017-08-11,False,6410.520280000001,0.09321939431953076
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,13,2018-02-13,2018-02-12,55700.471280000005,1775.0,45.201440000000005,127.80000000000484,0.0,10,1,1,2018-03-06,2018-03-05,False,1601.998559999995,0.028760951625470606
earlier_diagnostic,STRESS,CONDITIONAL_VARIANCE_BUDGET,14,2018-10-09,2018-10-08,61701.47072,-2854.9000000000015,48.1406,147.20000000000013,0.0,8,1,2,2018-10-19,2018-10-18,False,-3050.240600000002,-0.0494354601990272
