fit_index,fit_origin,training_start_index,training_rows,latest_observed_return_index,solver_success,solver_message,iterations,objective,initial_objective,raw_gradient_maximum,status,omega,alpha,beta,initial_variance_percent_squared,variance_at_fit_percent_squared,next_variance_percent_squared
2939,2024-07-01,2184,756,2939,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,12,0.48380277283340384,0.48575494979653605,1.5051380037394528e-07,FIT_COMPLETE,0.029707519188351746,0.05582865379380771,0.9144076349934798,1.046691788582929,0.5174831039976759,0.5118973329528115
2962,2024-08-01,2207,756,2962,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,0.48038511469147116,0.48256997663605977,4.5914205074201885e-07,FIT_COMPLETE,0.030214858667020485,0.057664207665821,0.9125999130003121,1.0442834321841645,0.9700280878706705,0.9447488873222641
2984,2024-09-02,2229,756,2984,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,0.4702874774011515,0.47313735856146205,9.317296229971583e-07,FIT_COMPLETE,0.0306122687761029,0.05963571874107111,0.9083940640001753,1.0317826983974903,0.6384969440658645,0.7972129293646597
3003,2024-10-08,2248,756,3003,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,0.4950994308289338,0.5063324272383742,7.135126688296052e-07,FIT_COMPLETE,0.049585424853951225,0.09423462455407881,0.8666106342822368,1.2284711955622705,14.822344160490129,14.57986458090907
3021,2024-11-01,2266,756,3021,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,0.5126887114964204,0.5302168439203364,1.0370873868534027e-07,FIT_COMPLETE,0.11163697140429107,0.11767852217247603,0.782239614721714,1.3610942761972233,1.4607439491314216,1.2590648993077158
3042,2024-12-02,2287,756,3042,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,12,0.5300966211501208,0.5467134138004554,7.489001722882266e-07,FIT_COMPLETE,0.07089135798243446,0.10044148379994709,0.8401451393866971,1.4002732109265574,1.4723695070925271,1.3643655388074638
3064,2025-01-02,2309,756,3064,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,12,0.5408822803545889,0.5565985390219178,8.504376214826091e-07,FIT_COMPLETE,0.0836800769844886,0.1032796268278478,0.8278564428738732,1.4153100677081887,0.923613352801841,1.6635429726202615
3082,2025-02-05,2327,756,3082,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,13,0.5447007384490397,0.5600658613084238,8.309539341595096e-07,FIT_COMPLETE,0.08248347378634087,0.09926405879072626,0.8314118055871712,1.4205144688608349,0.8548899206821747,0.819260534376316
3100,2025-03-03,2345,756,3100,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,12,0.5447433379242996,0.5599791442568267,3.34820611063245e-07,FIT_COMPLETE,0.07779756171952837,0.0964586761839156,0.8379153477751667,1.4214719017367896,1.0630640932465152,0.9787743630442414
3121,2025-04-01,2366,756,3121,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,12,0.5384165743519711,0.5532021558597602,4.916381521757961e-07,FIT_COMPLETE,0.07151699764640025,0.09124334197058782,0.8469584523148868,1.4083206367473289,0.7792876464767771,0.7317712008441379
3142,2025-05-06,2387,756,3142,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,14,0.5478603490074926,0.5563389246844054,1.9478703224700796e-07,FIT_COMPLETE,0.25673133304732965,0.10733664177362917,0.6694437362953438,1.3632899876661457,0.7882716017181968,0.8827516232659789
3161,2025-06-03,2406,756,3161,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,0.5290250864046829,0.5403142434816438,1.628860221013928e-07,FIT_COMPLETE,0.2455401834174236,0.10788836716846144,0.6678750786521929,1.3295892227811263,0.7980191603059293,0.7787926292590146
3181,2025-07-01,2426,756,3181,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,0.49942298773900035,0.5104545233783809,3.615009911532483e-07,FIT_COMPLETE,0.2659633030332045,0.11126976992739875,0.6313493560975746,1.262550911571263,0.881488019941507,0.8250164517923563
3204,2025-08-01,2449,756,3204,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,0.4847109523367892,0.49557159004827206,1.8331625614358005e-07,FIT_COMPLETE,0.2573218904773514,0.11361969435970004,0.6315477336020179,1.2376806371568199,1.1054044646764094,0.9872910575011673
3225,2025-09-01,2470,756,3225,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,0.48486111835811263,0.4958774119507659,4.5113172677476516e-07,FIT_COMPLETE,0.26410992458569604,0.1197492817836511,0.6216080588393338,1.2395057444663558,1.3043640036574962,1.0876408313617325
3247,2025-10-09,2492,756,3247,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,16,0.4912003230466765,0.5022592774621061,1.8490202908065233e-07,FIT_COMPLETE,0.2572373625793855,0.11827697293218041,0.6323202492577835,1.2524390938933387,0.9940415130872543,1.1817838782409809
3264,2025-11-03,2509,756,3264,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,0.4985154753190015,0.5089358756599353,7.159718371392106e-07,FIT_COMPLETE,0.2532313820477834,0.1166089769153433,0.6401445825009181,1.2667931395234757,1.1218198334193015,0.9738843350903786
3284,2025-12-01,2529,756,3284,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,0.49201707707475323,0.5029793035579156,7.996170208264425e-07,FIT_COMPLETE,0.2510006037516534,0.11335898283112536,0.6409140404621902,1.2538498329305168,0.8290842225744561,0.925052339145263
3307,2026-01-05,2552,756,3307,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,16,0.46545022482725223,0.47770557900393124,2.904939728149374e-08,FIT_COMPLETE,0.29581431816948345,0.11915901710404297,0.576675395337541,1.1956190871722405,0.7397693333146474,1.1592124801990118
3327,2026-02-02,2572,756,3327,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,17,0.4557139199421548,0.46931702450823637,6.340286607148154e-07,FIT_COMPLETE,0.3031274281773511,0.12841215000982129,0.5566860117346544,1.1815705543586148,0.9328471660713553,1.5353258854706588
3341,2026-03-02,2586,756,3341,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,17,0.4578572388974547,0.47174605225872607,2.6576268442719335e-07,FIT_COMPLETE,0.29814414033685693,0.12701997403552698,0.562641273957602,1.185903880434036,0.7594626215148281,0.7366004306698453
3363,2026-04-01,2608,756,3363,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,16,0.4672648703102161,0.48156059224269904,1.2353985760440319e-08,FIT_COMPLETE,0.30373663354558755,0.12787616758753892,0.5604602806413086,1.2045526214998403,0.9006855343893315,1.1321679047940485
3384,2026-05-06,2629,756,3384,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,16,0.4709539470012266,0.4848237134528996,4.5266214669452814e-07,FIT_COMPLETE,0.2945781035438778,0.12442994353117581,0.5776815692656668,1.209195960674458,0.7897849285437659,0.9698354818041776
3402,2026-06-01,2647,756,3402,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,16,0.4793692690393534,0.4928326350087665,2.490784189582602e-07,FIT_COMPLETE,0.29913371661031557,0.12234928900055078,0.578957298059265,1.2228835777065858,0.8058445436119805,0.9183931837859906
3423,2026-07-01,2668,756,3423,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,18,0.49671160565143413,0.5103809559208565,3.411347170482697e-07,FIT_COMPLETE,0.3028420748340416,0.13448766244399674,0.5769251552439475,1.2646142627713624,1.5240888802927266,1.2056716353427857
3446,2026-08-03,2691,756,3446,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,17,0.5244014087117896,0.5364160685138801,4.572331238197783e-07,FIT_COMPLETE,0.24871980830747856,0.13205666086806794,0.6457830924290726,1.3357547030035377,1.3709513350766436,1.3119184091537468
