announcement_id,ts_code,sec_name,report_period,event_publication_date,affected_member_days,official_pdf_url
1214965908,002736.SZ,国信证券,2022-09-30,2022-10-29,229,https://static.cninfo.com.cn/finalpage/2022-10-29/1214965908.PDF
1214961851,600000.SH,浦发银行,2022-09-30,2022-10-29,229,https://static.cninfo.com.cn/finalpage/2022-10-29/1214961851.PDF
1214966129,600015.SH,华夏银行,2022-09-30,2022-10-29,229,https://static.cninfo.com.cn/finalpage/2022-10-29/1214966129.PDF
1207008789,600346.SH,恒力石化,2019-09-30,2019-10-24,229,https://static.cninfo.com.cn/finalpage/2019-10-24/1207008789.PDF
1205552399,600390.SH,五矿资本,2018-09-30,2018-10-30,229,https://static.cninfo.com.cn/finalpage/2018-10-30/1205552399.PDF
1214960411,600919.SH,江苏银行,2022-09-30,2022-10-29,229,https://static.cninfo.com.cn/finalpage/2022-10-29/1214960411.PDF
1218186381,600926.SH,杭州银行,2023-09-30,2023-10-28,229,https://static.cninfo.com.cn/finalpage/2023-10-28/1218186381.PDF
1214963289,601377.SH,兴业证券,2022-09-30,2022-10-29,229,https://static.cninfo.com.cn/finalpage/2022-10-29/1214963289.PDF
1205545093,601555.SH,东吴证券,2018-09-30,2018-10-27,229,https://static.cninfo.com.cn/finalpage/2018-10-27/1205545093.PDF
1214962008,601838.SH,成都银行,2022-09-30,2022-10-29,229,https://static.cninfo.com.cn/finalpage/2022-10-29/1214962008.PDF
1214942163,601985.SH,中国核电,2022-09-30,2022-10-28,229,https://static.cninfo.com.cn/finalpage/2022-10-28/1214942163.PDF
1214938176,603260.SH,合盛硅业,2022-09-30,2022-10-28,229,https://static.cninfo.com.cn/finalpage/2022-10-28/1214938176.PDF
1204084560,002673.SZ,西部证券,2017-09-30,2017-10-30,228,https://static.cninfo.com.cn/finalpage/2017-10-30/1204084560.PDF
1211438129,002736.SZ,国信证券,2021-09-30,2021-10-30,228,https://static.cninfo.com.cn/finalpage/2021-10-30/1211438129.PDF
1218186315,002736.SZ,国信证券,2023-09-30,2023-10-28,228,https://static.cninfo.com.cn/finalpage/2023-10-28/1218186315.PDF
1207020549,002945.SZ,华林证券,2019-09-30,2019-10-28,228,https://static.cninfo.com.cn/finalpage/2019-10-28/1207020549.PDF
1211432416,600000.SH,浦发银行,2021-09-30,2021-10-30,228,https://static.cninfo.com.cn/finalpage/2021-10-30/1211432416.PDF
1211430259,600015.SH,华夏银行,2021-09-30,2021-10-30,228,https://static.cninfo.com.cn/finalpage/2021-10-30/1211430259.PDF
1207029486,600390.SH,五矿资本,2019-09-30,2019-10-29,228,https://static.cninfo.com.cn/finalpage/2019-10-29/1207029486.PDF
1218186378,600919.SH,江苏银行,2023-09-30,2023-10-28,228,https://static.cninfo.com.cn/finalpage/2023-10-28/1218186378.PDF
1204087745,601009.SH,南京银行,2017-09-30,2017-10-28,228,https://static.cninfo.com.cn/finalpage/2017-10-28/1204087745.PDF
1204088940,601198.SH,东兴证券,2017-09-30,2017-10-28,228,https://static.cninfo.com.cn/finalpage/2017-10-28/1204088940.PDF
1211421432,601838.SH,成都银行,2021-09-30,2021-10-29,228,https://static.cninfo.com.cn/finalpage/2021-10-29/1211421432.PDF
1218167384,601838.SH,成都银行,2023-09-30,2023-10-27,228,https://static.cninfo.com.cn/finalpage/2023-10-27/1218167384.PDF
1211418257,601985.SH,中国核电,2021-09-30,2021-10-29,228,https://static.cninfo.com.cn/finalpage/2021-10-29/1211418257.PDF
1218167437,601985.SH,中国核电,2023-09-30,2023-10-27,228,https://static.cninfo.com.cn/finalpage/2023-10-27/1218167437.PDF
1218185359,600015.SH,华夏银行,2023-09-30,2023-10-28,227,https://static.cninfo.com.cn/finalpage/2023-10-28/1218185359.PDF
1204098658,600919.SH,江苏银行,2017-09-30,2017-10-31,227,https://static.cninfo.com.cn/finalpage/2017-10-31/1204098658.PDF
1207048427,601009.SH,南京银行,2019-09-30,2019-10-31,227,https://static.cninfo.com.cn/finalpage/2019-10-31/1207048427.PDF
1211436300,601009.SH,南京银行,2021-09-30,2021-10-30,227,https://static.cninfo.com.cn/finalpage/2021-10-30/1211436300.PDF
1214966397,601009.SH,南京银行,2022-09-30,2022-10-29,227,https://static.cninfo.com.cn/finalpage/2022-10-29/1214966397.PDF
1208636522,601108.SH,财通证券,2020-09-30,2020-10-29,227,https://static.cninfo.com.cn/finalpage/2020-10-29/1208636522.PDF
1205562453,601169.SH,北京银行,2018-09-30,2018-10-31,227,https://static.cninfo.com.cn/finalpage/2018-10-31/1205562453.PDF
1207038689,601169.SH,北京银行,2019-09-30,2019-10-30,227,https://static.cninfo.com.cn/finalpage/2019-10-30/1207038689.PDF
1205562000,601198.SH,东兴证券,2018-09-30,2018-10-31,227,https://static.cninfo.com.cn/finalpage/2018-10-31/1205562000.PDF
1207035639,601198.SH,东兴证券,2019-09-30,2019-10-30,227,https://static.cninfo.com.cn/finalpage/2019-10-30/1207035639.PDF
1205556785,601212.SH,白银有色,2018-09-30,2018-10-30,227,https://static.cninfo.com.cn/finalpage/2018-10-30/1205556785.PDF
1218171034,601229.SH,上海银行,2023-09-30,2023-10-27,227,https://static.cninfo.com.cn/finalpage/2023-10-27/1218171034.PDF
1218186541,601377.SH,兴业证券,2023-09-30,2023-10-28,227,https://static.cninfo.com.cn/finalpage/2023-10-28/1218186541.PDF
1207048721,601838.SH,成都银行,2019-09-30,2019-10-31,227,https://static.cninfo.com.cn/finalpage/2019-10-31/1207048721.PDF
1208638815,601838.SH,成都银行,2020-09-30,2020-10-29,227,https://static.cninfo.com.cn/finalpage/2020-10-29/1208638815.PDF
1221555951,601838.SH,成都银行,2024-09-30,2024-10-30,227,https://static.cninfo.com.cn/finalpage/2024-10-30/1221555951.PDF
1207037553,601901.SH,方正证券,2019-09-30,2019-10-30,227,https://static.cninfo.com.cn/finalpage/2019-10-30/1207037553.PDF
1218191021,601989.SH,中国重工,2023-09-30,2023-10-28,227,https://static.cninfo.com.cn/finalpage/2023-10-28/1218191021.PDF
1205556379,601997.SH,贵阳银行,2018-09-30,2018-10-30,227,https://static.cninfo.com.cn/finalpage/2018-10-30/1205556379.PDF
1218184946,688396.SH,华润微,2023-09-30,2023-10-28,227,https://static.cninfo.com.cn/finalpage/2023-10-28/1218184946.PDF
1207047782,000333.SZ,美的集团,2019-09-30,2019-10-31,226,https://static.cninfo.com.cn/finalpage/2019-10-31/1207047782.PDF
1208664348,000333.SZ,美的集团,2020-09-30,2020-10-31,226,https://static.cninfo.com.cn/finalpage/2020-10-31/1208664348.PDF
1204097689,000415.SZ,渤海金控,2017-09-30,2017-10-31,226,https://static.cninfo.com.cn/finalpage/2017-10-31/1204097689.PDF
1205562859,000415.SZ,渤海金控,2018-09-30,2018-10-31,226,https://static.cninfo.com.cn/finalpage/2018-10-31/1205562859.PDF
1204095513,000627.SZ,天茂集团,2017-09-30,2017-10-31,226,https://static.cninfo.com.cn/finalpage/2017-10-31/1204095513.PDF
1208662412,000783.SZ,长江证券,2020-09-30,2020-10-31,226,https://static.cninfo.com.cn/finalpage/2020-10-31/1208662412.PDF
1204097236,600015.SH,华夏银行,2017-09-30,2017-10-31,226,https://static.cninfo.com.cn/finalpage/2017-10-31/1204097236.PDF
1205560969,600015.SH,华夏银行,2018-09-30,2018-10-31,226,https://static.cninfo.com.cn/finalpage/2018-10-31/1205560969.PDF
1207047669,600015.SH,华夏银行,2019-09-30,2019-10-31,226,https://static.cninfo.com.cn/finalpage/2019-10-31/1207047669.PDF
1208662087,600015.SH,华夏银行,2020-09-30,2020-10-31,226,https://static.cninfo.com.cn/finalpage/2020-10-31/1208662087.PDF
1207047887,600369.SH,西南证券,2019-09-30,2019-10-31,226,https://static.cninfo.com.cn/finalpage/2019-10-31/1207047887.PDF
1205562480,600816.SH,安信信托,2018-09-30,2018-10-31,226,https://static.cninfo.com.cn/finalpage/2018-10-31/1205562480.PDF
1221451109,600926.SH,杭州银行,2024-09-30,2024-10-22,226,https://static.cninfo.com.cn/finalpage/2024-10-22/1221451109.PDF
1205561251,601009.SH,南京银行,2018-09-30,2018-10-31,226,https://static.cninfo.com.cn/finalpage/2018-10-31/1205561251.PDF
1208636510,601009.SH,南京银行,2020-09-30,2020-10-29,226,https://static.cninfo.com.cn/finalpage/2020-10-29/1208636510.PDF
1207045631,601162.SH,天风证券,2019-09-30,2019-10-31,226,https://static.cninfo.com.cn/finalpage/2019-10-31/1207045631.PDF
1204099005,601169.SH,北京银行,2017-09-30,2017-10-31,226,https://static.cninfo.com.cn/finalpage/2017-10-31/1204099005.PDF
1208664713,601169.SH,北京银行,2020-09-30,2020-10-31,226,https://static.cninfo.com.cn/finalpage/2020-10-31/1208664713.PDF
1205562729,601838.SH,成都银行,2018-09-30,2018-10-31,226,https://static.cninfo.com.cn/finalpage/2018-10-31/1205562729.PDF
1221558948,002736.SZ,国信证券,2024-09-30,2024-10-30,225,https://static.cninfo.com.cn/finalpage/2024-10-30/1221558948.PDF
1211432538,600919.SH,江苏银行,2021-09-30,2021-10-30,225,https://static.cninfo.com.cn/finalpage/2021-10-30/1211432538.PDF
1221555925,600919.SH,江苏银行,2024-09-30,2024-10-30,225,https://static.cninfo.com.cn/finalpage/2024-10-30/1221555925.PDF
1204098673,601997.SH,贵阳银行,2017-09-30,2017-10-31,225,https://static.cninfo.com.cn/finalpage/2017-10-31/1204098673.PDF
1205560188,000627.SZ,天茂集团,2018-09-30,2018-10-31,224,https://static.cninfo.com.cn/finalpage/2018-10-31/1205560188.PDF
1207045606,000627.SZ,天茂集团,2019-09-30,2019-10-31,224,https://static.cninfo.com.cn/finalpage/2019-10-31/1207045606.PDF
1221572964,601229.SH,上海银行,2024-09-30,2024-10-31,224,https://static.cninfo.com.cn/finalpage/2024-10-31/1221572964.PDF
1221540163,002142.SZ,宁波银行,2024-09-30,2024-10-29,223,https://static.cninfo.com.cn/finalpage/2024-10-29/1221540163.PDF
1208596592,300059.SZ,东方财富,2020-09-30,2020-10-22,223,https://static.cninfo.com.cn/finalpage/2020-10-22/1208596592.PDF
1205556424,600919.SH,江苏银行,2018-09-30,2018-10-30,223,https://static.cninfo.com.cn/finalpage/2018-10-30/1205556424.PDF
1208650301,600919.SH,江苏银行,2020-09-30,2020-10-30,223,https://static.cninfo.com.cn/finalpage/2020-10-30/1208650301.PDF
1219922891,601398.SH,工商银行,2024-03-31,2024-04-30,223,https://static.cninfo.com.cn/finalpage/2024-04-30/1219922891.PDF
1207046982,002142.SZ,宁波银行,2019-09-30,2019-10-31,222,https://static.cninfo.com.cn/finalpage/2019-10-31/1207046982.PDF
1207036226,002673.SZ,西部证券,2019-09-30,2019-10-30,222,https://static.cninfo.com.cn/finalpage/2019-10-30/1207036226.PDF
1207035669,600919.SH,江苏银行,2019-09-30,2019-10-30,222,https://static.cninfo.com.cn/finalpage/2019-10-30/1207035669.PDF
1213270928,601398.SH,工商银行,2022-03-31,2022-04-30,222,https://static.cninfo.com.cn/finalpage/2022-04-30/1213270928.PDF
1216692661,601398.SH,工商银行,2023-03-31,2023-04-29,222,https://static.cninfo.com.cn/finalpage/2023-04-29/1216692661.PDF
1204085139,002797.SZ,第一创业,2017-09-30,2017-10-28,221,https://static.cninfo.com.cn/finalpage/2017-10-28/1204085139.PDF
1211435343,601169.SH,北京银行,2021-09-30,2021-10-30,221,https://static.cninfo.com.cn/finalpage/2021-10-30/1211435343.PDF
1221574063,601169.SH,北京银行,2024-09-30,2024-10-31,221,https://static.cninfo.com.cn/finalpage/2024-10-31/1221574063.PDF
1207668869,601398.SH,工商银行,2020-03-31,2020-04-29,220,https://static.cninfo.com.cn/finalpage/2020-04-29/1207668869.PDF
1209875654,601398.SH,工商银行,2021-03-31,2021-04-30,220,https://static.cninfo.com.cn/finalpage/2021-04-30/1209875654.PDF
1204070036,601555.SH,东吴证券,2017-09-30,2017-10-26,220,https://static.cninfo.com.cn/finalpage/2017-10-26/1204070036.PDF
1218201571,601169.SH,北京银行,2023-09-30,2023-10-31,219,https://static.cninfo.com.cn/finalpage/2023-10-31/1218201571.PDF
1207035277,601377.SH,兴业证券,2019-09-30,2019-10-30,219,https://static.cninfo.com.cn/finalpage/2019-10-30/1207035277.PDF
1221569784,601878.SH,浙商证券,2024-09-30,2024-10-31,219,https://static.cninfo.com.cn/finalpage/2024-10-31/1221569784.PDF
1205552701,002673.SZ,西部证券,2018-09-30,2018-10-30,218,https://static.cninfo.com.cn/finalpage/2018-10-30/1205552701.PDF
1211431076,601377.SH,兴业证券,2021-09-30,2021-10-30,218,https://static.cninfo.com.cn/finalpage/2021-10-30/1211431076.PDF
1208653202,002736.SZ,国信证券,2020-09-30,2020-10-30,217,https://static.cninfo.com.cn/finalpage/2020-10-30/1208653202.PDF
1221573335,600015.SH,华夏银行,2024-09-30,2024-10-31,217,https://static.cninfo.com.cn/finalpage/2024-10-31/1221573335.PDF
1208650793,600109.SH,国金证券,2020-09-30,2020-10-30,217,https://static.cninfo.com.cn/finalpage/2020-10-30/1208650793.PDF
1214961991,601169.SH,北京银行,2022-09-30,2022-10-29,217,https://static.cninfo.com.cn/finalpage/2022-10-29/1214961991.PDF
1205560330,601377.SH,兴业证券,2018-09-30,2018-10-31,217,https://static.cninfo.com.cn/finalpage/2018-10-31/1205560330.PDF
1208639103,002142.SZ,宁波银行,2020-09-30,2020-10-29,216,https://static.cninfo.com.cn/finalpage/2020-10-29/1208639103.PDF
1218203384,002142.SZ,宁波银行,2023-09-30,2023-10-31,216,https://static.cninfo.com.cn/finalpage/2023-10-31/1218203384.PDF
1208663534,601162.SH,天风证券,2020-09-30,2020-10-31,216,https://static.cninfo.com.cn/finalpage/2020-10-31/1208663534.PDF
1207038694,601166.SH,兴业银行,2019-09-30,2019-10-30,216,https://static.cninfo.com.cn/finalpage/2019-10-30/1207038694.PDF
1218204295,601878.SH,浙商证券,2023-09-30,2023-10-31,216,https://static.cninfo.com.cn/finalpage/2023-10-31/1218204295.PDF
1208664744,601901.SH,方正证券,2020-09-30,2020-10-31,216,https://static.cninfo.com.cn/finalpage/2020-10-31/1208664744.PDF
1221558939,000617.SZ,中油资本,2024-09-30,2024-10-30,215,https://static.cninfo.com.cn/finalpage/2024-10-30/1221558939.PDF
1205552714,002142.SZ,宁波银行,2018-09-30,2018-10-30,214,https://static.cninfo.com.cn/finalpage/2018-10-30/1205552714.PDF
1211418669,002142.SZ,宁波银行,2021-09-30,2021-10-29,214,https://static.cninfo.com.cn/finalpage/2021-10-29/1211418669.PDF
1214935763,002142.SZ,宁波银行,2022-09-30,2022-10-28,214,https://static.cninfo.com.cn/finalpage/2022-10-28/1214935763.PDF
1207039505,601577.SH,长沙银行,2019-09-30,2019-10-30,214,https://static.cninfo.com.cn/finalpage/2019-10-30/1207039505.PDF
1205562313,601901.SH,方正证券,2018-09-30,2018-10-31,214,https://static.cninfo.com.cn/finalpage/2018-10-31/1205562313.PDF
1208653173,000725.SZ,京东方Ａ,2020-09-30,2020-10-30,213,https://static.cninfo.com.cn/finalpage/2020-10-30/1208653173.PDF
1207038314,600000.SH,浦发银行,2019-09-30,2019-10-30,213,https://static.cninfo.com.cn/finalpage/2019-10-30/1207038314.PDF
1218192057,600000.SH,浦发银行,2023-09-30,2023-10-28,213,https://static.cninfo.com.cn/finalpage/2023-10-28/1218192057.PDF
1205562535,600369.SH,西南证券,2018-09-30,2018-10-31,213,https://static.cninfo.com.cn/finalpage/2018-10-31/1205562535.PDF
1204089270,600000.SH,浦发银行,2017-09-30,2017-10-28,212,https://static.cninfo.com.cn/finalpage/2017-10-28/1204089270.PDF
1208662745,600000.SH,浦发银行,2020-09-30,2020-10-31,212,https://static.cninfo.com.cn/finalpage/2020-10-31/1208662745.PDF
1214963310,601878.SH,浙商证券,2022-09-30,2022-10-29,212,https://static.cninfo.com.cn/finalpage/2022-10-29/1214963310.PDF
1205562592,600000.SH,浦发银行,2018-09-30,2018-10-31,211,https://static.cninfo.com.cn/finalpage/2018-10-31/1205562592.PDF
1208606981,601066.SH,中信建投,2020-09-30,2020-10-24,211,https://static.cninfo.com.cn/finalpage/2020-10-24/1208606981.PDF
1205553977,002736.SZ,国信证券,2018-09-30,2018-10-30,210,https://static.cninfo.com.cn/finalpage/2018-10-30/1205553977.PDF
1221570198,600958.SH,东方证券,2024-09-30,2024-10-31,210,https://static.cninfo.com.cn/finalpage/2024-10-31/1221570198.PDF
1221572506,601377.SH,兴业证券,2024-09-30,2024-10-31,210,https://static.cninfo.com.cn/finalpage/2024-10-31/1221572506.PDF
1209861041,601939.SH,建设银行,2021-03-31,2021-04-29,209,https://static.cninfo.com.cn/finalpage/2021-04-29/1209861041.PDF
1213271093,601939.SH,建设银行,2022-03-31,2022-04-30,209,https://static.cninfo.com.cn/finalpage/2022-04-30/1213271093.PDF
1205538948,601998.SH,中信银行,2018-09-30,2018-10-26,209,https://static.cninfo.com.cn/finalpage/2018-10-26/1205538948.PDF
1208648114,600061.SH,国投资本,2020-09-30,2020-10-30,208,https://static.cninfo.com.cn/finalpage/2020-10-30/1208648114.PDF
1207036154,600109.SH,国金证券,2019-09-30,2019-10-30,208,https://static.cninfo.com.cn/finalpage/2019-10-30/1207036154.PDF
1207036403,601066.SH,中信建投,2019-09-30,2019-10-30,208,https://static.cninfo.com.cn/finalpage/2019-10-30/1207036403.PDF
1208663592,601377.SH,兴业证券,2020-09-30,2020-10-31,208,https://static.cninfo.com.cn/finalpage/2020-10-31/1208663592.PDF
1211420057,601658.SH,邮储银行,2021-09-30,2021-10-29,208,https://static.cninfo.com.cn/finalpage/2021-10-29/1211420057.PDF
1214922637,601658.SH,邮储银行,2022-09-30,2022-10-27,208,https://static.cninfo.com.cn/finalpage/2022-10-27/1214922637.PDF
1211435841,000166.SZ,申万宏源,2021-09-30,2021-10-30,207,https://static.cninfo.com.cn/finalpage/2021-10-30/1211435841.PDF
1211421814,000776.SZ,广发证券,2021-09-30,2021-10-29,207,https://static.cninfo.com.cn/finalpage/2021-10-29/1211421814.PDF
1204095422,600909.SH,华安证券,2017-09-30,2017-10-31,207,https://static.cninfo.com.cn/finalpage/2017-10-31/1204095422.PDF
1211418951,600958.SH,东方证券,2021-09-30,2021-10-29,207,https://static.cninfo.com.cn/finalpage/2021-10-29/1211418951.PDF
1211419376,601066.SH,中信建投,2021-09-30,2021-10-29,207,https://static.cninfo.com.cn/finalpage/2021-10-29/1211419376.PDF
1214964502,601066.SH,中信建投,2022-09-30,2022-10-29,207,https://static.cninfo.com.cn/finalpage/2022-10-29/1214964502.PDF
1208625880,601236.SH,红塔证券,2020-09-30,2020-10-28,207,https://static.cninfo.com.cn/finalpage/2020-10-28/1208625880.PDF
1211419745,601236.SH,红塔证券,2021-09-30,2021-10-29,207,https://static.cninfo.com.cn/finalpage/2021-10-29/1211419745.PDF
1207021230,601288.SH,农业银行,2019-09-30,2019-10-26,207,https://static.cninfo.com.cn/finalpage/2019-10-26/1207021230.PDF
1211420908,601288.SH,农业银行,2021-09-30,2021-10-29,207,https://static.cninfo.com.cn/finalpage/2021-10-29/1211420908.PDF
1214966444,601288.SH,农业银行,2022-09-30,2022-10-29,207,https://static.cninfo.com.cn/finalpage/2022-10-29/1214966444.PDF
1204089363,601328.SH,交通银行,2017-09-30,2017-10-28,207,https://static.cninfo.com.cn/finalpage/2017-10-28/1204089363.PDF
1211438512,601398.SH,工商银行,2021-09-30,2021-10-30,207,https://static.cninfo.com.cn/finalpage/2021-10-30/1211438512.PDF
1211432570,601688.SH,华泰证券,2021-09-30,2021-10-30,207,https://static.cninfo.com.cn/finalpage/2021-10-30/1211432570.PDF
1211421592,601995.SH,中金公司,2021-09-30,2021-10-29,207,https://static.cninfo.com.cn/finalpage/2021-10-29/1211421592.PDF
1206991294,601998.SH,中信银行,2019-09-30,2019-10-18,207,https://static.cninfo.com.cn/finalpage/2019-10-18/1206991294.PDF
1211420015,600837.SH,海通证券,2021-09-30,2021-10-29,206,https://static.cninfo.com.cn/finalpage/2021-10-29/1211420015.PDF
1211423005,600918.SH,中泰证券,2021-09-30,2021-10-29,206,https://static.cninfo.com.cn/finalpage/2021-10-29/1211423005.PDF
1211434081,601211.SH,国泰君安,2021-09-30,2021-10-30,206,https://static.cninfo.com.cn/finalpage/2021-10-30/1211434081.PDF
1205547286,601328.SH,交通银行,2018-09-30,2018-10-27,206,https://static.cninfo.com.cn/finalpage/2018-10-27/1205547286.PDF
1214962356,601328.SH,交通银行,2022-09-30,2022-10-29,206,https://static.cninfo.com.cn/finalpage/2022-10-29/1214962356.PDF
1211421420,601336.SH,新华保险,2021-09-30,2021-10-29,206,https://static.cninfo.com.cn/finalpage/2021-10-29/1211421420.PDF
1214966502,601336.SH,新华保险,2022-09-30,2022-10-29,206,https://static.cninfo.com.cn/finalpage/2022-10-29/1214966502.PDF
1214961451,601398.SH,工商银行,2022-09-30,2022-10-29,206,https://static.cninfo.com.cn/finalpage/2022-10-29/1214961451.PDF
1214937612,601788.SH,光大证券,2022-09-30,2022-10-28,206,https://static.cninfo.com.cn/finalpage/2022-10-28/1214937612.PDF
1211433533,601881.SH,中国银河,2021-09-30,2021-10-30,206,https://static.cninfo.com.cn/finalpage/2021-10-30/1211433533.PDF
1204081724,601939.SH,建设银行,2017-09-30,2017-10-27,206,https://static.cninfo.com.cn/finalpage/2017-10-27/1204081724.PDF
1214969210,601939.SH,建设银行,2022-09-30,2022-10-29,206,https://static.cninfo.com.cn/finalpage/2022-10-29/1214969210.PDF
1216692778,601939.SH,建设银行,2023-03-31,2023-04-29,206,https://static.cninfo.com.cn/finalpage/2023-04-29/1216692778.PDF
1211434656,601988.SH,中国银行,2021-09-30,2021-10-30,206,https://static.cninfo.com.cn/finalpage/2021-10-30/1211434656.PDF
1208662564,000166.SZ,申万宏源,2020-09-30,2020-10-31,205,https://static.cninfo.com.cn/finalpage/2020-10-31/1208662564.PDF
1214965061,000166.SZ,申万宏源,2022-09-30,2022-10-29,205,https://static.cninfo.com.cn/finalpage/2022-10-29/1214965061.PDF
1218200138,000617.SZ,中油资本,2023-09-30,2023-10-31,205,https://static.cninfo.com.cn/finalpage/2023-10-31/1218200138.PDF
1214963358,000776.SZ,广发证券,2022-09-30,2022-10-29,205,https://static.cninfo.com.cn/finalpage/2022-10-29/1214963358.PDF
1211419143,600030.SH,中信证券,2021-09-30,2021-10-29,205,https://static.cninfo.com.cn/finalpage/2021-10-29/1211419143.PDF
1205553122,600109.SH,国金证券,2018-09-30,2018-10-30,205,https://static.cninfo.com.cn/finalpage/2018-10-30/1205553122.PDF
1208662816,600115.SH,东方航空,2020-09-30,2020-10-31,205,https://static.cninfo.com.cn/finalpage/2020-10-31/1208662816.PDF
1214966363,600837.SH,海通证券,2022-09-30,2022-10-29,205,https://static.cninfo.com.cn/finalpage/2022-10-29/1214966363.PDF
1214967409,600918.SH,中泰证券,2022-09-30,2022-10-29,205,https://static.cninfo.com.cn/finalpage/2022-10-29/1214967409.PDF
1208649138,600958.SH,东方证券,2020-09-30,2020-10-30,205,https://static.cninfo.com.cn/finalpage/2020-10-30/1208649138.PDF
1214960852,601166.SH,兴业银行,2022-09-30,2022-10-29,205,https://static.cninfo.com.cn/finalpage/2022-10-29/1214960852.PDF
1214963282,601236.SH,红塔证券,2022-09-30,2022-10-29,205,https://static.cninfo.com.cn/finalpage/2022-10-29/1214963282.PDF
1205561996,601288.SH,农业银行,2018-09-30,2018-10-31,205,https://static.cninfo.com.cn/finalpage/2018-10-31/1205561996.PDF
1208663570,601288.SH,农业银行,2020-09-30,2020-10-31,205,https://static.cninfo.com.cn/finalpage/2020-10-31/1208663570.PDF
1204097117,601377.SH,兴业证券,2017-09-30,2017-10-31,205,https://static.cninfo.com.cn/finalpage/2017-10-31/1204097117.PDF
1214937073,601628.SH,中国人寿,2022-09-30,2022-10-28,205,https://static.cninfo.com.cn/finalpage/2022-10-28/1214937073.PDF
1214963301,601688.SH,华泰证券,2022-09-30,2022-10-29,205,https://static.cninfo.com.cn/finalpage/2022-10-29/1214963301.PDF
