model,period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
ADD_GATE_BAND00_UPPER00,evaluation,BASE,1.230721345838484,43,614,185104.7,12305.783139999805,172798.9168600004
ADD_GATE_BAND00_UPPER00,evaluation,STRESS,1.167890840519554,43,614,181781.1,21619.81363999995,160161.2863600002
ADD_GATE_BAND00_UPPER00,earlier_diagnostic,BASE,1.2221525769337098,24,523,143507.40000000002,7388.504580000094,136118.89541999984
ADD_GATE_BAND00_UPPER00,earlier_diagnostic,STRESS,1.214164679506608,24,529,150153.80000000002,13961.914999999992,136191.88499999983
ADD_GATE_BAND00_UPPER01,evaluation,BASE,1.2090616315651532,43,614,184556.6,13422.95197999982,171133.64802000014
ADD_GATE_BAND00_UPPER01,evaluation,STRESS,1.1391503882880671,43,614,181044.59999999998,23734.642480000017,157309.95752000005
ADD_GATE_BAND00_UPPER01,earlier_diagnostic,BASE,1.1816566820723045,24,523,142430.0,7622.4991600000785,134807.50083999988
ADD_GATE_BAND00_UPPER01,earlier_diagnostic,STRESS,1.1847059641685316,24,529,150804.40000000002,14268.84527999998,136535.55471999984
ADD_GATE_BAND00_LOWER00,evaluation,BASE,1.2372970467276911,43,614,199193.1,13920.518059999842,185272.58194000035
ADD_GATE_BAND00_LOWER00,evaluation,STRESS,1.1691730437782757,43,614,195492.10000000003,24672.14124000003,170819.95876000018
ADD_GATE_BAND00_LOWER00,earlier_diagnostic,BASE,1.0990713640568206,24,523,126528.6,7223.185480000095,119305.41451999982
ADD_GATE_BAND00_LOWER00,earlier_diagnostic,STRESS,1.102347909785243,24,529,134568.80000000002,13643.256639999978,120925.54336000019
ADD_GATE_BAND00_LOWER01,evaluation,BASE,1.2412884762656198,43,614,190912.00000000003,12348.557159999875,178563.4428400002
ADD_GATE_BAND00_LOWER01,evaluation,STRESS,1.1792839313531738,43,614,187691.5,21850.479600000042,165841.02039999992
ADD_GATE_BAND00_LOWER01,earlier_diagnostic,BASE,1.196323687048907,24,523,132938.1,6897.108600000089,126040.99140000012
ADD_GATE_BAND00_LOWER01,earlier_diagnostic,STRESS,1.1958231097699734,24,529,140254.30000000005,12975.373639999985,127278.92635999998
ADD_GATE_BAND20_UPPER00,evaluation,BASE,1.2272094358149443,43,614,189020.9,11780.896159999797,177240.00384000037
ADD_GATE_BAND20_UPPER00,evaluation,STRESS,1.1669460428074232,43,614,185908.2,21000.096919999974,164908.10308000032
ADD_GATE_BAND20_UPPER00,earlier_diagnostic,BASE,1.289107310426954,24,523,152894.9,6830.269000000092,146064.63099999982
ADD_GATE_BAND20_UPPER00,earlier_diagnostic,STRESS,1.277884134005927,24,529,158762.8,13113.086839999982,145649.71315999993
ADD_GATE_BAND20_UPPER01,evaluation,BASE,1.1931855464820629,43,614,185423.59999999998,12712.414979999818,172711.18502000038
ADD_GATE_BAND20_UPPER01,evaluation,STRESS,1.1253500340170044,43,614,181809.8,22775.857600000032,159033.94240000006
ADD_GATE_BAND20_UPPER01,earlier_diagnostic,BASE,1.2482665142196643,24,523,149207.00000000003,6802.682860000092,142404.31713999977
ADD_GATE_BAND20_UPPER01,earlier_diagnostic,STRESS,1.2386431528721606,24,529,155093.1,13059.624479999986,142033.47552000015
ADD_GATE_BAND20_LOWER00,evaluation,BASE,1.2166005998461424,43,614,198975.6,13183.863639999841,185791.73636000033
ADD_GATE_BAND20_LOWER00,evaluation,STRESS,1.1513322042037015,43,614,195238.40000000005,23616.49576000003,171621.90424000018
ADD_GATE_BAND20_LOWER00,earlier_diagnostic,BASE,1.1806990897612821,24,523,134043.00000000003,6566.8789200001,127476.1210799999
ADD_GATE_BAND20_LOWER00,earlier_diagnostic,STRESS,1.1697719937398912,24,529,139453.7,12598.857279999982,126854.84272000002
ADD_GATE_BAND20_LOWER01,evaluation,BASE,1.2447517800557875,43,614,196767.8,11970.986219999852,184796.81378000014
ADD_GATE_BAND20_LOWER01,evaluation,STRESS,1.186176033349953,43,614,193783.90000000002,21321.311280000027,172462.58872000017
ADD_GATE_BAND20_LOWER01,earlier_diagnostic,BASE,1.2410397343360873,24,523,136574.40000000002,6384.064020000085,130190.33597999992
ADD_GATE_BAND20_LOWER01,earlier_diagnostic,STRESS,1.2309971899616972,24,529,142099.50000000003,12250.431599999982,129849.06840000005
