period,cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target,joint_point_pass
evaluation,BASE,ADD_GATE_BAND00_UPPER00,0个百分点调仓、已有持仓仅当日收益不超过0%才加仓,0.8639945842999974,0.09850679046588066,0.0970064992801567,0.07882084730891434,1.230721345838484,-0.07913952708737026,1604,0.1864854627718636,199,3303.58314,9002.199999999804,False,1.0913936421275139e-10,0.06224931882026369,True,False
evaluation,STRESS,ADD_GATE_BAND00_UPPER00,0个百分点调仓、已有持仓仅当日收益不超过0%才加仓,0.8008064318000021,0.09280590026893694,0.0917846532283852,0.07859009596098329,1.167890840519554,-0.08411820275966746,1604,0.1866018579768979,192,5932.6136400000005,15687.199999999948,False,7.526068657170981e-11,0.05672095575519429,False,False
earlier_diagnostic,BASE,ADD_GATE_BAND00_UPPER00,0个百分点调仓、已有持仓仅当日收益不超过0%才加仓,0.6805944771000008,0.10856117245485333,0.1069117578411456,0.08747824114512712,1.2221525769337098,-0.06292660033557973,1219,0.26877861937804515,124,2047.4045800000001,5341.100000000094,False,6.639311322942376e-11,0.06959994425820941,True,True
earlier_diagnostic,STRESS,ADD_GATE_BAND00_UPPER00,0个百分点调仓、已有持仓仅当日收益不超过0%才加仓,0.6809594249999973,0.1086089585419952,0.10701232454763533,0.08813658176180947,1.214164679506608,-0.06301593869368727,1219,0.2720880929997283,130,3797.6150000000002,10164.299999999992,False,8.199663170671556e-11,0.06990868645630853,True,True
evaluation,BASE,ADD_GATE_BAND00_UPPER01,0个百分点调仓、已有持仓仅当日收益不超过1%才加仓,0.8556682400999944,0.09776505577542109,0.09640294639412667,0.07973369088665168,1.2090616315651532,-0.07882375311657926,1604,0.19611578965339915,220,3614.6519800000005,9808.29999999982,False,1.0206235856458079e-10,0.061507584129804116,True,False
evaluation,STRESS,ADD_GATE_BAND00_UPPER01,0个百分点调仓、已有持仓仅当日收益不超过1%才加仓,0.7865497875999969,0.09149620955233938,0.0906636704761895,0.0795888509614962,1.1391503882880671,-0.08416547339775948,1604,0.19628767637758804,218,6525.84248,17208.800000000017,False,7.958078640513122e-11,0.05541126503859673,False,False
earlier_diagnostic,BASE,ADD_GATE_BAND00_UPPER01,0个百分点调仓、已有持仓仅当日收益不超过1%才加仓,0.6740375041999986,0.1077011854917942,0.106363564935068,0.09001224005989221,1.1816566820723045,-0.0745086622348542,1219,0.27209833093141556,137,2136.89916,5485.600000000079,False,7.562306336694746e-11,0.06873995729515027,False,False
earlier_diagnostic,STRESS,ADD_GATE_BAND00_UPPER01,0个百分点调仓、已有持仓仅当日收益不超过1%才加仓,0.6826777735999974,0.10883384652542746,0.10744718551869026,0.09069523474046193,1.1847059641685316,-0.07596858999643953,1219,0.2761216302737897,131,3863.74528,10405.09999999998,False,9.822542779147625e-11,0.07013357443974079,False,False
evaluation,BASE,ADD_GATE_BAND00_LOWER00,0个百分点调仓、已有持仓仅当日收益至少为0%才加仓,0.926362909700001,0.10397500502640553,0.10227132202768212,0.08265704852214875,1.2372970467276911,-0.08017229024773279,1604,0.1959656316507438,214,3697.71806,10222.799999999843,False,9.328005035058595e-11,0.06771753338078855,True,True
evaluation,STRESS,ADD_GATE_BAND00_LOWER00,0个百分点调仓、已有持仓仅当日收益至少为0%才加仓,0.8540997938000039,0.0976250178646491,0.09649119343012934,0.08252943731777322,1.1691730437782757,-0.08552145967452414,1604,0.19619105015425337,214,6740.44124,17931.70000000003,False,9.909761899962177e-11,0.06154007335090645,False,False
earlier_diagnostic,BASE,ADD_GATE_BAND00_LOWER00,0个百分点调仓、已有持仓仅当日收益至少为0%才加仓,0.5965270726000014,0.09732492308941877,0.09677739161166224,0.08805378319970401,1.0990713640568206,-0.07439934351852742,1219,0.27039775764746166,118,1972.18548,5251.000000000095,False,8.351008773388457e-11,0.05836369489277485,False,False
earlier_diagnostic,STRESS,ADD_GATE_BAND00_LOWER00,0个百分点调仓、已有持仓仅当日收益至少为0%才加仓,0.6046277167999998,0.09842800790066336,0.0978443677686952,0.08875997033255774,1.102347909785243,-0.07594119911503594,1219,0.27441035320358337,124,3683.15664,9960.099999999979,False,6.605205271625891e-11,0.05972773581497669,False,False
evaluation,BASE,ADD_GATE_BAND00_LOWER01,0个百分点调仓、已有持仓仅当日收益至少为1%才加仓,0.8928172142000022,0.10105285400921063,0.09941088268803125,0.08008684893869795,1.2412884762656198,-0.06510088490082437,1604,0.17320631344154275,165,3202.5571600000003,9145.999999999874,False,6.332356861094013e-11,0.06479538236359365,True,True
evaluation,STRESS,ADD_GATE_BAND00_LOWER01,0个百分点调仓、已有持仓仅当日收益至少为1%才加仓,0.8292051019999971,0.09538872899392838,0.0942388366371352,0.07991191445218836,1.1792839313531738,-0.06928751567657893,1604,0.17363188042374586,166,5907.2796,15943.20000000004,False,9.779022036582319e-11,0.05930378448018573,False,False
earlier_diagnostic,BASE,ADD_GATE_BAND00_LOWER01,0个百分点调仓、已有持仓仅当日收益至少为1%才加仓,0.6302049570000008,0.10188187852246809,0.10057400133514507,0.08406922175322064,1.196323687048907,-0.06536659498553428,1219,0.266663110427746,113,1901.9086000000002,4995.200000000088,False,6.184563972055912e-11,0.06292065032582417,False,False
earlier_diagnostic,STRESS,ADD_GATE_BAND00_LOWER01,0个百分点调仓、已有持仓仅当日收益至少为1%才加仓,0.6363946318000009,0.10271118016285025,0.10138634048697492,0.08478372734114283,1.1958231097699734,-0.06551183359875981,1219,0.2705695175933651,112,3504.3736400000003,9470.999999999985,False,8.066081136348657e-11,0.06401090807716357,False,False
evaluation,BASE,ADD_GATE_BAND20_UPPER00,20个百分点调仓、已有持仓仅当日收益不超过0%才加仓,0.8862000192000026,0.10047124658663398,0.09892870031948467,0.08061272789496585,1.2272094358149443,-0.07687298912844205,1604,0.18942960305782428,114,2953.6961600000004,8827.199999999795,False,9.822542779147625e-11,0.064213774941017,True,True
evaluation,STRESS,ADD_GATE_BAND20_UPPER00,20个百分点调仓、已有持仓仅当日收益不超过0%才加仓,0.8245405153999987,0.09496683756121484,0.09390182412069638,0.08046800852487457,1.1669460428074232,-0.08183614037956526,1604,0.18957242945722397,114,5621.09692,15378.999999999973,False,6.366462912410498e-11,0.05888189304747219,False,False
earlier_diagnostic,BASE,ADD_GATE_BAND20_UPPER00,20个百分点调仓、已有持仓仅当日收益不超过0%才加仓,0.7303231550000013,0.11499731210421849,0.11268763566676736,0.0874152483313783,1.289107310426954,-0.06008765951816353,1219,0.2751060442479769,60,1760.0690000000002,5070.200000000092,False,1.0024336916103493e-10,0.07603608390757456,True,True
earlier_diagnostic,STRESS,ADD_GATE_BAND20_UPPER00,20个百分点调仓、已有持仓仅当日收益不超过0%才加仓,0.7282485658000015,0.11473179094259676,0.11250378316608561,0.08803911103693522,1.277884134005927,-0.06130213739651731,1219,0.27850257191311734,61,3443.4868400000005,9669.59999999998,False,7.958078640513122e-11,0.07603151885691009,True,True
evaluation,BASE,ADD_GATE_BAND20_UPPER01,20个百分点调仓、已有持仓仅当日收益不超过1%才加仓,0.863555925100002,0.09846778371828839,0.09717259433265592,0.08143963411152225,1.1931855464820629,-0.07685859983689322,1604,0.19782453526460222,124,3203.41498,9508.999999999818,False,7.980816008057445e-11,0.062210312072671414,False,False
evaluation,STRESS,ADD_GATE_BAND20_UPPER01,20个百分点调仓、已有持仓仅当日收益不超过1%才加仓,0.7951697120000005,0.09228913737084944,0.09152191558804712,0.08132750950506853,1.1253500340170044,-0.08189278019668868,1604,0.19795514777538328,124,6098.1576000000005,16677.70000000003,False,1.0413714335300028e-10,0.056204192857106795,False,False
earlier_diagnostic,BASE,ADD_GATE_BAND20_UPPER01,20个百分点调仓、已有持仓仅当日收益不超过1%才加仓,0.7120215856999996,0.11264608148123216,0.11069121522124392,0.08867594697150145,1.2482665142196643,-0.07198120174373346,1219,0.2762055872170816,62,1754.0828600000002,5048.600000000091,False,8.751044333621394e-11,0.07368485328458824,True,True
