period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,ADD_GATE_BAND00_UPPER00,614,83,116,0,0,0.1864854627718636
evaluation,BASE,ADD_GATE_BAND00_UPPER01,614,92,128,0,0,0.19611578965339915
evaluation,BASE,ADD_GATE_BAND00_LOWER00,614,88,126,0,0,0.1959656316507438
evaluation,BASE,ADD_GATE_BAND00_LOWER01,614,64,101,0,0,0.17320631344154275
evaluation,BASE,ADD_GATE_BAND20_UPPER00,614,55,59,0,0,0.18942960305782428
evaluation,BASE,ADD_GATE_BAND20_UPPER01,614,62,62,0,0,0.19782453526460222
evaluation,BASE,ADD_GATE_BAND20_LOWER00,614,63,62,0,0,0.19757176933671847
evaluation,BASE,ADD_GATE_BAND20_LOWER01,614,56,56,0,0,0.1758264858379645
evaluation,STRESS,ADD_GATE_BAND00_UPPER00,614,77,115,0,0,0.1866018579768979
evaluation,STRESS,ADD_GATE_BAND00_UPPER01,614,90,128,0,0,0.19628767637758804
evaluation,STRESS,ADD_GATE_BAND00_LOWER00,614,88,126,0,0,0.19619105015425337
evaluation,STRESS,ADD_GATE_BAND00_LOWER01,614,65,101,0,0,0.17363188042374586
evaluation,STRESS,ADD_GATE_BAND20_UPPER00,614,55,59,0,0,0.18957242945722397
evaluation,STRESS,ADD_GATE_BAND20_UPPER01,614,62,62,0,0,0.19795514777538328
evaluation,STRESS,ADD_GATE_BAND20_LOWER00,614,63,62,0,0,0.19776807248171777
evaluation,STRESS,ADD_GATE_BAND20_LOWER01,614,56,56,0,0,0.17622016312900413
earlier_diagnostic,BASE,ADD_GATE_BAND00_UPPER00,523,50,74,0,0,0.26877861937804515
earlier_diagnostic,BASE,ADD_GATE_BAND00_UPPER01,523,55,82,0,0,0.27209833093141556
earlier_diagnostic,BASE,ADD_GATE_BAND00_LOWER00,523,48,70,0,0,0.27039775764746166
earlier_diagnostic,BASE,ADD_GATE_BAND00_LOWER01,523,43,70,0,0,0.266663110427746
earlier_diagnostic,BASE,ADD_GATE_BAND20_UPPER00,523,28,32,0,0,0.2751060442479769
earlier_diagnostic,BASE,ADD_GATE_BAND20_UPPER01,523,30,32,0,0,0.2762055872170816
earlier_diagnostic,BASE,ADD_GATE_BAND20_LOWER00,523,30,32,0,0,0.27302589514800424
earlier_diagnostic,BASE,ADD_GATE_BAND20_LOWER01,523,29,31,0,0,0.27063322271670526
earlier_diagnostic,STRESS,ADD_GATE_BAND00_UPPER00,529,53,77,0,0,0.2720880929997283
earlier_diagnostic,STRESS,ADD_GATE_BAND00_UPPER01,529,54,77,0,0,0.2761216302737897
earlier_diagnostic,STRESS,ADD_GATE_BAND00_LOWER00,529,49,75,0,0,0.27441035320358337
earlier_diagnostic,STRESS,ADD_GATE_BAND00_LOWER01,529,42,70,0,0,0.2705695175933651
earlier_diagnostic,STRESS,ADD_GATE_BAND20_UPPER00,529,29,32,0,0,0.27850257191311734
earlier_diagnostic,STRESS,ADD_GATE_BAND20_UPPER01,529,31,32,0,0,0.2794324869513163
earlier_diagnostic,STRESS,ADD_GATE_BAND20_LOWER00,529,31,32,0,0,0.2760281710445717
earlier_diagnostic,STRESS,ADD_GATE_BAND20_LOWER01,529,30,31,0,0,0.27362253996143565
