model,period,cost,origin,source_target,normal_requested_quantity,own_shares,observed_daily_return,return_threshold
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-07-01,0.9367660758525295,17500,28600,0.022498803255146083,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-07-02,0.937661874221454,17100,28600,0.02294007490636707,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-07-03,0.9383864800953374,16800,28600,0.01990846681922198,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-07-06,0.891048524695218,13300,28600,0.07336773614538927,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-08-21,0.4845280634766865,7400,15100,0.008433480919249448,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-08-24,0.486504981166599,7400,15100,0.006272214091574302,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-08-25,0.4869716515824186,7400,15100,0.0018699355911075966,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-09-10,0.3902954484636555,1000,17400,0.0008611410118408713,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-09-11,0.391999286065842,1000,17400,0.007743600774360093,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-09-14,0.39331430931595973,1000,17400,0.005763073639274419,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-09-15,0.3950103435833699,1000,17400,0.007427843803056167,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-09-28,0.615903576394093,11800,17300,0.002155636990730736,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2020-09-29,0.5839800127254916,10200,17300,0.0023661002366099915,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-01-04,0.9985660551646752,2100,41900,0.008889729525250578,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-01-05,0.9985148545415017,2000,41900,0.01856017997750281,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-01-06,0.9985281075053402,2000,41900,0.00901895821829557,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-01-07,0.9985588156332497,2000,41900,0.021342575702298472,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-06-17,0.0554220269389161,1200,1400,0.002152641878669259,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-06-18,0.05546950298813978,1200,1400,0.0009763718023823031,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-06-25,0.8574605330284963,37200,2600,0.015609944112545682,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-06-28,0.8575622221654686,37200,2600,0.0017077798861480087,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-06-30,0.26466006783779633,11400,900,0.005933014354067012,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-11-11,0.8712676279742974,17000,27400,0.01635322976287812,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-11-24,0.8705613575583981,17600,26600,0.002206177296430134,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2021-12-09,0.8924815287786002,900,44300,0.01655498620417828,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2022-05-13,0.8823437472135435,43200,14400,0.007846114907618329,0.0
ADD_GATE_BAND00_UPPER00,evaluation,BASE,2022-06-06,0.18388351896833405,6400,5300,0.02002931118710305,0.0
