model,period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
ADD_GATE_BAND00_UPPER00,evaluation,BASE,INTENT_MIX_BAND_00,-13913.53839999967,-12644.800000000047,-3034.2999999999993,-463.96159999999963,-1301.600000000024,-0.00978003617345058
ADD_GATE_BAND00_UPPER00,evaluation,BASE,INTENT_MIX_BAND_20,-15069.175439999672,-14502.00000000003,-1553.3999999999996,-38.22456000000011,-948.0000000000236,0.00779544897938389
ADD_GATE_BAND00_UPPER00,evaluation,BASE,TWO_CLOSE_ZERO_EXIT,-17173.49121999991,-15481.700000000012,-3377.1000000000004,-120.70878000000039,-1564.6000000000076,0.00029737530624007746
ADD_GATE_BAND00_UPPER00,evaluation,BASE,BUY_HOLD,119547.8526200004,144625.19999999995,-13147.7,3217.84738,8711.799999999794,0.9428219551832906
ADD_GATE_BAND00_UPPER00,evaluation,STRESS,INTENT_MIX_BAND_00,-11984.013079999888,-12300.900000000052,-2918.2999999999993,-860.3869199999999,-2374.8000000000848,-0.004907760804983008
ADD_GATE_BAND00_UPPER00,evaluation,STRESS,INTENT_MIX_BAND_20,-13338.030519999971,-13985.800000000047,-1532.2999999999975,-434.16947999999957,-1745.9000000000942,0.010340119372674428
ADD_GATE_BAND00_UPPER00,evaluation,STRESS,TWO_CLOSE_ZERO_EXIT,-14454.525319999782,-14783.100000000006,-3250.6000000000004,-751.7746799999995,-2827.4000000000906,0.006762677408492124
ADD_GATE_BAND00_UPPER00,evaluation,STRESS,BUY_HOLD,107189.55788000018,141465.19999999995,-13311.300000000001,5761.14212,15203.199999999959,0.8809824102093264
ADD_GATE_BAND00_UPPER00,earlier_diagnostic,BASE,INTENT_MIX_BAND_00,918.8966399997589,667.5,-36.80000000000018,-136.2966399999998,-151.89999999998417,0.03814617122728792
ADD_GATE_BAND00_UPPER00,earlier_diagnostic,BASE,INTENT_MIX_BAND_20,-6641.935980000009,-6175.099999999977,112.59999999999991,291.7359800000004,287.70000000000346,-0.02880331863895269
ADD_GATE_BAND00_UPPER00,earlier_diagnostic,BASE,TWO_CLOSE_ZERO_EXIT,-5387.760260000126,-5513.999999999971,38.69999999999982,171.16025999999988,-258.6999999999907,0.03949777997514037
ADD_GATE_BAND00_UPPER00,earlier_diagnostic,BASE,BUY_HOLD,93656.70117999983,114097.7,-13414.499999999996,1962.3988200000001,5064.1000000001,0.9434305907811578
ADD_GATE_BAND00_UPPER00,earlier_diagnostic,STRESS,INTENT_MIX_BAND_00,-802.0088400000823,-1102.0,-36.80000000000018,-84.59115999999995,-252.19999999998254,0.026768794094905735
