period,cost,cycles,losing_cycles,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,18,9,0.09762131189999974,0.014152317277716892,0.01448516433568129,0.029406532626296937,0.4925832133887101,-0.06361245184404167,1604,0.040869682802669054,38,543.63762,1580.5999999999783,False,4.0259351408167277e-11
evaluation,STRESS,18,9,0.088750698,0.01291149275287959,0.013259952224580264,0.029376139112094538,0.45138512498128014,-0.06579595553791341,1604,0.040894261799901216,38,1059.2604000000001,2795.4999999999914,False,2.7824853532365523e-11
earlier_diagnostic,BASE,7,3,0.14886969590000096,0.027933826570880595,0.030236642263913788,0.0735029786238309,0.4113662171251188,-0.07965440203027796,1219,0.11376525637584901,17,476.16082000000006,1406.7999999999709,False,2.6830093702301383e-11
earlier_diagnostic,STRESS,7,3,0.13983848120000014,0.026324572403007743,0.02867019826382905,0.0735077330127794,0.39002968924160275,-0.08306434784788673,1219,0.1137735555321763,17,944.90376,2750.20000000002,False,2.717115421546623e-11
