first_fit_index,first_fit_origin,source_input_identity,feature,factor_chinese,mean,scale,coefficient,active,intercept
1157,2017-03-01,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,log_holding_days,持仓时间对数,2.683029251596902,1.1166354306899884,-0.0,False,0.020746295195372362
1157,2017-03-01,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,cycle_return,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.09742070130494718,True,0.020746295195372362
1157,2017-03-01,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,cycle_drawdown,持仓回撤,-0.019530351028669003,0.01975320420366477,0.0,False,0.020746295195372362
1157,2017-03-01,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,entry_mode,入场模式,1.0,1.0,0.0,False,0.020746295195372362
1157,2017-03-01,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,mom5,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.0,False,0.020746295195372362
1157,2017-03-01,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,mom20,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.0054620095440578,True,0.020746295195372362
1157,2017-03-01,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,sma120,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.0,False,0.020746295195372362
1157,2017-03-01,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,vol20,二十日波动,0.25265925293704133,0.12240290324156698,0.0,False,0.020746295195372362
1218,2017-06-01,600a4d0e7767a561089d4f8962e38a9e57151d97bca4084ea0afb435d4359050,log_holding_days,持仓时间对数,2.7297618364650904,1.1016544011039644,-0.0,False,0.0156781965468565
1218,2017-06-01,600a4d0e7767a561089d4f8962e38a9e57151d97bca4084ea0afb435d4359050,cycle_return,含分红浮盈浮亏,0.0628268933408663,0.10731223765710536,-0.09395785291795708,True,0.0156781965468565
1218,2017-06-01,600a4d0e7767a561089d4f8962e38a9e57151d97bca4084ea0afb435d4359050,cycle_drawdown,持仓回撤,-0.01884990529950695,0.019260300564195212,0.0,False,0.0156781965468565
1218,2017-06-01,600a4d0e7767a561089d4f8962e38a9e57151d97bca4084ea0afb435d4359050,entry_mode,入场模式,1.0,1.0,0.0,False,0.0156781965468565
