period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,1.5865285230514985,30,443,58120.09999999999,2892.590259999997,55227.509740000125
evaluation,STRESS,1.5192586826023138,30,443,57789.200000000004,5272.897799999997,52516.302200000035
earlier_diagnostic,BASE,1.0525568315995562,16,448,47119.69999999999,2393.224259999998,44726.47574000002
earlier_diagnostic,STRESS,1.0399346455220781,16,454,49049.7,4580.481399999978,44469.21860000005
