period,cost,buy_count,all_buy_origins_have_entry_events,mean_signal_day_intraday_return_not_earned,mean_actual_entry_day_intraday_return_before_cost
evaluation,BASE,258,True,0.0097235263149896,-0.00022341104489769778
evaluation,STRESS,258,True,0.0097235263149896,-0.00022341104489769778
earlier_diagnostic,BASE,167,True,0.011476680823542274,0.002124306035390323
earlier_diagnostic,STRESS,167,True,0.011476680823542274,0.002124306035390323
