period,cost,origin,entry_date,origin_has_entry_event,signal_day_intraday_return_not_earned,actual_entry_day_intraday_return_before_cost
evaluation,STRESS,2021-05-31,2021-06-01,True,0.001688872208669645,0.0024376523532720906
evaluation,STRESS,2021-06-04,2021-06-07,True,0.008571428571428452,-0.001133144475920722
evaluation,STRESS,2021-06-09,2021-06-10,True,0.004204089432447988,0.007620499142693804
evaluation,STRESS,2021-06-17,2021-06-18,True,0.004117647058823781,0.0011718750000000444
evaluation,STRESS,2021-07-07,2021-07-08,True,0.014691478942213454,-0.010213914048949668
evaluation,STRESS,2021-07-13,2021-07-14,True,0.0032824869665957213,-0.010017337699865125
evaluation,STRESS,2021-07-15,2021-07-16,True,0.014811927499512656,-0.00846153846153852
evaluation,STRESS,2021-07-19,2021-07-20,True,0.0060229259762967224,0.004863813229571967
evaluation,STRESS,2021-07-28,2021-07-29,True,0.0033312513012699885,0.0014288630332719432
evaluation,STRESS,2021-08-02,2021-08-03,True,0.02821252059308077,0.004828002414001276
evaluation,STRESS,2021-08-09,2021-08-10,True,0.015694164989939807,0.01370135027799857
evaluation,STRESS,2021-08-27,2021-08-30,True,0.004099200655872215,-0.006108735491753059
evaluation,STRESS,2021-09-07,2021-09-08,True,0.013000000000000123,-0.004931939238508654
evaluation,STRESS,2021-09-10,2021-09-13,True,0.01072066706372854,-0.004129793510324498
evaluation,STRESS,2021-09-17,2021-09-22,True,0.008183306055646433,0.007201646090534863
evaluation,STRESS,2021-10-13,2021-10-14,True,0.012942366026289287,-0.004197481511093337
evaluation,STRESS,2021-10-15,2021-10-18,True,0.005422775657762724,-0.01099340395762538
evaluation,STRESS,2021-10-19,2021-10-20,True,0.011133603238866252,-0.0038000000000000256
evaluation,STRESS,2021-10-21,2021-10-22,True,0.004618473895582342,0.005189620758482949
evaluation,STRESS,2021-10-29,2021-11-01,True,0.0070764253942581234,0.0016138793625175563
evaluation,STRESS,2021-11-11,2021-11-12,True,0.018435067595248045,-0.001205787781350498
evaluation,STRESS,2021-11-19,2021-11-22,True,0.012219959266802416,0.001809408926417344
evaluation,STRESS,2021-12-02,2021-12-03,True,0.0028455284552846294,0.00912038913660318
evaluation,STRESS,2021-12-21,2021-12-22,True,0.005249343832020914,-0.0020032051282050656
evaluation,STRESS,2022-01-10,2022-01-11,True,0.004909983633387904,-0.009161237785016318
evaluation,STRESS,2022-01-18,2022-01-19,True,0.010140728476821348,-0.007268951194184914
evaluation,STRESS,2022-01-20,2022-01-21,True,0.009005235602093986,-0.00540540540540535
evaluation,STRESS,2022-01-24,2022-01-25,True,0.00546218487394956,-0.017219655606887874
evaluation,STRESS,2022-02-17,2022-02-18,True,0.0032573289902280145,0.009565217391304559
evaluation,STRESS,2022-02-28,2022-03-01,True,0.00197281893906176,0.0045771578029643045
evaluation,STRESS,2022-03-11,2022-03-14,True,0.019867549668874274,-0.018352941176470683
evaluation,STRESS,2022-03-18,2022-03-21,True,0.01140142517814735,-0.0025803424818203746
evaluation,STRESS,2022-04-01,2022-04-06,True,0.01958442799140192,0.00329955220362943
evaluation,STRESS,2022-04-22,2022-04-25,True,0.010340479192938234,-0.033460076045627285
evaluation,STRESS,2022-04-27,2022-04-28,True,0.031291434632723325,0.0111053719008265
evaluation,STRESS,2022-05-10,2022-05-11,True,0.02165405687451072,0.01586083397288318
evaluation,STRESS,2022-05-19,2022-05-20,True,0.012161135039270299,0.01467661691542288
evaluation,STRESS,2022-05-25,2022-05-26,True,0.005555555555555536,0.0022596033140849237
evaluation,STRESS,2022-06-02,2022-06-06,True,0.006886374815543661,0.02052785923753686
evaluation,STRESS,2022-06-10,2022-06-13,True,0.02139937484972365,-0.0033254156769596532
evaluation,STRESS,2022-06-14,2022-06-15,True,0.01704681872749103,0.012284431845027255
evaluation,STRESS,2022-06-17,2022-06-20,True,0.018863475595378487,0.002539829138766825
evaluation,STRESS,2022-06-28,2022-06-29,True,0.011883408071748924,-0.008892841262783446
evaluation,STRESS,2022-06-30,2022-07-01,True,0.012123933542882881,-0.005973451327433432
evaluation,STRESS,2022-07-04,2022-07-05,True,0.009602501116569906,-0.0033141847105611077
evaluation,STRESS,2022-07-07,2022-07-08,True,0.005174353205849247,-0.006012024048095976
evaluation,STRESS,2022-07-14,2022-07-15,True,0.0011481056257174327,-0.012643678160919491
evaluation,STRESS,2022-08-01,2022-08-02,True,0.007608178792201548,-0.01021377672209034
evaluation,STRESS,2022-08-09,2022-08-10,True,0.002141837220371423,-0.008567348881484915
evaluation,STRESS,2022-08-12,2022-08-15,True,0.0007055503292567877,0.0007072135785006761
evaluation,STRESS,2022-08-22,2022-08-23,True,0.008571428571428452,-0.0025986298133710006
evaluation,STRESS,2022-09-07,2022-09-08,True,0.005369782767878695,-0.005335920446277065
evaluation,STRESS,2022-11-02,2022-11-03,True,0.014111261872455927,-0.002690341673392549
evaluation,STRESS,2022-11-04,2022-11-07,True,0.034817813765182226,0.006299212598425141
evaluation,STRESS,2022-11-15,2022-11-16,True,0.021603331598125886,-0.005615109749872449
evaluation,STRESS,2022-11-23,2022-11-24,True,0.0036649214659687512,-0.008831168831168856
evaluation,STRESS,2022-11-30,2022-12-01,True,0.003335043612108679,-0.0060301507537688925
evaluation,STRESS,2022-12-06,2022-12-07,True,0.008767535070140386,-0.0012437810945273853
evaluation,STRESS,2022-12-09,2022-12-12,True,0.008699975142928196,-0.007169344870210148
evaluation,STRESS,2022-12-16,2022-12-19,True,0.0014958863126401933,-0.01566384883142724
evaluation,STRESS,2022-12-26,2022-12-27,True,0.0025706940874035134,0.0017766497461928488
evaluation,STRESS,2023-01-03,2023-01-04,True,0.003048006096012301,0.001519756838905817
evaluation,STRESS,2023-01-19,2023-01-20,True,0.008978403300169857,0.0019170860292354597
evaluation,STRESS,2023-02-09,2023-02-10,True,0.014752889107450207,-0.006056201550387663
evaluation,STRESS,2023-02-13,2023-02-14,True,0.011002444987775029,0.0007244626901714568
evaluation,STRESS,2023-03-01,2023-03-02,True,0.01303171871158093,0.0012165450121655041
evaluation,STRESS,2023-03-23,2023-03-24,True,0.012814070351758744,0.0007457121551082135
evaluation,STRESS,2023-04-17,2023-04-18,True,0.01568243077677023,0.0019305019305020377
evaluation,STRESS,2023-04-27,2023-04-28,True,0.009625126646403359,0.00700525394045548
evaluation,STRESS,2023-05-22,2023-05-23,True,0.005325893989348129,-0.015124779430299995
evaluation,STRESS,2023-05-26,2023-05-29,True,0.0018214936247722413,-0.0062208398133748455
evaluation,STRESS,2023-05-30,2023-05-31,True,0.003136434918975528,-0.006792058516196353
evaluation,STRESS,2023-06-01,2023-06-02,True,0.0028954988154776817,0.008616187989556101
evaluation,STRESS,2023-06-12,2023-06-13,True,0.002083333333333437,0.009635416666666563
evaluation,STRESS,2023-06-27,2023-06-28,True,0.007027589796980704,0.003624126326688959
evaluation,STRESS,2023-06-30,2023-07-03,True,0.0062208398133747345,0.009511568123393266
evaluation,STRESS,2023-07-28,2023-07-31,True,0.02909182899063989,-0.0039024390243902474
evaluation,STRESS,2023-08-03,2023-08-04,True,0.010419250806251723,-0.0051032806804374164
evaluation,STRESS,2023-08-10,2023-08-11,True,0.0017335314512134659,-0.023485784919653807
evaluation,STRESS,2023-08-17,2023-08-18,True,0.008008266597778313,-0.013319672131147597
evaluation,STRESS,2023-08-29,2023-08-30,True,0.01020942408376957,-0.0015527950310558758
evaluation,STRESS,2023-09-18,2023-09-19,True,0.0058231868713605195,-0.00026343519494198553
evaluation,STRESS,2023-09-22,2023-09-25,True,0.021680942184154173,-0.004466631634261642
evaluation,STRESS,2023-09-27,2023-09-28,True,0.0029200955667640915,-0.005548216644649995
evaluation,STRESS,2023-10-26,2023-10-27,True,0.007594936708860578,0.01734750979294919
evaluation,STRESS,2023-11-09,2023-11-10,True,0.0029964587305910673,-0.0035441657579062813
evaluation,STRESS,2023-11-23,2023-11-24,True,0.005818786367414841,-0.00579150579150578
evaluation,STRESS,2023-11-28,2023-11-29,True,0.002797202797202747,-0.007808142777467886
evaluation,STRESS,2023-11-30,2023-12-01,True,0.0022509848058525073,-0.0036506599269867657
evaluation,STRESS,2023-12-06,2023-12-07,True,0.0026056745801967818,-0.0020225368390637266
evaluation,STRESS,2023-12-11,2023-12-12,True,0.013081395348837122,0.004890678941311899
evaluation,STRESS,2023-12-19,2023-12-20,True,0.0008831321754489974,-0.010282021151586274
evaluation,STRESS,2023-12-21,2023-12-22,True,0.013412816691505292,0.00264939652634677
evaluation,STRESS,2023-12-28,2023-12-29,True,0.025874742722728605,0.0031536697247707135
evaluation,STRESS,2024-01-16,2024-01-17,True,0.008083832335329388,-0.019362526064939045
evaluation,STRESS,2024-01-18,2024-01-19,True,0.015537600994406375,0.008002462296091029
evaluation,STRESS,2024-01-23,2024-01-24,True,0.00906533291653644,0.012349490583513534
evaluation,STRESS,2024-02-05,2024-02-06,True,0.01583280557314759,0.03956043956043942
evaluation,STRESS,2024-02-27,2024-02-28,True,0.014264919941775922,-0.011184399197017525
evaluation,STRESS,2024-02-29,2024-03-01,True,0.01831395348837206,0.008283347614967074
evaluation,STRESS,2024-03-11,2024-03-12,True,0.01416029453412615,0.0008372871895059308
evaluation,STRESS,2024-03-15,2024-03-18,True,0.005364201016375025,0.00870541982589157
evaluation,STRESS,2024-03-20,2024-03-21,True,0.0030890199382196393,-0.0027932960893854997
evaluation,STRESS,2024-03-28,2024-03-29,True,0.005442566599828114,0.005417735956658065
evaluation,STRESS,2024-04-18,2024-04-19,True,0.004232505643340989,-0.003949224259520379
evaluation,STRESS,2024-04-25,2024-04-26,True,0.005709391949757281,0.013904653802497169
evaluation,STRESS,2024-05-07,2024-05-08,True,0.00137174211248281,-0.006038978863573963
evaluation,STRESS,2024-05-09,2024-05-10,True,0.009944751381215422,-0.0013650013650012838
evaluation,STRESS,2024-05-22,2024-05-23,True,0.0027247956403271267,-0.007627349496050151
evaluation,STRESS,2024-05-29,2024-05-30,True,0.0005543237250553723,-0.0019428254232584097
evaluation,STRESS,2024-06-03,2024-06-04,True,0.001955307262569761,0.007531380753138084
evaluation,STRESS,2024-06-14,2024-06-17,True,0.007655231074567448,0.0019790783149562508
evaluation,STRESS,2024-06-26,2024-06-27,True,0.008357348703170064,-0.002865329512894088
evaluation,STRESS,2024-06-28,2024-07-01,True,0.0037420840529649446,0.0040149125322626045
evaluation,STRESS,2024-07-09,2024-07-10,True,0.012248468941382429,-0.00028868360277134464
evaluation,STRESS,2024-07-15,2024-07-16,True,0.004272287097692784,0.008806818181818166
evaluation,STRESS,2024-08-08,2024-08-09,True,0.0026501766784452485,-0.006733021077283463
evaluation,STRESS,2024-08-15,2024-08-16,True,0.012778603268944977,0.001762632197414904
evaluation,STRESS,2024-08-23,2024-08-26,True,0.006526253337288512,-0.0002945508100147265
evaluation,STRESS,2024-08-30,2024-09-02,True,0.014961101137043631,-0.01449275362318836
evaluation,STRESS,2024-09-03,2024-09-04,True,0.004204204204204087,-0.002401681176823822
evaluation,STRESS,2024-09-18,2024-09-19,True,0.0034087387666563718,0.006783842121492523
evaluation,STRESS,2024-09-26,2024-09-27,True,0.049596309111880066,0.045675675675675764
evaluation,STRESS,2024-10-18,2024-10-21,True,0.04095386210471741,-0.00024894199651492865
evaluation,STRESS,2024-10-22,2024-10-23,True,0.009495252373813212,0.003712871287128605
evaluation,STRESS,2024-10-28,2024-10-29,True,0.0027261462205701026,-0.009135802469135812
evaluation,STRESS,2024-11-01,2024-11-04,True,0.0037840565085771605,0.01255650426921151
evaluation,STRESS,2024-11-07,2024-11-08,True,0.04117647058823537,-0.02055114432508176
evaluation,STRESS,2024-11-11,2024-11-12,True,0.015173410404624166,-0.00973871733966758
evaluation,STRESS,2024-11-13,2024-11-14,True,0.010843373493975905,-0.015281757402101248
evaluation,STRESS,2024-11-20,2024-11-21,True,0.005437469105288972,0.0032019704433499108
evaluation,STRESS,2024-11-27,2024-11-28,True,0.018130745658835545,-0.006526104417670653
evaluation,STRESS,2024-12-02,2024-12-03,True,0.008506379784838591,0.001240694789081953
evaluation,STRESS,2024-12-17,2024-12-18,True,0.00350613573754055,0.0009950248756220859
evaluation,STRESS,2024-12-23,2024-12-24,True,0.0012447099825740882,0.011182902584492949
evaluation,STRESS,2024-12-30,2024-12-31,True,0.004918839153959853,-0.01590408612674321
evaluation,STRESS,2025-01-07,2025-01-08,True,0.00910273081924573,0.001033591731266048
evaluation,STRESS,2025-01-17,2025-01-20,True,0.0059354838709677615,-0.0010201479214486664
evaluation,STRESS,2025-01-24,2025-01-27,True,0.010285420416559443,-0.007367886178861749
evaluation,STRESS,2025-02-06,2025-02-07,True,0.012358393408856916,0.013984235952199331
evaluation,STRESS,2025-02-12,2025-02-13,True,0.010065425264217387,-0.001247193813918912
evaluation,STRESS,2025-02-14,2025-02-17,True,0.008499999999999952,-0.0007418397626111073
evaluation,STRESS,2025-02-19,2025-02-20,True,0.006991260923845388,-0.0019856043683296187
evaluation,STRESS,2025-03-11,2025-03-12,True,0.010265398097145662,-0.0032194155522535794
evaluation,STRESS,2025-03-19,2025-03-20,True,0.0026842362127867947,-0.008031151131662306
evaluation,STRESS,2025-03-24,2025-03-25,True,0.004489897730107106,0.0002482621648460803
evaluation,STRESS,2025-03-27,2025-03-28,True,0.003989030167040664,-0.004718152470821968
evaluation,STRESS,2025-04-09,2025-04-10,True,0.019215155615696977,0.003143830233167444
evaluation,STRESS,2025-04-15,2025-04-16,True,0.0018210197710717413,0.004946628482165982
evaluation,STRESS,2025-05-08,2025-05-09,True,0.008167432363450855,-0.00025342118601123786
evaluation,STRESS,2025-06-12,2025-06-13,True,0.002001000500250205,-0.004502251125562795
evaluation,STRESS,2025-06-16,2025-06-17,True,0.004026170105686955,-0.0005011275369581902
evaluation,STRESS,2025-06-20,2025-06-23,True,0.0015495867768595684,0.005686223830447146
evaluation,STRESS,2025-06-30,2025-07-01,True,0.005301691492047622,0.0020100502512563345
evaluation,STRESS,2025-07-24,2025-07-25,True,0.007151370679379987,-0.0052071005917158075
evaluation,STRESS,2025-07-29,2025-07-30,True,0.006416349809885924,0.0011828720132480708
evaluation,STRESS,2025-08-04,2025-08-05,True,0.00727802037845704,0.006981222917669783
evaluation,STRESS,2025-08-12,2025-08-13,True,0.006666666666666599,0.006849315068493178
evaluation,STRESS,2025-08-15,2025-08-18,True,0.012494106553512463,0.006747324336900951
evaluation,STRESS,2025-08-20,2025-08-21,True,0.016065192083818403,0.0022893772893772812
evaluation,STRESS,2025-08-28,2025-08-29,True,0.020138733497426786,0.011208791208791258
evaluation,STRESS,2025-09-05,2025-09-08,True,0.02337078651685398,0.00021958717610881529
evaluation,STRESS,2025-09-10,2025-09-11,True,0.0026513477684491082,0.029379279876297737
evaluation,STRESS,2025-09-17,2025-09-18,True,0.008234019501625056,-0.01310418904403865
evaluation,STRESS,2025-09-19,2025-09-22,True,0.003050108932461937,0.0032580364900085534
evaluation,STRESS,2025-09-24,2025-09-25,True,0.014357189471394305,0.0068625348488098314
evaluation,STRESS,2025-09-29,2025-09-30,True,0.01721170395869187,0.0014786649767637439
evaluation,STRESS,2025-10-16,2025-10-17,True,0.006824482832160417,-0.0193001060445388
evaluation,STRESS,2025-10-23,2025-10-24,True,0.005547258374226649,0.008883248730964466
evaluation,STRESS,2025-11-03,2025-11-04,True,0.0023148148148148806,-0.006512605042016784
evaluation,STRESS,2025-11-05,2025-11-06,True,0.009164535379369232,0.013285533530156046
evaluation,STRESS,2025-11-12,2025-11-13,True,0.002313840976020165,0.011561908766029028
evaluation,STRESS,2025-11-19,2025-11-20,True,0.004061564771269843,-0.010160880609652811
evaluation,STRESS,2025-11-28,2025-12-01,True,0.003029647262497104,0.008824795523030726
evaluation,STRESS,2025-12-05,2025-12-08,True,0.009020618556701221,0.004457652303120341
evaluation,STRESS,2025-12-17,2025-12-18,True,0.01731976618315656,-0.0032030749519538215
evaluation,STRESS,2025-12-25,2025-12-26,True,0.003368421052631687,0.003776751993285643
evaluation,STRESS,2025-12-30,2025-12-31,True,0.0056890012642223375,-0.00502407368641411
evaluation,STRESS,2026-01-09,2026-01-12,True,0.005764875437512806,0.00408747189863079
evaluation,STRESS,2026-01-15,2026-01-16,True,0.00536193029490617,-0.009378185524974603
evaluation,STRESS,2026-01-21,2026-01-22,True,0.00445954555107253,-0.0029529635098078932
evaluation,STRESS,2026-01-29,2026-01-30,True,0.009314140558848383,-0.005278716216216117
evaluation,STRESS,2026-02-04,2026-02-05,True,0.011822871883061081,-0.0002136752136751019
evaluation,STRESS,2026-03-02,2026-03-03,True,0.009586706433745151,-0.013288335794136241
evaluation,STRESS,2026-03-06,2026-03-09,True,0.00581896551724137,0.0012978585334197934
evaluation,STRESS,2026-03-16,2026-03-17,True,0.0010695187165774556,-0.008536064874093086
evaluation,STRESS,2026-03-27,2026-03-30,True,0.013033707865168553,0.008516360376512822
evaluation,STRESS,2026-04-13,2026-04-14,True,0.004968675739900785,0.007052789057490738
evaluation,STRESS,2026-04-20,2026-04-21,True,0.0063357972544877406,0.0025188916876572875
evaluation,STRESS,2026-04-29,2026-04-30,True,0.013880126182965302,-0.001242236024844745
evaluation,STRESS,2026-05-13,2026-05-14,True,0.015587044534412842,-0.019058963668850515
evaluation,STRESS,2026-05-19,2026-05-20,True,0.005368573198430759,0.005366357069143568
evaluation,STRESS,2026-05-26,2026-05-27,True,0.012214983713355165,-0.006246222043118976
evaluation,STRESS,2026-06-02,2026-06-03,True,0.014177111156770117,0.005467800729040073
evaluation,STRESS,2026-06-17,2026-06-18,True,0.012249897917517405,0.008294557960752735
evaluation,STRESS,2026-06-24,2026-06-25,True,0.007709474538445837,0.015081439774783822
evaluation,STRESS,2026-06-29,2026-06-30,True,0.012660812742495198,0.014554275318374721
evaluation,STRESS,2026-07-03,2026-07-06,True,0.00952380952380949,-0.0046938775510205755
evaluation,STRESS,2026-07-15,2026-07-16,True,0.001863739904742312,-0.004607329842931995
evaluation,STRESS,2026-07-29,2026-07-30,True,0.0071366782006920815,-0.005399568034557101
evaluation,STRESS,2026-08-05,2026-08-06,True,0.020346320346320335,0.004479522184300366
evaluation,STRESS,2026-08-12,2026-08-13,True,0.004442563994076609,-0.00859538784067071
earlier_diagnostic,BASE,2015-02-16,2015-02-17,True,0.00868055555555558,0.004570122822050937
earlier_diagnostic,BASE,2015-02-26,2015-02-27,True,0.03063583815028892,-0.0014029180695847021
earlier_diagnostic,BASE,2015-03-09,2015-03-10,True,0.029720279720279574,-0.0034081226924169705
earlier_diagnostic,BASE,2015-03-26,2015-03-27,True,0.00512820512820511,0.005856888209829325
earlier_diagnostic,BASE,2015-04-03,2015-04-07,True,0.01812392848395783,0.011235955056180025
earlier_diagnostic,BASE,2015-04-14,2015-04-15,True,0.0025028441410694935,-0.008397639582387595
earlier_diagnostic,BASE,2015-05-12,2015-05-13,True,0.011767222935387123,-0.010559662090813271
earlier_diagnostic,BASE,2015-05-25,2015-05-26,True,0.03287337662337664,0.012745098039215863
earlier_diagnostic,BASE,2015-07-09,2015-07-10,True,0.1137426900584797,0.06590330788804066
earlier_diagnostic,BASE,2015-07-16,2015-07-17,True,0.026972010178117012,0.03194103194103182
earlier_diagnostic,BASE,2015-07-28,2015-07-29,True,0.03358409457281031,0.027570213862406545
earlier_diagnostic,BASE,2015-08-03,2015-08-04,True,0.015287295730100015,0.03729603729603714
earlier_diagnostic,BASE,2015-08-17,2015-08-18,True,0.007107843137254877,-0.06885644768856458
earlier_diagnostic,BASE,2015-08-19,2015-08-20,True,0.031620553359683834,-0.015229736706246833
earlier_diagnostic,BASE,2015-09-08,2015-09-09,True,0.03938461538461535,0.012948793407886905
earlier_diagnostic,BASE,2015-09-21,2015-09-22,True,0.027068594278683467,0.008088675853804794
earlier_diagnostic,BASE,2015-10-09,2015-10-12,True,0.014714714714714638,0.041420118343195256
earlier_diagnostic,BASE,2015-10-15,2015-10-16,True,0.02842227378190243,0.00983146067415741
earlier_diagnostic,BASE,2015-10-20,2015-10-21,True,0.013660440479509317,-0.031043956043956045
earlier_diagnostic,BASE,2015-10-22,2015-10-23,True,0.020571428571428685,0.017352364959417832
earlier_diagnostic,BASE,2015-10-27,2015-10-28,True,0.002752546105147191,-0.012144631520839111
earlier_diagnostic,BASE,2015-10-30,2015-11-02,True,0.002236511042773337,-0.008159819921215505
earlier_diagnostic,BASE,2015-11-05,2015-11-06,True,0.01920995670995662,0.024163568773234223
earlier_diagnostic,BASE,2015-11-16,2015-11-17,True,0.018094731240021256,-0.00806661462399172
earlier_diagnostic,BASE,2015-11-24,2015-11-25,True,0.003953610964681165,0.007890583903208848
earlier_diagnostic,BASE,2015-12-01,2015-12-02,True,0.009156492785793446,0.04375343973582835
earlier_diagnostic,BASE,2015-12-09,2015-12-10,True,0.0019026909486272725,-0.0045995670995672144
earlier_diagnostic,BASE,2015-12-14,2015-12-15,True,0.03682330310524873,-0.008753315649867366
earlier_diagnostic,BASE,2015-12-21,2015-12-22,True,0.029396325459317696,-0.00025458248472498557
earlier_diagnostic,BASE,2015-12-29,2015-12-30,True,0.011137629276054106,-0.0002622606871230948
earlier_diagnostic,BASE,2016-01-06,2016-01-07,True,0.016170212765957537,-0.015541113308844334
earlier_diagnostic,BASE,2016-01-14,2016-01-15,True,0.04146730462519943,-0.023420647149460683
earlier_diagnostic,BASE,2016-01-18,2016-01-19,True,0.01342281879194629,0.02902208201892753
earlier_diagnostic,BASE,2016-02-02,2016-02-03,True,0.023513139695712226,0.005460750853242269
earlier_diagnostic,BASE,2016-02-24,2016-02-25,True,0.010091145833333481,-0.06229825693996127
earlier_diagnostic,BASE,2016-03-04,2016-03-07,True,0.012828947368421106,0.0035575679172057395
earlier_diagnostic,BASE,2016-03-16,2016-03-17,True,0.010851693521867878,0.014944769330734298
earlier_diagnostic,BASE,2016-03-23,2016-03-24,True,0.0028011204481792618,-0.009059668853483305
earlier_diagnostic,BASE,2016-04-01,2016-04-05,True,0.005937499999999929,0.014357053682896304
earlier_diagnostic,BASE,2016-04-22,2016-04-25,True,0.00764087870105068,-0.0025292443882389826
earlier_diagnostic,BASE,2016-04-26,2016-04-27,True,0.006343165239454551,-0.004727387330601962
earlier_diagnostic,BASE,2016-05-12,2016-05-13,True,0.007843137254901933,0.0
earlier_diagnostic,BASE,2016-05-16,2016-05-17,True,0.005868927290511916,-0.002590673575129543
earlier_diagnostic,BASE,2016-05-20,2016-05-23,True,0.008530183727033958,0.00032488628979865375
earlier_diagnostic,BASE,2016-05-27,2016-05-30,True,0.0013089005235602524,0.0019633507853402676
earlier_diagnostic,BASE,2016-06-14,2016-06-15,True,0.0055464926590538255,0.020921869892121636
earlier_diagnostic,BASE,2016-06-22,2016-06-23,True,0.006754583467352804,-0.0031948881789136685
earlier_diagnostic,BASE,2016-06-27,2016-06-28,True,0.014935064935064801,0.00834403080872903
earlier_diagnostic,BASE,2016-07-04,2016-07-05,True,0.01839517919441791,0.002491435689816246
earlier_diagnostic,BASE,2016-07-12,2016-07-13,True,0.02598206000618619,0.00120481927710836
earlier_diagnostic,BASE,2016-07-28,2016-07-29,True,0.006163328197226425,-0.0033690658499234694
earlier_diagnostic,BASE,2016-08-02,2016-08-03,True,0.0027898326100432858,0.0027863777089782715
earlier_diagnostic,BASE,2016-08-12,2016-08-15,True,0.02010968921389389,0.027421758569299515
earlier_diagnostic,BASE,2016-08-31,2016-09-01,True,0.005041518386714072,-0.010330578512396604
earlier_diagnostic,BASE,2016-09-02,2016-09-05,True,0.005373134328358065,0.0
earlier_diagnostic,BASE,2016-09-30,2016-10-10,True,0.005143721633888099,0.009009009009008917
earlier_diagnostic,BASE,2016-10-14,2016-10-17,True,0.003274784161952926,-0.009198813056379818
earlier_diagnostic,BASE,2016-11-01,2016-11-02,True,0.006776664702415891,-0.005275498241500531
earlier_diagnostic,BASE,2016-11-03,2016-11-04,True,0.011235955056179803,-0.0026331187829140568
earlier_diagnostic,BASE,2016-11-11,2016-11-14,True,0.009567990721948583,0.0031645569620253333
earlier_diagnostic,BASE,2016-11-17,2016-11-18,True,0.0037367059499855415,-0.0037217291726309165
earlier_diagnostic,BASE,2016-11-21,2016-11-22,True,0.006043165467625844,0.009145470134324096
earlier_diagnostic,BASE,2016-12-09,2016-12-12,True,0.007934258996882937,-0.02587904360056259
earlier_diagnostic,BASE,2016-12-26,2016-12-27,True,0.0065593321407273475,0.00029673590504453173
earlier_diagnostic,BASE,2016-12-29,2016-12-30,True,0.0017915795759928521,0.0011926058437685683
earlier_diagnostic,BASE,2017-01-09,2017-01-10,True,0.004995592124595882,-0.0023398654577362343
earlier_diagnostic,BASE,2017-01-13,2017-01-16,True,0.0020783847980998527,0.0008907363420427306
earlier_diagnostic,BASE,2017-01-20,2017-01-23,True,0.010355029585798814,0.0002976190476191576
earlier_diagnostic,BASE,2017-02-08,2017-02-09,True,0.007144983626079293,0.004735128736312433
earlier_diagnostic,BASE,2017-02-28,2017-03-01,True,0.0026193247962746913,0.0005802146794313678
earlier_diagnostic,BASE,2017-03-07,2017-03-08,True,0.00203547542890381,0.0017421602787457413
earlier_diagnostic,BASE,2017-03-10,2017-03-13,True,0.0017564402810306134,0.01258782201405162
earlier_diagnostic,BASE,2017-03-15,2017-03-16,True,0.0034833091436865526,0.0037518037518038394
earlier_diagnostic,BASE,2017-04-11,2017-04-12,True,0.0028538812785388057,-0.003132118451025123
earlier_diagnostic,BASE,2017-04-13,2017-04-14,True,0.004861309694023319,-0.008252703471826939
earlier_diagnostic,BASE,2017-04-20,2017-04-21,True,0.006111757857974354,0.0
earlier_diagnostic,BASE,2017-04-27,2017-04-28,True,0.0017452006980802626,-0.0029061319383899553
earlier_diagnostic,BASE,2017-05-09,2017-05-10,True,0.0023952095808383866,-0.00388175574798455
earlier_diagnostic,BASE,2017-05-11,2017-05-12,True,0.0075120192307693845,0.008654133094598615
earlier_diagnostic,BASE,2017-05-19,2017-05-22,True,0.0020618556701030855,0.0005877167205405875
earlier_diagnostic,BASE,2017-06-01,2017-06-02,True,0.0040195233993682855,-0.0020028612303291116
earlier_diagnostic,BASE,2017-06-08,2017-06-09,True,0.0076314301865461065,0.006453423120089896
earlier_diagnostic,BASE,2017-06-13,2017-06-14,True,0.004480537664519835,-0.009483960948395986
earlier_diagnostic,BASE,2017-06-22,2017-06-23,True,0.003055555555555589,0.010532150776053184
earlier_diagnostic,BASE,2017-07-05,2017-07-06,True,0.013476347634763464,-0.0008141112618724744
earlier_diagnostic,BASE,2017-07-10,2017-07-11,True,0.0013590649633052898,0.009239130434782528
earlier_diagnostic,BASE,2017-07-18,2017-07-19,True,0.0021633315305571443,0.021052631578947434
earlier_diagnostic,BASE,2017-07-24,2017-07-25,True,0.0060878771836951895,-0.00736842105263158
earlier_diagnostic,BASE,2017-07-28,2017-07-31,True,0.005057226510513546,0.00370762711864403
earlier_diagnostic,BASE,2017-08-07,2017-08-08,True,0.00799573560767608,-0.00026427061310774214
earlier_diagnostic,BASE,2017-08-18,2017-08-21,True,0.0037164852667905812,0.0015826958586124817
earlier_diagnostic,BASE,2017-08-25,2017-08-28,True,0.017668776371308148,0.010616261004660732
earlier_diagnostic,BASE,2017-09-15,2017-09-18,True,0.002057613168724215,0.004623683534549228
earlier_diagnostic,BASE,2017-09-20,2017-09-21,True,0.005149330587023604,0.00025614754098368664
earlier_diagnostic,BASE,2017-09-26,2017-09-27,True,0.0018073844564936437,0.0010311936065996452
earlier_diagnostic,BASE,2017-10-10,2017-10-11,True,0.0020304568527917954,0.0037993920972645423
earlier_diagnostic,BASE,2017-10-18,2017-10-19,True,0.006295643414756968,-0.0032516258129065
earlier_diagnostic,BASE,2017-10-24,2017-10-25,True,0.008780732563973936,0.004732254047322471
earlier_diagnostic,BASE,2017-11-06,2017-11-07,True,0.010401188707280795,0.010051483206668488
