period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,1.4687781157063735,31,419,116084.0,7358.866080000017,108725.13391999982
evaluation,STRESS,1.3900552812785223,31,419,114781.8,13441.83152,101339.96848000016
earlier_diagnostic,BASE,1.0803916996758034,16,444,100056.59999999996,5545.837860000051,94510.76214000006
earlier_diagnostic,STRESS,1.0718593933500742,16,450,104978.79999999997,10586.86807999995,94391.93191999994
