date,origin_index,decision_time,model_support_status,support_fit_index,support_fit_time,support_training_cycles,support_training_rows,selected_parent,selection_changed,source_cost,fallback_parent_target,mature_parent_target,target
2017-03-01,1157,2017-03-01 15:05:00,FIT_COMPLETE,1157.0,2017-03-01 15:05:00,10.0,438.0,JOINT_DOWNSIDE_REFERENCE_PAIR,True,BASE,0.0,0.0,0.0
