period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,1.2822686297888573,22,264,62683.7,3397.5781399999423,59286.1218599999
evaluation,STRESS,1.2265293512278383,22,264,62397.2,6192.674800000015,56204.525199999975
earlier_diagnostic,BASE,0.9792130789089308,10,302,57786.0,2179.362820000034,55606.63718000008
earlier_diagnostic,STRESS,1.0109894488059696,10,308,63859.000000000015,4261.989160000007,59597.010839999915
