account,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,days,ending_equity,ending_cash,ending_shares,mean_exposure,annualized_two_way_turnover,commission,slippage_cost,total_friction,trade_days,exposed_days,dividend_recognized,maximum_accounting_error,no_view_days,sharpe_eligible,utility_gamma5
FULL_BASE,0.07195231590000163,0.010538019709255612,0.010964090176145056,0.031021485813923506,0.3534353654725331,-0.06205090531851469,1604,214390.46318,175164.66317999994,8300,0.14493284764628214,0.12560843640314576,37.43682,111.3000000000005,148.73682000000048,7,1604,3133.2999999999997,3.390709935047198e-11,0,True,0.008558258720886412
FULL_STRESS,0.07136013399999812,0.010453774501543523,0.010880887594519184,0.031027006082054304,0.35069086478223166,-0.062201396178206476,1604,214272.02679999996,175046.22679999995,8300,0.14496966789998986,0.12564886037006362,69.2732,197.8999999999948,267.17319999999484,7,1604,3133.2999999999997,3.390709935047198e-11,0,True,0.008474199828479597
BUY_HOLD_BASE,0.26454844680000317,0.03604660512105644,0.05163454476692911,0.18005634254760658,0.28676881933929665,-0.4095181596707942,1604,252909.68936,24171.28936,48400,0.9532187672360038,0.1505357680798005,39.91064,145.2000000000055,185.1106400000055,1,1604,23764.4,8.185452315956354e-11,0,True,-0.029416171462123497
BUY_HOLD_STRESS,0.2638646999999992,0.035962067533890876,0.0515730607386718,0.18016800051937554,0.28624983676346877,-0.4097147841252308,1604,252772.94,24034.54000000001,48400,0.953826440575033,0.15060879052369075,79.86,241.99999999999483,321.85999999999484,1,1604,23764.4,6.184563972055912e-11,0,True,-0.029578210289202454
C0_BASE,0.040447489800003136,0.006000172256226493,0.0064223746206880095,0.029671873935734533,0.21644654579613165,-0.08376704340512758,1604,208089.49796,173117.09796,7400,0.15633043184856,0.023015799251870323,6.102040000000001,22.20000000000084,28.302040000000844,1,1604,3633.3999999999996,3.504396772768814e-11,0,True,0.004221324363542703
C0_STRESS,0.040342950000000447,0.005984921580658094,0.006407291390691925,0.0296744689338777,0.21591932799097457,-0.08377526718996813,1604,208068.59000000003,173096.19000000003,7400,0.1563465283373522,0.023026963840399005,12.21,36.99999999999921,49.20999999999921,1,1604,3633.3999999999996,3.504396772768814e-11,0,True,0.004205856124422743
C1_BASE,0.040447489800003136,0.006000172256226493,0.0064223746206880095,0.029671873935734533,0.21644654579613165,-0.08376704340512758,1604,208089.49796,173117.09796,7400,0.15633043184856,0.023015799251870323,6.102040000000001,22.20000000000084,28.302040000000844,1,1604,3633.3999999999996,3.504396772768814e-11,0,True,0.004221324363542703
C1_STRESS,0.040342950000000447,0.005984921580658094,0.006407291390691925,0.0296744689338777,0.21591932799097457,-0.08377526718996813,1604,208068.59000000003,173096.19000000003,7400,0.1563465283373522,0.023026963840399005,12.21,36.99999999999921,49.20999999999921,1,1604,3633.3999999999996,3.504396772768814e-11,0,True,0.004205856124422743
