period,cost,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,-69375.37882000016,-67925.59999999999,-3193.300000000001,-420.8211799999999,-1322.6999999999898
evaluation,STRESS,-67271.88884000003,-67326.59999999998,-3108.8999999999996,-824.3111599999997,-2339.30000000001
earlier_diagnostic,BASE,391.8879199998337,387.5999999999767,0.0,-1.08791999999994,-3.2000000000334694
earlier_diagnostic,STRESS,381.7816000000457,373.199999999968,0.0,-2.1815999999998894,-6.399999999999636
