拟合收盘,成熟周期数,因子,训练均值,训练标准差,标准化系数,统一截距
2019-04-01,15,买入前一百二十日均线偏离,0.051207116799760206,0.1296191194238794,0.04000390663821588,0.009225416556969035
2019-04-01,15,买入前二十日波动,0.2136538839158111,0.13970054176558855,0.009024346199662836,0.009225416556969035
2019-05-06,15,买入前二十日涨跌,0.01088629381599474,0.041583051349609434,-0.04101880178176966,0.009225416556969035
2019-05-06,15,买入前一百二十日均线偏离,0.051207116799760206,0.1296191194238794,0.04000390663821588,0.009225416556969035
2019-05-06,15,买入前二十日波动,0.2136538839158111,0.13970054176558855,0.009024346199662836,0.009225416556969035
2019-06-03,16,买入前二十日涨跌,0.020053555951344768,0.053681083264461735,-0.037341874200727196,0.00568207105799792
2019-06-03,16,买入前一百二十日均线偏离,0.05670016616918663,0.12729355927670646,0.03388898899755235,0.00568207105799792
2019-06-03,16,买入前二十日波动,0.21933645561444487,0.13704324354250638,0.012296538655622523,0.00568207105799792
2019-07-01,16,买入前二十日涨跌,0.020053555951344768,0.053681083264461735,-0.037341874200727196,0.00568207105799792
2019-07-01,16,买入前一百二十日均线偏离,0.05670016616918663,0.12729355927670646,0.03388898899755235,0.00568207105799792
2019-07-01,16,买入前二十日波动,0.21933645561444487,0.13704324354250638,0.012296538655622523,0.00568207105799792
2019-08-01,17,买入前二十日涨跌,0.0122634820383268,0.06068865948635088,-0.031082193516107325,0.00834949454096961
2019-08-01,17,买入前一百二十日均线偏离,0.055869490608429766,0.1235375841088445,0.029183367882348543,0.00834949454096961
2019-08-01,17,买入前二十日波动,0.22260161438391834,0.13359144759902594,0.012743373236778025,0.00834949454096961
2019-09-02,17,买入前二十日涨跌,0.0122634820383268,0.06068865948635088,-0.031082193516107325,0.00834949454096961
2019-09-02,17,买入前一百二十日均线偏离,0.055869490608429766,0.1235375841088445,0.029183367882348543,0.00834949454096961
2019-09-02,17,买入前二十日波动,0.22260161438391834,0.13359144759902594,0.012743373236778025,0.00834949454096961
2019-10-08,17,买入前二十日涨跌,0.0122634820383268,0.06068865948635088,-0.031082193516107325,0.00834949454096961
2019-10-08,17,买入前一百二十日均线偏离,0.055869490608429766,0.1235375841088445,0.029183367882348543,0.00834949454096961
2019-10-08,17,买入前二十日波动,0.22260161438391834,0.13359144759902594,0.012743373236778025,0.00834949454096961
2019-11-01,17,买入前二十日涨跌,0.0122634820383268,0.06068865948635088,-0.031082193516107325,0.00834949454096961
2019-11-01,17,买入前一百二十日均线偏离,0.055869490608429766,0.1235375841088445,0.029183367882348543,0.00834949454096961
2019-11-01,17,买入前二十日波动,0.22260161438391834,0.13359144759902594,0.012743373236778025,0.00834949454096961
2019-12-02,17,买入前二十日涨跌,0.0122634820383268,0.06068865948635088,-0.031082193516107325,0.00834949454096961
2019-12-02,17,买入前一百二十日均线偏离,0.055869490608429766,0.1235375841088445,0.029183367882348543,0.00834949454096961
2019-12-02,17,买入前二十日波动,0.22260161438391834,0.13359144759902594,0.012743373236778025,0.00834949454096961
2020-01-02,17,买入前二十日涨跌,0.0122634820383268,0.06068865948635088,-0.031082193516107325,0.00834949454096961
2020-01-02,17,买入前一百二十日均线偏离,0.055869490608429766,0.1235375841088445,0.029183367882348543,0.00834949454096961
2020-01-02,17,买入前二十日波动,0.22260161438391834,0.13359144759902594,0.012743373236778025,0.00834949454096961
2020-02-03,17,买入前二十日涨跌,0.0122634820383268,0.06068865948635088,-0.031082193516107325,0.00834949454096961
2020-02-03,17,买入前一百二十日均线偏离,0.055869490608429766,0.1235375841088445,0.029183367882348543,0.00834949454096961
2020-02-03,17,买入前二十日波动,0.22260161438391834,0.13359144759902594,0.012743373236778025,0.00834949454096961
2020-03-02,17,买入前二十日涨跌,0.0122634820383268,0.06068865948635088,-0.031082193516107325,0.00834949454096961
2020-03-02,17,买入前一百二十日均线偏离,0.055869490608429766,0.1235375841088445,0.029183367882348543,0.00834949454096961
2020-03-02,17,买入前二十日波动,0.22260161438391834,0.13359144759902594,0.012743373236778025,0.00834949454096961
2020-04-01,18,买入前二十日涨跌,0.008056602263018313,0.06147649320046713,-0.02711285568164465,0.004488338295533727
2020-04-01,18,买入前一百二十日均线偏离,0.05074064329024605,0.12190511851880238,0.03157573237939723,0.004488338295533727
2020-04-01,18,买入前二十日波动,0.23010388762328388,0.13346169000196162,0.007943210375318822,0.004488338295533727
2020-05-06,18,买入前二十日涨跌,0.008056602263018313,0.06147649320046713,-0.02711285568164465,0.004488338295533727
2020-05-06,18,买入前一百二十日均线偏离,0.05074064329024605,0.12190511851880238,0.03157573237939723,0.004488338295533727
2020-05-06,18,买入前二十日波动,0.23010388762328388,0.13346169000196162,0.007943210375318822,0.004488338295533727
2020-06-01,19,买入前二十日涨跌,0.00033270783837240737,0.06822242581998335,-0.025269207250169304,0.004686170740688505
2020-06-01,19,买入前一百二十日均线偏离,0.0432376716217475,0.122849542179177,0.031476976331431004,0.004686170740688505
2020-06-01,19,买入前二十日波动,0.233858978581821,0.1308753627129725,0.008005586953468705,0.004686170740688505
2020-07-01,19,买入前二十日涨跌,0.00033270783837240737,0.06822242581998335,-0.025269207250169304,0.004686170740688505
2020-07-01,19,买入前一百二十日均线偏离,0.0432376716217475,0.122849542179177,0.031476976331431004,0.004686170740688505
2020-07-01,19,买入前二十日波动,0.233858978581821,0.1308753627129725,0.008005586953468705,0.004686170740688505
2020-08-03,19,买入前二十日涨跌,0.00033270783837240737,0.06822242581998335,-0.025269207250169304,0.004686170740688505
2020-08-03,19,买入前一百二十日均线偏离,0.0432376716217475,0.122849542179177,0.031476976331431004,0.004686170740688505
2020-08-03,19,买入前二十日波动,0.233858978581821,0.1308753627129725,0.008005586953468705,0.004686170740688505
2020-09-01,19,买入前二十日涨跌,0.00033270783837240737,0.06822242581998335,-0.025269207250169304,0.004686170740688505
2020-09-01,19,买入前一百二十日均线偏离,0.0432376716217475,0.122849542179177,0.031476976331431004,0.004686170740688505
2020-09-01,19,买入前二十日波动,0.233858978581821,0.1308753627129725,0.008005586953468705,0.004686170740688505
2020-10-09,20,买入前二十日涨跌,0.004196686563865503,0.06859490298670284,-0.02112112104358239,0.004022991410046492
2020-10-09,20,买入前一百二十日均线偏离,0.04408510506039795,0.11979588573142919,0.02873712617069512,0.004022991410046492
2020-10-09,20,买入前二十日波动,0.22926769542940356,0.12912188147528397,0.005039924774565655,0.004022991410046492
2020-11-02,20,买入前二十日涨跌,0.004196686563865503,0.06859490298670284,-0.02112112104358239,0.004022991410046492
2020-11-02,20,买入前一百二十日均线偏离,0.04408510506039795,0.11979588573142919,0.02873712617069512,0.004022991410046492
2020-11-02,20,买入前二十日波动,0.22926769542940356,0.12912188147528397,0.005039924774565655,0.004022991410046492
2020-12-01,20,买入前二十日涨跌,0.004196686563865503,0.06859490298670284,-0.02112112104358239,0.004022991410046492
2020-12-01,20,买入前一百二十日均线偏离,0.04408510506039795,0.11979588573142919,0.02873712617069512,0.004022991410046492
2020-12-01,20,买入前二十日波动,0.22926769542940356,0.12912188147528397,0.005039924774565655,0.004022991410046492
2021-01-04,20,买入前二十日涨跌,0.004196686563865503,0.06859490298670284,-0.02112112104358239,0.004022991410046492
2021-01-04,20,买入前一百二十日均线偏离,0.04408510506039795,0.11979588573142919,0.02873712617069512,0.004022991410046492
2021-01-04,20,买入前二十日波动,0.22926769542940356,0.12912188147528397,0.005039924774565655,0.004022991410046492
2021-02-01,20,买入前二十日涨跌,0.004196686563865503,0.06859490298670284,-0.02112112104358239,0.004022991410046492
2021-02-01,20,买入前一百二十日均线偏离,0.04408510506039795,0.11979588573142919,0.02873712617069512,0.004022991410046492
2021-02-01,20,买入前二十日波动,0.22926769542940356,0.12912188147528397,0.005039924774565655,0.004022991410046492
2021-03-01,20,买入前二十日涨跌,0.001786532909179012,0.0665200719092804,-0.022171263605113612,0.001689536665258722
2021-03-01,20,买入前一百二十日均线偏离,0.04444955807393202,0.11994064417261592,0.028494345899597658,0.001689536665258722
2021-03-01,20,买入前二十日波动,0.22972064690459065,0.12882288977815853,0.006339323457694964,0.001689536665258722
2021-04-01,20,买入前二十日涨跌,0.001786532909179012,0.0665200719092804,-0.022171263605113612,0.001689536665258722
2021-04-01,20,买入前一百二十日均线偏离,0.04444955807393202,0.11994064417261592,0.028494345899597658,0.001689536665258722
2021-04-01,20,买入前二十日波动,0.22972064690459065,0.12882288977815853,0.006339323457694964,0.001689536665258722
2021-05-06,20,买入前二十日涨跌,0.001786532909179012,0.0665200719092804,-0.022171263605113612,0.001689536665258722
2021-05-06,20,买入前一百二十日均线偏离,0.04444955807393202,0.11994064417261592,0.028494345899597658,0.001689536665258722
2021-05-06,20,买入前二十日波动,0.22972064690459065,0.12882288977815853,0.006339323457694964,0.001689536665258722
2021-06-01,20,买入前二十日涨跌,0.001786532909179012,0.0665200719092804,-0.022171263605113612,0.001689536665258722
2021-06-01,20,买入前一百二十日均线偏离,0.04444955807393202,0.11994064417261592,0.028494345899597658,0.001689536665258722
2021-06-01,20,买入前二十日波动,0.22972064690459065,0.12882288977815853,0.006339323457694964,0.001689536665258722
2021-07-01,20,买入前二十日涨跌,0.001786532909179012,0.0665200719092804,-0.022171263605113612,0.001689536665258722
2021-07-01,20,买入前一百二十日均线偏离,0.04444955807393202,0.11994064417261592,0.028494345899597658,0.001689536665258722
2021-07-01,20,买入前二十日波动,0.22972064690459065,0.12882288977815853,0.006339323457694964,0.001689536665258722
2021-08-02,20,买入前二十日涨跌,0.00345525343610276,0.06744392459624476,-0.027498046705381113,-0.006688276790508284
2021-08-02,20,买入前一百二十日均线偏离,0.040093369242327245,0.11942851170966744,0.019525086822531602,-0.006688276790508284
2021-08-02,20,买入前二十日波动,0.2310376299624929,0.12802201259565107,0.014856986114664529,-0.006688276790508284
2021-09-01,20,买入前二十日涨跌,0.00345525343610276,0.06744392459624476,-0.027498046705381113,-0.006688276790508284
2021-09-01,20,买入前一百二十日均线偏离,0.040093369242327245,0.11942851170966744,0.019525086822531602,-0.006688276790508284
2021-09-01,20,买入前二十日波动,0.2310376299624929,0.12802201259565107,0.014856986114664529,-0.006688276790508284
2021-10-08,20,买入前二十日涨跌,0.00345525343610276,0.06744392459624476,-0.027498046705381113,-0.006688276790508284
2021-10-08,20,买入前一百二十日均线偏离,0.040093369242327245,0.11942851170966744,0.019525086822531602,-0.006688276790508284
2021-10-08,20,买入前二十日波动,0.2310376299624929,0.12802201259565107,0.014856986114664529,-0.006688276790508284
2021-11-01,20,买入前二十日涨跌,0.00345525343610276,0.06744392459624476,-0.027498046705381113,-0.006688276790508284
2021-11-01,20,买入前一百二十日均线偏离,0.040093369242327245,0.11942851170966744,0.019525086822531602,-0.006688276790508284
2021-11-01,20,买入前二十日波动,0.2310376299624929,0.12802201259565107,0.014856986114664529,-0.006688276790508284
2021-12-01,20,买入前二十日涨跌,0.00345525343610276,0.06744392459624476,-0.027498046705381113,-0.006688276790508284
2021-12-01,20,买入前一百二十日均线偏离,0.040093369242327245,0.11942851170966744,0.019525086822531602,-0.006688276790508284
2021-12-01,20,买入前二十日波动,0.2310376299624929,0.12802201259565107,0.014856986114664529,-0.006688276790508284
2022-01-04,20,买入前二十日涨跌,0.00345525343610276,0.06744392459624476,-0.027498046705381113,-0.006688276790508284
2022-01-04,20,买入前一百二十日均线偏离,0.040093369242327245,0.11942851170966744,0.019525086822531602,-0.006688276790508284
2022-01-04,20,买入前二十日波动,0.2310376299624929,0.12802201259565107,0.014856986114664529,-0.006688276790508284
2022-02-07,20,买入前二十日涨跌,0.00025850056020577207,0.0657555437341779,-0.02222870172175608,-0.006785461429126493
2022-02-07,20,买入前一百二十日均线偏离,0.024126812413607264,0.10477395975881386,0.029649078492699002,-0.006785461429126493
2022-02-07,20,买入前二十日波动,0.21173585148116963,0.11363656137023448,0.02897085412090162,-0.006785461429126493
2022-03-01,20,买入前二十日涨跌,0.00025850056020577207,0.0657555437341779,-0.02222870172175608,-0.006785461429126493
2022-03-01,20,买入前一百二十日均线偏离,0.024126812413607264,0.10477395975881386,0.029649078492699002,-0.006785461429126493
2022-03-01,20,买入前二十日波动,0.21173585148116963,0.11363656137023448,0.02897085412090162,-0.006785461429126493
2022-04-01,20,买入前二十日涨跌,0.00025850056020577207,0.0657555437341779,-0.02222870172175608,-0.006785461429126493
2022-04-01,20,买入前一百二十日均线偏离,0.024126812413607264,0.10477395975881386,0.029649078492699002,-0.006785461429126493
2022-04-01,20,买入前二十日波动,0.21173585148116963,0.11363656137023448,0.02897085412090162,-0.006785461429126493
2022-05-05,20,买入前二十日涨跌,0.00025850056020577207,0.0657555437341779,-0.02222870172175608,-0.006785461429126493
2022-05-05,20,买入前一百二十日均线偏离,0.024126812413607264,0.10477395975881386,0.029649078492699002,-0.006785461429126493
2022-05-05,20,买入前二十日波动,0.21173585148116963,0.11363656137023448,0.02897085412090162,-0.006785461429126493
2022-06-01,20,买入前二十日涨跌,0.00025850056020577207,0.0657555437341779,-0.02222870172175608,-0.006785461429126493
2022-06-01,20,买入前一百二十日均线偏离,0.024126812413607264,0.10477395975881386,0.029649078492699002,-0.006785461429126493
2022-06-01,20,买入前二十日波动,0.21173585148116963,0.11363656137023448,0.02897085412090162,-0.006785461429126493
2022-07-01,20,买入前二十日涨跌,0.00025850056020577207,0.0657555437341779,-0.02222870172175608,-0.006785461429126493
2022-07-01,20,买入前一百二十日均线偏离,0.024126812413607264,0.10477395975881386,0.029649078492699002,-0.006785461429126493
2022-07-01,20,买入前二十日波动,0.21173585148116963,0.11363656137023448,0.02897085412090162,-0.006785461429126493
2022-08-01,20,买入前二十日涨跌,0.00025850056020577207,0.0657555437341779,-0.02222870172175608,-0.006785461429126493
2022-08-01,20,买入前一百二十日均线偏离,0.024126812413607264,0.10477395975881386,0.029649078492699002,-0.006785461429126493
2022-08-01,20,买入前二十日波动,0.21173585148116963,0.11363656137023448,0.02897085412090162,-0.006785461429126493
2022-09-01,20,买入前二十日涨跌,0.0013182880991372565,0.06496674215010478,-0.005599247413878998,-0.01694517066786365
2022-09-01,20,买入前一百二十日均线偏离,0.008424416006161884,0.10338252258552419,-0.0025300682271945044,-0.01694517066786365
2022-09-01,20,买入前二十日波动,0.2026741156946251,0.10021634682278656,-0.003799221187556038,-0.01694517066786365
2022-10-10,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2022-10-10,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2022-10-10,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2022-11-01,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2022-11-01,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2022-11-01,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2022-12-01,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2022-12-01,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2022-12-01,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-01-03,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-01-03,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2023-01-03,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-02-01,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-02-01,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2023-02-01,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-03-01,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-03-01,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2023-03-01,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-04-03,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-04-03,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2023-04-03,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-05-04,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-05-04,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2023-05-04,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-06-01,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-06-01,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2023-06-01,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-07-03,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-07-03,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2023-07-03,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-08-01,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-08-01,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2023-08-01,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-09-01,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-09-01,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2023-09-01,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-10-09,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-10-09,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
2023-10-09,20,买入前二十日波动,0.19467631584936967,0.09884946979065418,-0.0037095402290159164,-0.013593102466557308
2023-11-01,20,买入前二十日涨跌,-0.0037025342269236456,0.06352368659150175,-0.004744444771362534,-0.013593102466557308
2023-11-01,20,买入前一百二十日均线偏离,-0.005543792146009347,0.0836983927036383,-0.00029776959947387183,-0.013593102466557308
