cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,E1_PRICE_FORWARD_EPS,0.21965252719999992,0.030411474873512253,0.032500589201749114,0.07106776161710525,0.457318317929498,-0.0985383839058397,1604,0.19499923535032462,10,193.19456000000002,577.9000000000219,False,4.001776687800884e-11,-0.005845996772104723,False
BASE,E2_MATCHED_PRICE,0.05349581839999965,0.007893575055555956,0.00840002319768751,0.03281322038616027,0.2559950867007986,-0.06707543441480882,1604,0.04909304719018431,6,103.03632,322.7999999999838,False,3.4788172342814505e-11,-0.02836389659006102,False
BASE,E3_FORWARD_EPS,0.21830260569999965,0.030239328351154005,0.03275893191874303,0.07682563468276832,0.42640626470594883,-0.09844863040313277,1604,0.22044214202337462,7,113.07886,343.60000000000184,False,5.047695594839752e-11,-0.0060181432944629715,False
BASE,E4_EARNINGS_AND_PRICE_REGIME,0.011647009699999752,0.001748589784250778,0.0025750925839803664,0.04065644099588629,0.06333787515343313,-0.07490516438828851,1604,0.06148845642344568,6,236.49806,688.0000000000045,False,2.751221472863108e-11,-0.0345088818613662,False
BASE,BUY_HOLD,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.0,False
STRESS,E1_PRICE_FORWARD_EPS,0.21641023020000097,0.02999773339991412,0.032086533788799304,0.0708938821265047,0.4525994744023658,-0.09854718411409485,1604,0.19227950988979264,9,375.65396000000004,987.1999999999946,False,5.6843418860808015e-11,-0.006087211113828525,False
STRESS,E2_MATCHED_PRICE,0.05185165799999971,0.007656096174745731,0.008165242689322132,0.032839067042208424,0.24864417368578873,-0.06711690186427376,1604,0.04912568998662235,6,206.06840000000003,548.6000000000212,False,5.206857167650014e-11,-0.028428848338996913,False
STRESS,E3_FORWARD_EPS,0.21645981019999982,0.03000406722716436,0.03253473690981592,0.07688108661683146,0.4231825841896092,-0.09852956328450542,1604,0.22054779420495593,7,220.83796,596.4000000000246,False,5.4797055781818926e-11,-0.006080877286578287,False
STRESS,E4_EARNINGS_AND_PRICE_REGIME,0.0075054423999999795,0.0011287755181442032,0.0019532051717077955,0.04058297031968296,0.048128689357182924,-0.07495605188293002,1604,0.061460060736194366,6,471.81152000000003,1250.4000000000544,False,2.751221472863108e-11,-0.03495616899559845,False
STRESS,BUY_HOLD,0.26485864240000195,0.036084944513742646,0.05169164368473765,0.18016774072774588,0.28690843031022767,-0.4097147841252319,1604,0.9532622781788082,2,171.47152,483.99999999998965,False,6.184563972055912e-11,0.0,False
